WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-55.1049640417812 -27.4828573513615,-55.1050259126154 -27.4828243220029,-55.1050836521333 -27.4828036143982,-55.1051788600766 -27.482759532396,-55.1052512811468 -27.4827166797888,-55.1053197039735 -27.4826696750193,-55.1054866437538 -27.4825372611581,-55.1055751042731 -27.4824488596804,-55.1056072483264 -27.4823854536764,-55.1056277461399 -27.4823373606806,-55.1056609414398 -27.4822829362991,-55.105688784229 -27.4822497209188,-55.1057413004231 -27.4822058553057,-55.1057750381064 -27.4821734154142,-55.1058072471483 -27.4821429122839,-55.1058453510842 -27.4821131846575,-55.1058768798813 -27.482069631153,-55.1059047484304 -27.4820461731547,-55.1059335729468 -27.4820178970771,-55.1059756083224 -27.4819790661794,-55.1060022497125 -27.4819494339407,-55.1060285638603 -27.4819181552345,-55.1060381750529 -27.4818894893573,-55.1060577470426 -27.4818652070856,-55.1060752434764 -27.4818497377423,-55.1060835994847 -27.481819570544,-55.1060892837686 -27.4817711471028,-55.106093654552 -27.4817449985964,-55.1061214761121 -27.4816731647607,-55.1061543699295 -27.4816268510705,-55.1061802492643 -27.481583756706,-55.1062000140331 -27.4815484094497,-55.106211070924 -27.4815246102933,-55.1062143232516 -27.481495241376))","120","138460",Misiones,Oberá,Oberá
"MULTILINESTRING ((-54.4553566351712 -26.9595806156088,-54.4552811498285 -26.9595401770534,-54.4551669932721 -26.9594726258214,-54.4550655376643 -26.9594364060711,-54.454977620886 -26.9594110997401,-54.4549208643873 -26.9593953863868,-54.4548359619564 -26.9593688817812,-54.4547584422024 -26.959281082104,-54.454711802793 -26.9592137870929,-54.4546682195753 -26.9591742678458,-54.4545811406779 -26.9591285433121,-54.4543726331801 -26.9589620713694,-54.4541455749641 -26.9588086579858))","121","114613",Misiones,Guaraní,San Vicente
"MULTILINESTRING ((-54.4570294598829 -27.0151707695,-54.456878216699 -27.0151326861241,-54.4566486783047 -27.0151170784192,-54.4565087854997 -27.0150800077625,-54.456366524869 -27.0150728320861,-54.4562680681677 -27.0150218715602,-54.4561362441827 -27.0150185919777,-54.4559120689365 -27.0149603174498,-54.4557182930188 -27.0149440123903,-54.4556033007702 -27.0148513647088,-54.4555725975013 -27.0147380953943,-54.4554981033803 -27.0145849599898,-54.4554929216263 -27.014475062074,-54.455436622492 -27.0143301392993,-54.4553858831284 -27.0142538103119,-54.4552202184452 -27.0141489509553,-54.4549784979292 -27.0140171034011,-54.4548504594262 -27.0139707588185,-54.4547868174173 -27.0139352411482,-54.4547349107618 -27.0139101813626,-54.4546752020516 -27.0139084896953,-54.4546293571224 -27.013907080458))","122","114572",Misiones,Guaraní,San Vicente
"MULTILINESTRING ((-54.4617385299993 -27.0226787700008,-54.461895938335 -27.022717560838,-54.4619951002278 -27.0227502569805,-54.4621111821771 -27.0227891876051,-54.4621964406326 -27.0227732548533,-54.4623006569446 -27.0227378301014,-54.4624288686501 -27.0227227723081,-54.4626548969065 -27.0227136537897,-54.4629676425874 -27.0226232213036,-54.463328226713 -27.0224819203154,-54.4634311617943 -27.0224192481322,-54.4635728828826 -27.022371580502,-54.4638104319751 -27.0223469701906,-54.4639039952005 -27.0222865418355,-54.4640029301144 -27.0222100257647,-54.4640813672226 -27.0221164041541))","123","114869",Misiones,Guaraní,San Vicente
"MULTILINESTRING ((-55.8904151522415 -27.4470092363828,-55.8903850028997 -27.4468946387139,-55.8903882649733 -27.4467893667368,-55.8903990703683 -27.4467005849266,-55.8904377511365 -27.4465898530444,-55.8904725186671 -27.4465094531298,-55.89052119321 -27.4464625169634,-55.8905445168792 -27.4464089789292,-55.8905501245086 -27.4463513027894,-55.8905399158225 -27.4462569735587,-55.8905400193476 -27.4461143293676,-55.8905589344648 -27.4460520463188,-55.8905806883215 -27.445996892208))","124","120502",Misiones,Capital,Posadas
"MULTILINESTRING ((-54.6616595952944 -26.420465398439,-54.6617605827144 -26.4204459090042,-54.6618821002269 -26.4204603738507,-54.6619419022315 -26.4204527017543,-54.6620181802754 -26.420428257942,-54.6620865632105 -26.4203838058708,-54.6621924063701 -26.4203387521713,-54.6622398004372 -26.42030824192,-54.6623179966675 -26.4202834951776,-54.6624179647206 -26.4202889641805,-54.6624978474079 -26.4203029186191,-54.6625882292122 -26.4202797901465,-54.6626322409992 -26.420232101473,-54.6627165440653 -26.4201178278009))","125","92132",Misiones,Eldorado,El dorado
"MULTILINESTRING ((-55.1039487140889 -27.4883623882132,-55.1039877598077 -27.4884928911632,-55.1040283022895 -27.488614440031,-55.1040434347109 -27.4886658451293,-55.1040381000685 -27.4887131851644,-55.1040056627797 -27.48875604478,-55.1039934123966 -27.4888015599391,-55.1040048988825 -27.4888593484364,-55.1040404043352 -27.4889184664025,-55.1041168419762 -27.4889980677124,-55.1041667949704 -27.4890062403379,-55.1042181928628 -27.4890381663242,-55.1042803404964 -27.4890582377691,-55.1043082797384 -27.4890916531877,-55.1043323187762 -27.4891477249848,-55.104439473291 -27.4892448005385,-55.1045177203235 -27.4894076828084))","126","138284",Misiones,Oberá,Oberá
"MULTILINESTRING ((-54.4495919829414 -26.9513150080671,-54.4494561132556 -26.9513240920916,-54.4491959902959 -26.9513870659561,-54.448823075698 -26.9515340338614,-54.4483083251727 -26.9516738433496,-54.4482959088038 -26.9517224264091,-54.4482088850792 -26.9517557387489,-54.4480935909463 -26.9517714059114,-54.4479522984105 -26.9517301169689,-54.4477599701402 -26.9517551229647,-54.4475394309675 -26.9518094206894,-54.4470355942215 -26.9519641691023,-54.4464802339278 -26.9521477003984,-54.4459153666368 -26.9523542888286,-54.4455242242045 -26.9525482973498,-54.4450766892126 -26.9527634403402,-54.4447442805393 -26.953031661622,-54.4445483227768 -26.9532894271362))","127","115292",Misiones,Guaraní,San Vicente
"MULTILINESTRING ((-55.2284710693823 -27.0495205119516,-55.2287104707391 -27.049356574066,-55.2289915071144 -27.0493878003299))","128","115491",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-55.2289915071144 -27.0493878003299,-55.229139831868 -27.0494320375371,-55.2292569303577 -27.049486683499,-55.2292985653763 -27.0495907710454,-55.2292361128484 -27.0497859351949,-55.2289758939824 -27.0498483877228,-55.2286839847252 -27.0497992544814))","129","115489",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-55.2286839847252 -27.0497992544814,-55.2285465328535 -27.0497364936104,-55.2284294343638 -27.049624599498,-55.2284710693823 -27.0495205119516))","130","115490",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-55.2517586636874 -27.0421034568152,-55.2517022209205 -27.0418620263459,-55.2515291242875 -27.0415773046483,-55.2514406675343 -27.0410212913848,-55.251351673533 -27.0407464634981,-55.2512103887989 -27.0404913995191,-55.251165423646 -27.0401932898161,-55.2511552832089 -27.0400779157885,-55.251147828456 -27.040038894319,-55.251133098026 -27.0399986087765,-55.2511029983993 -27.039961218337,-55.2510778601877 -27.0399379703747))","131","116231",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-55.2301877139111 -27.0280851064583,-55.2301594185916 -27.0280665697019,-55.230142897434 -27.028048272773,-55.2301310601282 -27.0280240171765,-55.2301148082059 -27.0279952319993,-55.2301091244397 -27.0279783666228,-55.2300955454343 -27.0279690089181,-55.2300752112747 -27.0279492216878,-55.2300597615051 -27.0279244888817,-55.2300478582787 -27.0278939760351,-55.230027323581 -27.0278731756936,-55.2299552116989 -27.0278406292165,-55.2298835008932 -27.0278101089273,-55.2298344044173 -27.0277635014354,-55.2297828959301 -27.0277402539301,-55.229711729148 -27.0276532398584,-55.2296610283666 -27.0275985274977,-55.2296093935914 -27.027527248219,-55.2295920099137 -27.0274631242753,-55.2295987185831 -27.0273429860476,-55.2296074492936 -27.0271264266156,-55.2296037563547 -27.0267848985306,-55.2296064048201 -27.0266398044271,-55.2295844349622 -27.0264917870115,-55.2295758777409 -27.0264544805559,-55.2295404619278 -27.0264088574885,-55.2294143870483 -27.0263273330606,-55.229110681959 -27.0262267017474,-55.22899950051 -27.0261982022992,-55.2288331953336 -27.0261637366604,-55.2287232171138 -27.0261413158783,-55.2285555713141 -27.0261237746016,-55.2283948867598 -27.0260821584189,-55.2282813044058 -27.0260059838232,-55.2281426489714 -27.0259421548696,-55.2280078396503 -27.0258922453849,-55.2279481722416 -27.0258514759597,-55.2278532321604 -27.0258070126568,-55.2276163695946 -27.0257510791233,-55.2273728537252 -27.0257767933569,-55.2272314319425 -27.0257614006485,-55.227113151854 -27.025779979194))","132","117619",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-55.2307208439507 -27.0345267652035,-55.2306720278162 -27.0343986427082,-55.2306204152534 -27.0341853072122,-55.2305329583939 -27.0338856815217,-55.2304981965914 -27.0337219255621,-55.230407909985 -27.0335501774793,-55.2303375262104 -27.0335029745541,-55.2300768275466 -27.0331105383136,-55.2300744378283 -27.0330029837503,-55.2300484941527 -27.0329193163987,-55.23003177801 -27.0328644916397,-55.2299740583923 -27.0327743249398,-55.2299095065937 -27.0327385033735,-55.2298520451051 -27.0327088800326,-55.2298030615807 -27.0326992166919,-55.2297668899116 -27.0326637598504,-55.2297460915316 -27.0326179325537,-55.2297704531141 -27.0325514330933,-55.229746245585 -27.0324883837934,-55.2296835014066 -27.032443921794,-55.2296192216198 -27.0323798544299,-55.2295479202201 -27.0322980878731,-55.229468056046 -27.0322145324874,-55.2293893951011 -27.0321370553971,-55.2293490289774 -27.0320901230374,-55.2293308046335 -27.0320543367953,-55.2293104389019 -27.0320225428287,-55.2292922159463 -27.0319778776019,-55.2292795820409 -27.0319140547406))","133","115599",Misiones,San Ignacio,Jardín América
"MULTILINESTRING ((-54.6195805839427 -26.0286845777675,-54.6196557892632 -26.0287889085425,-54.6197514159908 -26.0289973078941,-54.6198207145154 -26.0290908771488,-54.6199350349804 -26.0292230622002,-54.6200210339737 -26.0292809723403,-54.6202139397015 -26.0293026600134,-54.6205018852216 -26.0292718502393,-54.6211856816135 -26.0293334060523,-54.6226384342797 -26.0294340827023))","134","134405",Misiones,Iguazú,Puerto Esperanza
"MULTILINESTRING ((-55.313799576777 -27.6062522503469,-55.3137563746962 -27.6062074256736,-55.313714263353 -27.606168082622,-55.3136650565533 -27.6061291417326,-55.3136123944932 -27.6060808495928,-55.3135541834463 -27.6060327179677,-55.313522897392 -27.6059916833689,-55.3134902498036 -27.6059317857207,-55.3134636088219 -27.6058539932287,-55.3134401504162 -27.6057841815293,-55.3134223325212 -27.6057106623891,-55.3133921447551 -27.6056270653271,-55.3133617720532 -27.6055625729439,-55.3133462681998 -27.6055247242452,-55.3133363133331 -27.6054867149967,-55.3133485133701 -27.6054198094574,-55.3133612587758 -27.6053556447177,-55.3133729563745 -27.6053022413811,-55.3133975262826 -27.6052454136377,-55.31340976925 -27.6051947510919,-55.3134262407128 -27.6051533190179,-55.3134374806913 -27.6051176499795,-55.3134606366963 -27.6050857711251,-55.3135053126 -27.6050137908424,-55.3135434365283 -27.6049569646222,-55.3135840183912 -27.6048884500362,-55.3136426200744 -27.60476625045,-55.3136757460479 -27.6046762921758,-55.3136806694681 -27.6046048709986,-55.3136750440592 -27.6045124894615,-55.3136586829977 -27.60443026359,-55.3136370475217 -27.6043375574829,-55.3136503382961 -27.6042761329766,-55.31371198055 -27.6041972619456,-55.3138326202995 -27.6040823243172,-55.31408645083 -27.6038674440927,-55.314181069501 -27.6037820069493,-55.3142416639479 -27.6037138971594,-55.3142847447883 -27.603661947916,-55.3143214585888 -27.6036060478617,-55.3143161020889 -27.603539058395,-55.3142877745196 -27.6034848431097,-55.3142474823306 -27.6034466278783,-55.3141902275668 -27.6033912804033,-55.3141348853691 -27.603321503506,-55.3140255216507 -27.6031115429638,-55.3139804856153 -27.6029301908422,-55.3139662352695 -27.6027303498849,-55.3139758877356 -27.6026666668663,-55.3139892719218 -27.6025896831262,-55.3139893728844 -27.60252607946,-55.3140201305595 -27.6024562723318,-55.314045247724 -27.6023901726681,-55.3140829196953 -27.6023150458352,-55.3141806313061 -27.6022291241836,-55.3142414069133 -27.6021659308632,-55.3142956380959 -27.602069846442,-55.3143465970661 -27.6019573163861,-55.3144000960565 -27.6018896076539))","135","139484",Misiones,Leandro N. Alem,Leandro N Alem
"MULTILINESTRING ((-55.295497163158 -27.624665005548,-55.2951394510418 -27.6262563524108,-55.2950838535575 -27.6263958706262,-55.294890835876 -27.6268595326654,-55.2947628567612 -27.6270924126941))","136","139192",Misiones,Leandro N. Alem,Leandro N Alem
"MULTILINESTRING ((-55.3189195311387 -27.5842664246069,-55.3189359760923 -27.5844976384159,-55.3189145960776 -27.584702355006,-55.3187747693458 -27.5849540431232,-55.3186431677159 -27.5852468567497,-55.318555077301 -27.5853639788216,-55.3184570665902 -27.5855018854714,-55.3184427001244 -27.5856074742947,-55.3185707868195 -27.5857913584935,-55.3188076697533 -27.5862568992593,-55.3188438602015 -27.5864427865616,-55.3188920725416 -27.5865486034503,-55.3189695870999 -27.5866391212391,-55.319162978082 -27.5867542929278,-55.3192562789624 -27.5868109837989,-55.3193310431919 -27.5868876768131,-55.3194065344958 -27.587008444688,-55.3195377675567 -27.5871062467589,-55.3195730398167 -27.5871420720278,-55.3195938633309 -27.5871659009892,-55.3196046838293 -27.587204122122,-55.3196186647977 -27.5872570716466,-55.3196463194338 -27.5873244788762,-55.3196593459071 -27.5873374101431,-55.3196622789565 -27.5873561951012,-55.3196521817245 -27.5873862817291,-55.319619880102 -27.5874219765874,-55.3196137746547 -27.5874478757862,-55.3196130832646 -27.5874686525814,-55.3196290898955 -27.5874925215365,-55.3196584470447 -27.5875107405004,-55.3197234966192 -27.5875183924665,-55.3197832244488 -27.587527588826,-55.3199065433631 -27.5875712705381,-55.32002498483 -27.5876173311085,-55.3201840635536 -27.5876345720323,-55.3203570040787 -27.5876873689985,-55.3204135633184 -27.5877170165128,-55.3204656749238 -27.5877323921073,-55.3206318733355 -27.5877755519784,-55.320774997054 -27.5878159035046,-55.3209881442589 -27.5879257724286,-55.3211257230559 -27.5880347739889,-55.3212322331302 -27.588109355797,-55.3212867201034 -27.588189216801,-55.3213294672632 -27.5882424040189,-55.3213509236355 -27.588326001471,-55.321423755019 -27.5884414817776,-55.3215097994044 -27.5885506208127,-55.3217259358966 -27.5888387587361,-55.3217506806659 -27.5888964128817,-55.3217824188947 -27.5889427677351,-55.3218148880059 -27.5890089640979,-55.3218647936365 -27.5890496289329,-55.3219205691737 -27.5891036305146,-55.3219853418113 -27.589122016217))","137","144299",Misiones,Leandro N. Alem,Leandro N Alem
"MULTILINESTRING ((-54.5640733930369 -25.609981171335,-54.5644767638351 -25.6098900327724,-54.5650204203609 -25.6098782916308,-54.5675564943059 -25.6098422576565))","138","100746",Misiones,Iguazú,Puerto Iguazú
"MULTILINESTRING ((-54.5980202925158 -25.9971307769144,-54.5980225361433 -25.996833646418,-54.5981315223046 -25.9965195979383,-54.5981871241693 -25.9962980960683,-54.5982075502791 -25.9960340180665,-54.5981357002097 -25.9958957043687,-54.5980631914893 -25.9958206358969,-54.5979377820419 -25.9957564246245,-54.5978671619952 -25.9956489057566,-54.5978240270162 -25.99544305083,-54.5978491243578 -25.9953204861146))","139","109648",Misiones,Iguazú,Puerto Esperanza
"MULTILINESTRING ((-54.6024730499245 -26.0033088651496,-54.6024359362149 -26.0031460258204,-54.6023768139419 -26.0029851262277,-54.6023794768632 -26.0029196922969,-54.6022542816772 -26.0025422378133,-54.602114197072 -26.0022961331876,-54.6019855189361 -26.0020967223173))","140","111096",Misiones,Iguazú,Puerto Esperanza
"MULTILINESTRING ((-54.5860672930827 -26.0005037198607,-54.5860328253361 -26.0002820159051,-54.586027179531 -26.0001612141741,-54.5860333755073 -26.0000547618368,-54.586089386285 -25.9999951782047,-54.5861371500094 -25.999985580252,-54.5861912632822 -25.999709271159,-54.5864334616997 -25.9986202340702))","141","84419",Misiones,Iguazú,Puerto Esperanza
"MULTILINESTRING ((-54.08976059407 -26.6301028475908,-54.0912442719556 -26.6290303295528,-54.0918831903788 -26.6292555892533))","142","114829",Misiones,San Pedro,San Pedro
"MULTILINESTRING ((-54.1091994988303 -26.6279496875953,-54.1089801279508 -26.6283224166611))","143","114282",Misiones,San Pedro,San Pedro
"MULTILINESTRING ((-54.1092078752131 -26.6274297287313,-54.10920177484 -26.6279421600714))","144","114281",Misiones,San Pedro,San Pedro
"MULTILINESTRING ((-54.0962675420189 -26.6177969350519,-54.0965059751439 -26.6174571474959,-54.0968429380281 -26.6169637970069,-54.0970460490818 -26.6165955202677,-54.0972312699603 -26.6163194811002,-54.0975372165368 -26.6159227295193,-54.0975810077588 -26.6158637577984,-54.0975977927893 -26.615816747724,-54.0977398930558 -26.6155813556522))","145","114207",Misiones,San Pedro,San Pedro
"MULTILINESTRING ((-54.8372392735857 -27.0918429753298,-54.8372325546319 -27.0917119515442,-54.8371910492494 -27.0915301326113,-54.8371083148386 -27.0914037036903,-54.837016827742 -27.0911221103094,-54.8368999376701 -27.0909203274788,-54.8367794123078 -27.0907837898486,-54.8364055084391 -27.0902965750605,-54.8359014431633 -27.0897750593421))","146","115298",Misiones,Cainguás,Aristóbulo Del Valle
