WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-58.6590792325666 -34.7008568586056,-58.6590133279443 -34.700974849139,-58.6589825015887 -34.7010354388724,-58.6589506122554 -34.7010737060724,-58.6589293526998 -34.7011002805169,-58.6589049042109 -34.7011268549613,-58.6588676999887 -34.7011746889614,-58.6588475034109 -34.7012140191392,-58.6588251808775 -34.7012554752725,-58.6588113621664 -34.7012926794948,-58.6588065787664 -34.7013506117837,-58.6588097676997 -34.7014064181171,-58.6588448459664 -34.7015472626727,-58.658856538722 -34.7015908447616,-58.6588650425442 -34.7016907646728,-58.6588554757442 -34.7017587952506,-58.6588469719219 -34.7018448964507,-58.6588586646775 -34.7018927304507,-58.6588671684997 -34.7019405644507,-58.6588714204109 -34.7019767056952,-58.6588586646775 -34.7020468622286,-58.6588448459664 -34.7021595378731,-58.6588214604552 -34.7024497308066,-58.6589575216109 -34.7035339681407,-58.6588554757442 -34.7041972662745,-58.6586683916552 -34.7044949000524,-58.6585408343217 -34.7047074956081,-58.658515322855 -34.7049370988083,-58.658515322855 -34.705226228764,-58.6585323304995 -34.7057024428088,-58.6585238266773 -34.7065103059204,-58.6585238266773 -34.7068419549873,-58.6584302846328 -34.707428718721,-58.6583112311216 -34.7080324900992,-58.6582687120104 -34.7084576812106,-58.6582453264993 -34.7086617729441,-58.6582453264993 -34.7087638188108,-58.6582814677438 -34.7088212196109,-58.6583261128104 -34.7088701165887,-58.658366505966 -34.7089126356998,-58.6583941433883 -34.7089636586332,-58.6584111510327 -34.7090083036999,-58.6584515441883 -34.7091592465444,-58.6585025671217 -34.7093612123223,-58.6585663457884 -34.7095971933892,-58.6587789413441 -34.7105687550787,-58.6589447658775 -34.7111980379235,-58.6590534866243 -34.7114219105517,-58.6591275980554 -34.7114659083237,-58.6591658652555 -34.7116062213905,-58.6593572012556 -34.7129710848581,-58.6595825525446 -34.7143210666367,-58.6595889304113 -34.7143752785034,-58.6595464113002 -34.7144900801035,-58.659465624989 -34.7148004696148,-58.6594167280112 -34.7150332617483,-58.659389090589 -34.7151608190817,-58.6593529493445 -34.7155084128153,-58.6593189340556 -34.7156614816154,-58.6592785409 -34.7160393702157,-58.6593083042778 -34.7164151328603,-58.6593401936111 -34.7168413869495,-58.6594209799223 -34.7172017364164,-58.6594231058779 -34.7172910265498,-58.6594911364557 -34.7173314197054,-58.6595804265891 -34.7173112231276,-58.6597446566559 -34.7173160065276,-58.6598057778781 -34.7173314197054,-58.659801525967 -34.7173835056165,-58.6597483770781 -34.7178219839502,-58.6597590068559 -34.7179134000391,-58.6598057778781 -34.7179745212614,-58.6599142016115 -34.7181063305059,-58.6602155558118 -34.7187563414174,-58.6603335463452 -34.719002952262))","473","114368",Buenos Aires,Merlo,Libertad
"MULTILINESTRING ((-58.6819471839577 -34.5747451224693,-58.6822895240389 -34.5747851154694,-58.6825086856796 -34.5747691182694,-58.6830973826417 -34.574645939829,-58.683487714323 -34.5745307599886,-58.6839036415245 -34.5743835857481,-58.6841563972853 -34.5743259958279,-58.6843675603261 -34.5743131980678,-58.6845979200069 -34.5743227963878,-58.6847674903275 -34.574377186868,-58.6848922684879 -34.5744379762282,-58.6850298444084 -34.5745147627885,-58.6852602040892 -34.5746299426289,-58.6855497534102 -34.5748059118295,-58.6857689150509 -34.57495468579,-58.6860504657719 -34.5750954611505,-58.6863336162129 -34.5752058418309))","474","90979",Buenos Aires,San Miguel,Bella Vista
"MULTILINESTRING ((-58.6991146929739 -34.351572156458,-58.6959386222241 -34.3499434434103))","475","4548",Buenos Aires,Tigre,Dique Luján
"MULTILINESTRING ((-58.5973211377859 -34.4412051926136,-58.5963194451817 -34.4418029720884,-58.595688281675 -34.4422938770381,-58.5953656869937 -34.443584255763,-58.5951272474467 -34.4445941173739,-58.5950851698796 -34.4454777462833,-58.5954358162723 -34.4462772200586,-58.5956742558193 -34.4469504611325,-58.5958004885206 -34.4477920124748,-58.5954778938394 -34.4490683653441,-58.5952394542924 -34.4500782269549,-58.595211402581 -34.4512002954114,-58.5953656869937 -34.452027820898,-58.5961230832018 -34.4532340444888,-58.597736056608 -34.4558568795058,-58.59916669389 -34.4583394559657,-58.5995173402827 -34.4589565936168,-58.600933951709 -34.4633887640199))","476","4802",Buenos Aires,Tigre,Rincón De Milberg
"MULTILINESTRING ((-58.7949036726485 -34.5630680900206,-58.7950089946389 -34.5634505999895,-58.7950167059898 -34.5640179822492,-58.7950535749979 -34.5641409520205,-58.7950942855904 -34.5642121955574,-58.7951359429409 -34.5643371676088,-58.7952588692961 -34.5644790100374,-58.7953073061326 -34.564617171277,-58.7953262412919 -34.5647421433283,-58.7953830467698 -34.564833032093,-58.7953930546963 -34.5648776196086,-58.7953754727061 -34.5649225007207,-58.7953035191007 -34.5649660515871,-58.7952826904255 -34.5650114959694,-58.7953496417727 -34.5651637502414,-58.7953831881227 -34.5652782024945,-58.7953733215492 -34.5653926547476,-58.7953496417727 -34.5655150002596,-58.7953220153668 -34.5655998527921,-58.7953397751991 -34.5656491856598,-58.7954088412139 -34.5657340381923,-58.7954625744388 -34.5658399091888,-58.7955114535788 -34.5660280620839,-58.7955430266141 -34.5661267278193,-58.7955943327966 -34.5661879005753,-58.7956424584522 -34.5662474884928,-58.7957125185416 -34.5663166018242,-58.7958370505058 -34.566501657614,-58.795918911778 -34.5667071394848,-58.7959567820966 -34.5669651310303,-58.7959681431922 -34.5672534188306,-58.795947314517 -34.5675222980927,-58.7959317696118 -34.5675613276127,-58.7959278229824 -34.5676185537393,-58.7959554493883 -34.5676797264952,-58.7960028089413 -34.5677270860483,-58.7961253050144 -34.5678352016002,-58.796189684556 -34.5679412384923,-58.7963563139579 -34.5685372226313,-58.796500084248 -34.5688420088588,-58.7965178440803 -34.5689465945383,-58.7965375772274 -34.5690511802179,-58.7965434971715 -34.5691498459534,-58.796533630598 -34.5692208852829,-58.7965434971715 -34.5693057378154,-58.796568387742 -34.5694016126534,-58.7965967766687 -34.5695820018746,-58.7966322963335 -34.56964712126,-58.7966648560262 -34.5697201339042,-58.7967003756909 -34.569805973094,-58.796736882013 -34.5698789857383,-58.7967724016778 -34.5699214120045,-58.7968069707492 -34.5699729810853,-58.7968690940985 -34.5699885047046,-58.7969105337074 -34.5700141577959,-58.7969342134839 -34.5700615173489,-58.7970138552342 -34.5702661415991,-58.7972377456233 -34.5709270764245))","477","116939",Buenos Aires,Moreno,Cuartel V
"MULTILINESTRING ((-58.8361496518584 -34.6479585346774,-58.8404298636685 -34.6498599293179,-58.8405769099981 -34.6500122481557,-58.8408507347612 -34.650714575589,-58.8410162864585 -34.6509386498498,-58.8410008692691 -34.6507998951443,-58.8410394122428 -34.6506225974651,-58.8411126438929 -34.6504375911911,-58.841309213059 -34.6500290356695,-58.8415635966857 -34.649477871145,-58.8422072643472 -34.648098032685,-58.8425695683003 -34.6473194646155,-58.8425849854898 -34.6470804981783,-58.8425387339213 -34.6468376774437,-58.8424500850817 -34.6466565254671,-58.8423845620264 -34.6464175590299),(-58.8301232879294 -34.680653652519,-58.8302767339821 -34.6806556373157,-58.830472679295 -34.6806699747776,-58.8306256122221 -34.6807846744729,-58.8307618181104 -34.6808420243206,-58.8308789073827 -34.6808444138976,-58.8309840487701 -34.680767947434,-58.8311226442353 -34.6807249350483,-58.8312707980085 -34.6806436894307,-58.8314356788206 -34.680605456199,-58.8315886117477 -34.6806341311228,-58.8317480162542 -34.6806673440499,-58.8318134313459 -34.6806719078935,-58.8318849315625 -34.6806977696739,-58.8319944638091 -34.6807297165792,-58.8321329003986 -34.6808012167957,-58.8322074431775 -34.6809856721416,-58.83221257478 -34.6811403895683,-58.8322789433941 -34.6811925663852,-58.8323930394843 -34.6812077791972,-58.8326683913821 -34.681288407101,-58.8328707217821 -34.6813097050378,-58.8330989139625 -34.6813523009115,-58.8333210210182 -34.6813370880995,-58.8335096598873 -34.6813157901627,-58.8337059051625 -34.6812595027581,-58.8338093522843 -34.6812488537897,-58.8339295334994 -34.6812823219762,-58.8340770977761 -34.6813127476003,-58.8342520451144 -34.6812975347882,-58.8343630986422 -34.6812564601957,-58.8345471736678 -34.6811803961356,-58.8348210042844 -34.6810875979822,-58.8350781008077 -34.6810693426078,-58.8352880376137 -34.6810952043882,-58.8353717080798 -34.6811134597627,-58.8355238362002 -34.6810666803656,-58.835610418149 -34.6810342614282,-58.8357748475987 -34.6809906163055,-58.8358904649701 -34.6808791824574,-58.8359361034062 -34.6807266740168,-58.8359741354363 -34.6805711230138,-58.8361004017761 -34.6804764232589,-58.8361886360859 -34.6804201358544,-58.8362084127415 -34.680269148695,-58.8362692639896 -34.6801261482619,-58.8364320410784 -34.6800207995386,-58.8366138921502 -34.6799578808356,-58.8368014739437 -34.6798921674685,-58.8368874987152 -34.6798264541014,-58.8369352902549 -34.6797296762334,-58.8369914453141 -34.6797010013096,-58.8370655222007 -34.6796806899052,-58.8371407938757 -34.6796902482131,-58.8372112863969 -34.6797464032723,-58.8372889476489 -34.6798204801589,-58.837354661016 -34.6798587133907,-58.8374753346539 -34.6798873883145,-58.8376617216588 -34.6798646873331,-58.8378242128939 -34.6798431811403,-58.8380552622307 -34.6797969629457,-58.8382256618276 -34.6797404293298,-58.8383442915506 -34.6796461840423,-58.8384371393909 -34.6795193934586,-58.8385082293062 -34.6794530826972,-58.8385966436547 -34.6794148494654,-58.8387930695055 -34.6793670289416,-58.839059293716 -34.6792711882258,-58.8392007728679 -34.6791262861912,-58.8393422520198 -34.6788292560363,-58.8393995148506 -34.6786473944609,-58.8394664496778 -34.6785115893646,-58.8395883181041 -34.6783837469958,-58.8398678986116 -34.6781555423936,-58.8402215560056 -34.6779058315985,-58.8403410348549 -34.6778257807694,-58.8404862016568 -34.6777397559979,-58.8407072375281 -34.6776262510911,-58.8408195476464 -34.6775426158965,-58.8409963763434 -34.6773825142384,-58.8411146604043 -34.6772546718696,-58.8415877966476 -34.6767934835112,-58.8440705671365 -34.6742868172525,-58.8438519208422 -34.6701110314686,-58.8438328042263 -34.6698338405382,-58.844597468862 -34.6668325318432,-58.8448268682527 -34.6660463610146,-58.8450275927196 -34.6653629419965,-58.8450729946823 -34.6650307907954,-58.8451112279141 -34.6646890812863,-58.8450992800292 -34.6645122525893,-58.8450634363744 -34.664387994586,-58.844744304267 -34.6637131736568,-58.8446133094829 -34.6635258214992,-58.8445516407249 -34.6633022722515,-58.8444899719669 -34.6631095573828,-58.8445246606433 -34.6629630940826,-58.8445246606433 -34.6628513194588,-58.8445728393605 -34.6627645977679,-58.8445998194421 -34.6626971475638,-58.8445978922934 -34.6626007901295,-58.844557422171 -34.6624215653016,-58.8444938262643 -34.6621960889052,-58.844464919034 -34.6620399898615,-58.8444398661011 -34.6619166523456,-58.8444167403168 -34.6618761822231,-58.844366634451 -34.6618511292902,-58.8443030385443 -34.6618222220599,-58.8442760584627 -34.6617952419783,-58.8442548598271 -34.6617509175585,-58.8442471512324 -34.6616834673544,-58.8442779856114 -34.6614541366607,-58.8443030385443 -34.6612228788182,-58.8443165285851 -34.6611149584918,-58.8443030385443 -34.6610359453956,-58.8442818399087 -34.660916462177,-58.8442413697863 -34.6608567205677,-58.8441989725152 -34.6607815617689,-58.8441700652849 -34.6607179658622,-58.8441488666493 -34.6605772840081,-58.8441353766085 -34.6604038406262,-58.8441295951625 -34.6603431354426,-58.8440871978914 -34.6602776123872,-58.8440361284512 -34.6601851092502,-58.8439918040314 -34.660131149087,-58.8439821682879 -34.6600135930171,-58.8439821682879 -34.6599249441775,-58.8439378438681 -34.65984785823,-58.8438742479614 -34.6597881166207,-58.843797162014 -34.6597399379035,-58.8437027317283 -34.6596994677811,-58.8436352815243 -34.6596801962942,-58.8435620498741 -34.6596532162126,-58.8434656924398 -34.6595298786967,-58.8434348580608 -34.6593506538688,-58.8434040236818 -34.6591348132158,-58.8433789707489 -34.6589536612392,-58.8433751164515 -34.6588515223588,-58.8434059508305 -34.6587667278166,-58.8434676195885 -34.6586722975309,-58.8435312154951 -34.658622191665,-58.8435832485097 -34.6585296885281,-58.8436083014426 -34.658462238324,-58.8436295000782 -34.6583774437818,-58.8436005928479 -34.6582733777527,-58.843513871157 -34.6579727425575,-58.842885620685 -34.6562421630365,-58.8425541511108 -34.655463594967,-58.842319038971 -34.6548777417661,-58.8420723639391 -34.6542764713757,-58.8415558880909 -34.6529737188633,-58.8415289080093 -34.6528580899421,-58.8415481794962 -34.652723189534,-58.8415790138752 -34.6526769379655,-58.841598285362 -34.6525728719364,-58.8415635966857 -34.6523955742572,-58.8410162864585 -34.6509386498498))","478","137006",Buenos Aires,Moreno,La Reja
"MULTILINESTRING ((-64.4183114865714 -31.6439134557723,-64.4186054572634 -31.6439088624802,-64.4190848821224 -31.6439364222326,-64.4196975124512 -31.6440168048437,-64.4204709080022 -31.6442011106877))","643","137882",Córdoba,Santa María,Alta Gracia
"MULTILINESTRING ((-58.1837019665373 -34.8534664205163,-58.1838340737165 -34.8540654896705,-58.1839472874945 -34.854144396243,-58.1841016699189 -34.8542130106538,-58.1841788611312 -34.8542387410579,-58.1842697752256 -34.8542730482633,-58.1842989363502 -34.8543176476304,-58.184285213468 -34.8543862620413,-58.1842457601818 -34.854541930986,-58.1841599921682 -34.8547336224963,-58.1840965238381 -34.8548965817221,-58.1841051006395 -34.8549630519327,-58.1841685689695 -34.8550179434614,-58.1842577677037 -34.8550488199463,-58.1843332435556 -34.8550745503503,-58.1843452510775 -34.8551238669582,-58.1842989363502 -34.8552748186621,-58.1842234604982 -34.855469940893,-58.184146269286 -34.8556684938444,-58.1840502091108 -34.8558464624726,-58.1840021790232 -34.8559266555654,-58.1839781639794 -34.8559969853365,-58.1839747332588 -34.856038153983,-58.1839764486191 -34.8560707458282,-58.1839970329424 -34.8560999069528,-58.1840965238381 -34.8561427909596,-58.1841891532928 -34.856177098165,-58.1842183144174 -34.8562002555287,-58.1842457601818 -34.8562602931382,-58.1842646291447 -34.856322046108,-58.1842680598653 -34.8563700761956,-58.18442415765 -34.8566951369671,-58.1845236485458 -34.8568525212721,-58.1845596711115 -34.8569537275281,-58.184638577684 -34.8571008196714,-58.1846677388086 -34.8572702114982,-58.1847346378592 -34.8574790566113,-58.1848066829906 -34.8577582314956,-58.184897597085 -34.8580648521441,-58.1849627807754 -34.8584756809292,-58.1849850804589 -34.8587587153741,-58.1872682249807 -34.8607708329729,-58.1873402701121 -34.8608463088249,-58.1873814387586 -34.8609286461179,-58.1873797233983 -34.8610212755726,-58.1873625697956 -34.8611156203875,-58.1873196857888 -34.8612528492093))","479",,Buenos Aires,Florencio Varela,Ingeniero Allan
"MULTILINESTRING ((-58.3263925133235 -34.6900627900578,-58.3199538604691 -34.6845018592198))","480",,Buenos Aires,Avellaneda,Villa Domínico
"MULTILINESTRING ((-58.3187536971409 -34.8185972243726,-58.3169826175528 -34.8176326003424,-58.3124579583672 -34.8152702557786,-58.3120483947982 -34.8150688681674,-58.3117273060112 -34.8149281231177,-58.3114856408777 -34.8147751590444,-58.3113833631246 -34.8147280931757))","481",,Buenos Aires,Florencio Varela,Gobernador Costa
"MULTILINESTRING ((-58.6514064636123 -34.5703350357393,-58.6498121530825 -34.5702824375361))","482",,Buenos Aires,Hurlingham,William Morris
"MULTILINESTRING ((-58.734606423359 -34.4858320120065,-58.7343720759922 -34.4867347819764,-58.7344919127139 -34.4875237070608,-58.7345398474025 -34.4878499292475))","483",,Buenos Aires,Malvinas Argentinas,Grand Bourg
"MULTILINESTRING ((-58.7391323284448 -34.4987220908513,-58.7370866605318 -34.4974265011731,-58.7378759474016 -34.4961752342997,-58.7378623096155 -34.4961121595391,-58.7378384434898 -34.4960644272877,-58.7364184090136 -34.4952001325945,-58.7363570389762 -34.4950364791615,-58.7363638578692 -34.4946205266858,-58.7364388656927 -34.4942795820337,-58.7356069607414 -34.4938431728789))","484",,Buenos Aires,Malvinas Argentinas,Grand Bourg
"MULTILINESTRING ((-58.1743019607947 -34.779655521648,-58.1735298746381 -34.7790439253105,-58.1733413413167 -34.7788239499359,-58.1731787919261 -34.7785684236995,-58.1731716786854 -34.7785613104588,-58.1729689513251 -34.7782589977285,-58.1727306577611 -34.7779709114795,-58.172450573908 -34.7776846035408,-58.1721696008998 -34.7773929606715,-58.1718352785862 -34.7771262141447))","485",,Buenos Aires,Berazategui,Plátanos
"MULTILINESTRING ((-58.5333846562101 -34.8964298868416,-58.5341009899312 -34.8961521889227,-58.5343873066364 -34.8961070068698,-58.5348197123088 -34.8960071764514,-58.5350920484409 -34.8959007409758,-58.5355055624474 -34.8958000635752,-58.5359018876294 -34.8957568459593,-58.5365637040954 -34.8954893769852,-58.5368541485066 -34.895481333658,-58.5372480181422 -34.895434187168,-58.5374385685395 -34.8953732896183,-58.5375819724467 -34.8952927476978,-58.5377484584897 -34.8951508171184,-58.5386177219001 -34.8947908340225,-58.5394020234065 -34.8946395723669,-58.5396456136051 -34.8945118839563,-58.5398278151447 -34.8943228068869,-58.5400203299791 -34.8941695807942,-58.5401637338864 -34.8940846188902,-58.5402555713201 -34.8940138991552,-58.5404343350949 -34.8939372861088,-58.5409951818828 -34.8938744241221,-58.5413561471973 -34.8937599956619,-58.5423806011374 -34.8933253639567,-58.5427204487532 -34.8931637890064,-58.5429424301438 -34.8930243139733,-58.5437267316502 -34.8926564731291,-58.5440366216004 -34.8924575738742,-58.5441623455739 -34.8922493435431,-58.5443116427924 -34.8920823663908,-58.5445296953089 -34.8919684290399,-58.5450325912028 -34.8917719853313,-58.5452647625599 -34.8917049887098,-58.5455375657465 -34.8915757661477,-58.545750543673 -34.8914609016481,-58.5461908575883 -34.891197670503,-58.5467221058991 -34.8909631554829,-58.5470355902628 -34.8908363259312,-58.547399327845 -34.8907453915357,-58.54766255899 -34.8906089899424,-58.5478851089581 -34.8905300205988,-58.5481507331135 -34.8903361867557,-58.5484163572689 -34.8902667894538,-58.5486939464764 -34.8902404663393,-58.5490911862044 -34.8902308942977,-58.5493400592869 -34.8901854270999,-58.5495841463487 -34.8901208158189,-58.5497755871814 -34.8900825276523,-58.5500077091911 -34.8899963792776,-58.5501441107844 -34.8898886938092,-58.5502565822737 -34.8897594712471,-58.5504073419295 -34.8895704234247,-58.5504719532105 -34.8894340218314,-58.5504839182626 -34.8892880481964,-58.5505054553562 -34.8891408780562,-58.5505341714812 -34.8890666947336,-58.5506538220016 -34.8889709743172,-58.5508129571938 -34.8888937997315,-58.5509122671258 -34.8888579045754,-58.5510295246359 -34.8887932932943,-58.5511324240835 -34.8887286820132,-58.5512927557809 -34.8885731363366,-58.5513932622181 -34.8884534858162,-58.5515440218739 -34.8883458003478,-58.5516397422902 -34.8883338352957,-58.5517569998003 -34.8883577653998,-58.5519340825706 -34.8883888745351,-58.5522020997364 -34.888446306785,-58.552503619048 -34.8884845949515,-58.5528171034116 -34.8885204901076,-58.5531281947648 -34.8885300621493,-58.5532550243165 -34.8884941669931,-58.5533770678474 -34.8883960535664,-58.5535541506177 -34.8881998267128,-58.5539753204497 -34.8878025869849,-58.5549229525718 -34.8869985354873,-58.5554565938931 -34.8866156538218,-58.5558610126522 -34.8863117414999,-58.5560500604746 -34.8861681608753,-58.5561936410991 -34.88613705174,-58.5563850819319 -34.8861466237816,-58.5567512125245 -34.8861753399065,-58.5570742689298 -34.88613705174,-58.5574188624287 -34.8860532963757,-58.5576916656154 -34.8859408248864,-58.5581176214682 -34.8858355324284,-58.5584287128214 -34.8857661351265,-58.5587254461122 -34.8856943448143,-58.5589121009241 -34.8856297335332,-58.5590676466007 -34.8856129824604,-58.5591944761524 -34.8856153754708,-58.5593117336625 -34.8856153754708,-58.5594648863286 -34.8856680216998,-58.5596060739428 -34.8857158819079,-58.5597568335986 -34.8857709211474,-58.5598453749837 -34.885792458241,-58.5599410954001 -34.885780493189,-58.5600918550559 -34.88572784696,-58.5602426147117 -34.8856656286894,-58.5619655822064 -34.8849572976082,-58.5623915380592 -34.8846605643174,-58.5629562885158 -34.884330328881,-58.5634396766185 -34.8841388880482,-58.5638101541939 -34.8839127636615,-58.5642580458494 -34.8837398931979,-58.5644264963295 -34.8836004181649,-58.5645605691606 -34.8834589786947,-58.5647088841605 -34.8833666501517,-58.5652549976703 -34.883305752602,-58.5653330840444 -34.8832502572544,-58.5653429062299 -34.8831697153339,-58.5654332703358 -34.8830454646882,-58.5655197055676 -34.8829806382644,-58.5656277496073 -34.8829059896551,-58.5657804845907 -34.8827149481486,-58.5660810434647 -34.8823456339765,-58.5661885963952 -34.8821486991587,-58.5662927115607 -34.881971899821,-58.5663320003024 -34.8819227888938,-58.5663517477448 -34.8818167402378,-58.5665094325226 -34.8816987775796,-58.5666225803784 -34.8815507224066,-58.5666984135159 -34.8814026672335,-58.5669198944251 -34.8811234086958,-58.5671207217923 -34.88088065502,-58.5673957429842 -34.8805388429671,-58.5674261917591 -34.8802913238943,-58.5674772671233 -34.8800899690931,-58.5675558446067 -34.8799878183646,-58.5678347946728 -34.8798895965103))","486",,Buenos Aires,José M. Ezeiza,Tristán Suárez
"MULTILINESTRING ((-58.5765573667883 -34.7601536218112,-58.5752151051858 -34.7605974341152,-58.5745187167738 -34.7608355773028,-58.5736834115023 -34.7610881534108,-58.5726298083089 -34.7614381517319,-58.5717638330815 -34.7617403410039,-58.5705514677631 -34.7620912413825,-58.5704991484265 -34.7621038701879,-58.5703548192219 -34.7621219113385,-58.5702429640884 -34.7621250685399,-58.5701103616317 -34.7621020660729,-58.569929950126 -34.7620713961169,-58.5697802085762 -34.76201186032,-58.5696647452126 -34.7619559327533,-58.5695258283532 -34.7619342833726,-58.5694139732196 -34.7619523245231))","487",,Buenos Aires,La Matanza,Gregorio De Laferrere
"MULTILINESTRING ((-58.4829456638402 -34.7274395300462,-58.4833262041837 -34.7274753780496,-58.4835550798975 -34.7276242851405,-58.4837579235927 -34.7278605462228,-58.4837841482456 -34.7279556105896,-58.4837677578375 -34.7280441187933,-58.4837021962052 -34.7280965680991,-58.4836497468993 -34.728191632466,-58.4835972975935 -34.7283293118938,-58.4835972975935 -34.7284571570768,-58.4836235222464 -34.7286243392392,-58.4836628592258 -34.7288038142077,-58.4837349770213 -34.7289841086966,-58.4839218276734 -34.7292627456339,-58.4840455752544 -34.7294258301943,-58.4841013026419 -34.7296938133664,-58.4841144149683 -34.7298708297736,-58.4840652437441 -34.7302010964964,-58.483921008153 -34.7306682231266,-58.4838521684391 -34.7308812984316,-58.4838259437862 -34.7311238764712,-58.4838029972149 -34.7313861230004,-58.483878393092 -34.7316606623358,-58.4839603451324 -34.7318434153858,-58.4840177115607 -34.7319786362525,-58.4840242677239 -34.7320392807624,-58.4840119749179 -34.7321077107161,-58.4838349585106 -34.7324285529542,-58.4835153455531 -34.7329866463493,-58.4834727304921 -34.7331702189198,-58.4834530620024 -34.7333767380616,-58.4834301154311 -34.7336176770603,-58.4833875003701 -34.7338963139976,-58.4833612757172 -34.7341225016291,-58.483200649718 -34.7344822710864,-58.4830105209843 -34.7348256501357,-58.4824311200587 -34.735688605121,-58.4821524831214 -34.7361016434046,-58.4816156972568 -34.7369121490841,-58.4812100346569 -34.7375243308258,-58.4807158638533 -34.7382373135772,-58.4803224940594 -34.7387904898498,-58.4799561684389 -34.7393526808469,-58.479844713664 -34.7396116492946,-58.4797791520316 -34.7398271831608,-58.4797398150523 -34.73998780916,-58.4797135903993 -34.7402230115159,-58.4797234246442 -34.7404229744945,-58.4799389585104 -34.7410867860216,-58.480112696836 -34.741633406131,-58.4803741238449 -34.7425324200141,-58.4805150813544 -34.7429520144609,-58.4807502837103 -34.7437395735691,-58.4809338562808 -34.7443615895557,-58.481110872688 -34.7448590384409,-58.4812616644423 -34.7453269845915,-58.4813895096253 -34.7457555937628,-58.4816288095833 -34.7465685580034,-58.4817992698273 -34.747147958929,-58.4819467835 -34.7476068903552,-58.481989398561 -34.7477732529972,-58.4819926766426 -34.7479633817309,-58.4819861204794 -34.7480682803426,-58.4819369492552 -34.7482805361272,-58.4778245958683 -34.7538188550169,-58.4769436114341 -34.7549801154293,-58.4751423055863 -34.7574108129473,-58.4742383745808 -34.7586179665022,-58.4732131545555 -34.7600381953622,-58.4725460649467 -34.7608888575415,-58.4718970047868 -34.7617542710881))","488",,Buenos Aires,Lomas de Zamora,Santa Catalina
"MULTILINESTRING ((-58.5828680008917 -34.9138111856939,-58.5886607135768 -34.9062056659022))","489",,Buenos Aires,José M. Ezeiza,Tristán Suárez
"MULTILINESTRING ((-58.4581678325842 -34.7532364055046,-58.4614275053918 -34.7487690376104,-58.4621035496981 -34.7478770653708,-58.4639934710769 -34.7453481916006,-58.4641065131033 -34.7451980576593,-58.4668000926386 -34.7415855700891,-58.4687995234804 -34.7389264330463,-58.4690233996811 -34.7386672312124,-58.4692737701068 -34.7383537162173,-58.4695846356794 -34.7380216552648,-58.46982970726 -34.7377633365716,-58.4701207021639 -34.7374427564499,-58.47033972109 -34.7372171139675,-58.4705812601074 -34.7369950040485,-58.4708404619413 -34.7367446336228,-58.471114235599 -34.7365172248588,-58.4713615150317 -34.7362739195598,-58.4716865108576 -34.7360129514442,-58.4720675861263 -34.7357488923356,-58.4722601108275 -34.735577121444,-58.4731132248704 -34.7349200646656,-58.4733318022261 -34.734750501626,-58.4736885911219 -34.7344952739258,-58.4741495906358 -34.734145991727,-58.4744405855397 -34.733934479498,-58.4746962548103 -34.7337512277755,-58.4748940783565 -34.7335745996093,-58.4750459785795 -34.7333661783731,-58.4752155416191 -34.7332496037834,-58.4755118353679 -34.7330124804702,-58.4757326205757 -34.7328362938744,-58.4760041863813 -34.7326283142087,-58.4762510242437 -34.7324450624862,-58.4764912385497 -34.732241940095,-58.4768285983473 -34.7320282200139,-58.477172581701 -34.7317584204899,-58.4774794731399 -34.7315221803176,-58.4777740006071 -34.7313000703986,-58.4780402675677 -34.7310779604795,-58.4783506915698 -34.7308434865888,-58.4786964412053 -34.7306019475715,-58.4790426324111 -34.7303621748358,-58.4794466693413 -34.7300468935591,-58.4797222092807 -34.7298190432247,-58.4802211838503 -34.7294507734981,-58.4806375847522 -34.729126660813,-58.4809449177615 -34.7288921869224,-58.4812416530808 -34.72865594675,-58.4815609084912 -34.728433836831,-58.4818488124022 -34.7282059864965,-58.4818589685218 -34.7281993629403,-58.4822769607005 -34.727888319473,-58.4825554721113 -34.7276173912937,-58.4829456638402 -34.7274395300462))","490",,Buenos Aires,Ituzaingó,Villa Gobernador Udaondo
