WKT,id,id_poligon,provincia,departamen,localidad
"MULTIPOLYGON (((-58.4422885660108 -34.6967998473563,-58.4422209225537 -34.6967653954093,-58.441989842421 -34.6971334430388,-58.4420343778648 -34.6971494085753,-58.4421604215735 -34.6969788294227,-58.4422885660108 -34.6967998473563)))","160","12719",Buenos Aires,Lomas de Zamora,Villa Fiorito
"MULTIPOLYGON (((-58.8092275875831 -34.5710511264083,-58.8213351953727 -34.558677246245,-58.8193828742044 -34.5574789249761,-58.8178931641469 -34.5591105902627,-58.8074594662263 -34.56986851436,-58.8092275875831 -34.5710511264083)))","161","16361",Buenos Aires,Moreno,Cuartel V
"MULTIPOLYGON (((-58.8110025274795 -34.5551598417545,-58.8114514567734 -34.5554381779167,-58.8140821824353 -34.5578498260832,-58.8155456632376 -34.5566425393282,-58.8122846695427 -34.5539836470047,-58.8110025274795 -34.5551598417545)))","162","16381",Buenos Aires,Moreno,Cuartel V
"MULTIPOLYGON (((-58.8236942962001 -34.5352240022,-58.822428154487 -34.5341278724483,-58.8203566929562 -34.53623959997,-58.8212649147505 -34.5363827679375,-58.8221820845427 -34.5369196478159,-58.8236942962001 -34.5352240022)))","163","632",Buenos Aires,Moreno,Cuartel V
"MULTIPOLYGON (((-58.4127955511212 -34.8731567130046,-58.4131214395165 -34.8734911940221,-58.4136927500367 -34.8726687423688,-58.4131583198905 -34.8723656159721,-58.4125521406531 -34.8728577144299,-58.4127955511212 -34.8731567130046)))","164","546",Buenos Aires,Esteban Echeverría,Monte Grande
"MULTIPOLYGON (((-58.4320226311684 -34.8862469432265,-58.4325382858515 -34.8839078360734,-58.4323766827583 -34.8837359413872,-58.4308950975537 -34.885634738898,-58.4320226311684 -34.8862469432265)))","165","654",Buenos Aires,Esteban Echeverría,Monte Grande
"MULTIPOLYGON (((-58.6261740198895 -34.7240609992416,-58.6255219746135 -34.7234107115,-58.6243901224362 -34.7242754184429,-58.6247170238414 -34.7245390486084,-58.6250790759354 -34.7242402677541,-58.6255465800956 -34.7246093499859,-58.6261740198895 -34.7240609992416)))","166","14580",Buenos Aires,La Matanza,Rafael Castillo
"MULTIPOLYGON (((-58.722317829375 -34.4735969714542,-58.7291067821323 -34.4743857294509,-58.732956609599 -34.4772908933712,-58.7330389022827 -34.4774722265235,-58.7330987489878 -34.4773981548595,-58.7332970589897 -34.4775478039198,-58.7379873520772 -34.471470141856,-58.7280222398868 -34.4661741953068,-58.722317829375 -34.4735969714542)))","167","17064",Buenos Aires,Malvinas Argentinas,Tortuguitas
"MULTIPOLYGON (((-58.4480881970255 -34.6952174068096,-58.4480706582591 -34.6952497199494,-58.4486556541531 -34.6958328815855,-58.4487557391715 -34.6958936474895,-58.4488173986918 -34.6960035622866,-58.4489139092453 -34.6960276899249,-58.449030079356 -34.6958659453862,-58.449166355832 -34.695944583615,-58.4492767174371 -34.6960321580061,-58.4492588451124 -34.6960509239471,-58.4493642918282 -34.6961157111242,-58.4494031641345 -34.6960862217884,-58.4495193342451 -34.6962023918991,-58.4495783129167 -34.6962202642238,-58.4496086958687 -34.6962077535965,-58.4494746534333 -34.6959003496113,-58.4491386537286 -34.6957430731538,-58.4494067385994 -34.6952676693163,-58.4498084190975 -34.6945710954604,-58.4501158230826 -34.6946997761984,-58.4505161631563 -34.6944745849069,-58.4504750568095 -34.6944138190029,-58.4507905033407 -34.6942199042797,-58.4507187006462 -34.6941002466986,-58.449958898 -34.694467597,-58.4494220098609 -34.6941856716245,-58.4493056064569 -34.6942277593108,-58.4492362804362 -34.6941210232398,-58.4491218403371 -34.6941594951161,-58.4487361790523 -34.6943897301157,-58.4483266197204 -34.6947252727008,-58.448179406048 -34.694988048,-58.4480881970255 -34.6952174068096)))","168","14573",Buenos Aires,Lomas de Zamora,Villa Fiorito
"MULTIPOLYGON (((-58.7758462716482 -34.5484630026714,-58.7765553966165 -34.5507330432978,-58.7765802165814 -34.5507173583009,-58.7771433366496 -34.5527951435653,-58.7774875369208 -34.5539534047954,-58.7776951497828 -34.5545216084177,-58.7780174960685 -34.5549942008536,-58.7782032549451 -34.5548111737253,-58.7749469194133 -34.544963845404,-58.7748112564879 -34.5445219791478,-58.7746658290112 -34.5446841867179,-58.7747270338751 -34.5448801148458,-58.7746824722952 -34.5448883235578,-58.7758462716482 -34.5484630026714)))","169","18750",Buenos Aires,José C. Paz,José C. Paz
"MULTIPOLYGON (((-64.2267157592786 -31.3966591915041,-64.2266139961415 -31.3967677388505,-64.226721186646 -31.3968572904112,-64.2267836013701 -31.3969400577627,-64.2268798877583 -31.3969964959216,-64.2269565987033 -31.3969115640843,-64.2268093813648 -31.3968016598962,-64.2267537508499 -31.3966836146571,-64.2267157592786 -31.3966591915041)))","170","17118",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.250542 -31.407353,-64.251536 -31.406968,-64.2527511579879 -31.4068412413663,-64.2527030358111 -31.4066781295408,-64.2512806500779 -31.4068582984003,-64.2488367199369 -31.4077961648979,-64.248872 -31.407937,-64.249351 -31.407767,-64.249986 -31.407578,-64.250193 -31.407658,-64.250609 -31.407536,-64.250542 -31.407353)))","171","12135",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2542492417355 -31.4223193639954,-64.2541760099207 -31.4205160305539,-64.2534436917718 -31.4205160305539,-64.2534449349659 -31.4223844072799,-64.2542492417355 -31.4223193639954)))","172","14794",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2540181038199 -31.4261617457828,-64.2534459802661 -31.4261480148175,-64.2534263804555 -31.4270020769827,-64.2539906418893 -31.4270267965961,-64.2540181038199 -31.4261617457828)))","173","14793",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.443906187606 -31.6730261401769,-64.4439029253018 -31.6728923857022,-64.443831154608 -31.6727945165744,-64.4429780915379 -31.6727705877087,-64.4429475814104 -31.6732065867379,-64.4437819761643 -31.6734178860112,-64.4438017938697 -31.6731957799985,-64.443906187606 -31.6730261401769)))","174","19589",Córdoba,Santa María,Alta Gracia
"MULTIPOLYGON (((-64.2402386292815 -31.4191093013779,-64.2398434493027 -31.4190629111609,-64.2395530643867 -31.4191987363636,-64.2391736905448 -31.4193720305876,-64.2394593918331 -31.4201705891066,-64.2400261107821 -31.4198474187969,-64.2404338093354 -31.4196431732062,-64.2402386292815 -31.4191093013779)))","175","14782",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.5143623232015 -31.1007022704078,-64.5135931691152 -31.1005099818862,-64.5127507622587 -31.1004641989049,-64.5111268835138 -31.1002423800207,-64.5112536587692 -31.1010731125566,-64.5113200440922 -31.1011852808609,-64.5114024534586 -31.1012631119291,-64.511484862825 -31.1013180515067,-64.5116153443217 -31.101361545339,-64.51203654775 -31.1014073283203,-64.5127988343891 -31.1015263640718,-64.5130071469542 -31.10160419514,-64.5135336512395 -31.1020711815496,-64.5137442529536 -31.1022291328352,-64.5139022042392 -31.1022703375184,-64.5140967819098 -31.1022474460277,-64.5142364200029 -31.1022016630464,-64.5144264193754 -31.1020231094192,-64.5146003947045 -31.1017026285499,-64.514756056841 -31.1014828702395,-64.5143623232015 -31.1007022704078)))","176","22107",Córdoba,Punilla,La Falda
"MULTIPOLYGON (((-64.1105993732101 -31.0083697725845,-64.1107143163816 -31.0083367131722,-64.1101347282529 -31.0072658349406,-64.1100252915498 -31.0072752874933,-64.1105993732101 -31.0083697725845)))","177","20588",Córdoba,Colón,Colonia Caroya
"MULTIPOLYGON (((-64.1834696811001 -31.3451736843529,-64.1829131171107 -31.3452569442613,-64.1829318925738 -31.3456861699012,-64.1835641248385 -31.3455898270749,-64.1834696811001 -31.3451736843529)))","178","12938",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.4557128846645 -31.2768971942147,-64.4554587845401 -31.2767890570895,-64.4553568610269 -31.2769558410202,-64.4555972144008 -31.2770923344659,-64.4557128846645 -31.2768971942147)))","179","20135",Córdoba,Punilla,Santa María
"MULTIPOLYGON (((-64.4709857180715 -31.261412201868,-64.4709702341151 -31.2612858066615,-64.4694880396128 -31.2618409498434,-64.4685687124729 -31.2621470334363,-64.4686173977492 -31.262273844155,-64.4694151323014 -31.2619605170899,-64.4709857180715 -31.261412201868)))","180","21123",Córdoba,Punilla,Cosquín
"MULTIPOLYGON (((-64.1099771484733 -31.4223446558134,-64.1097439419144 -31.4223301176136,-64.1096934183851 -31.4223570916297,-64.1096580407139 -31.4225305537481,-64.1095508501024 -31.4228560806194,-64.1098130739082 -31.4228408054463,-64.1098450496793 -31.4227432021008,-64.1098818121874 -31.4225709440539,-64.1099760090885 -31.4225403937076,-64.1099771484733 -31.4223446558134)))","181","16040",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2658805853568 -31.3957760532753,-64.2656927540991 -31.3956850126147,-64.2643471504366 -31.3973928464441,-64.2645066955275 -31.3974443885285,-64.2658805853568 -31.3957760532753)))","182","11090",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1229051211194 -31.4127915043924,-64.1232261353409 -31.4126405454935,-64.1232255739171 -31.4108720914738,-64.1226484119731 -31.411073487953,-64.1223137279992 -31.411179177629,-64.1222373965665 -31.4113553270889,-64.1224611532417 -31.4117021811459,-64.1229051211194 -31.4127915043924)))","183","16310",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1895018880306 -31.3735289414815,-64.1889953679778 -31.3735808140171,-64.1891151886441 -31.3744974977507,-64.1896544543117 -31.3744046719344,-64.1895018880306 -31.3735289414815)))","184","17198",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1917181587006 -31.3743905022293,-64.1911782100431 -31.3746030080997,-64.191203996025 -31.3746746100668,-64.1917432076515 -31.3744537837894,-64.1917181587006 -31.3743905022293)))","185","17199",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.182831163713 -31.3073484291143,-64.1826448778961 -31.3073160315809,-64.1826603741081 -31.3075930263719,-64.1828061904044 -31.3076008056575,-64.182831163713 -31.3073484291143)))","186","15947",Córdoba,Colón,Estacion Juárez Celman
"MULTIPOLYGON (((-64.0636602708185 -31.3728009136889,-64.0634125157761 -31.372749654025,-64.063373460794 -31.3728643780348,-64.0636358614548 -31.3729192991033,-64.0636602708185 -31.3728009136889)))","187","22420",Córdoba,Colón,Malvinas Argentinas
"MULTIPOLYGON (((-64.1485951241039 -31.4400435866669,-64.1485768157915 -31.4402066970867,-64.1494373064752 -31.4402333273593,-64.1533802512137 -31.4402766015523,-64.154355584948 -31.4402599576319,-64.1543439342038 -31.4401734092459,-64.1524731575529 -31.4401501077574,-64.1510684106727 -31.4401301350529,-64.1485951241039 -31.4400435866669)))","188","11887",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2574377952922 -31.3354679914995,-64.2595465108752 -31.3344798468215,-64.2594757676125 -31.3321770790861,-64.2579080164433 -31.3321481545217,-64.2582556803533 -31.3343126295928,-64.2570169418142 -31.334519086016,-64.2570927197805 -31.3354700844718,-64.2560297891465 -31.3361904176287,-64.2552611409607 -31.3364276004975,-64.2547164988177 -31.3364803078017,-64.2544353931955 -31.3365725455839,-64.254185 -31.336673,-64.2539147398058 -31.3370195752427,-64.2529275165088 -31.3370064888838,-64.2529705693672 -31.3381120380931,-64.2519581498997 -31.3385534617655,-64.2521215423952 -31.3388030567971,-64.2536699655691 -31.3381241327901,-64.2538406891498 -31.3379812014202,-64.2540005579361 -31.337736498551,-64.2543766817869 -31.3369131864618,-64.2544799099985 -31.3367464331969,-64.2545712272626 -31.3366789378278,-64.2550436948464 -31.3366154127745,-64.2555717468518 -31.336508214247,-64.2559595127409 -31.3364012468454,-64.2574377952922 -31.3354679914995)))","189","12011",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1517367873622 -31.4449163990086,-64.1516838555152 -31.4447520555533,-64.1513816880976 -31.4448492231151,-64.1515460018878 -31.4453447663945,-64.151687410426 -31.445295956905,-64.1516269769425 -31.4451028067518,-64.1517833930174 -31.4450565929115,-64.1517367873622 -31.4449163990086)))","190","15359",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1484773676015 -31.397859889051,-64.1482700946325 -31.397859889051,-64.148106458078 -31.3983289805072,-64.1477246394509 -31.3984053442326,-64.1469664567484 -31.3982198894708,-64.146927908408 -31.3981480768871,-64.145275568551 -31.3981460077944,-64.1452706717512 -31.3988756309555,-64.146962516061 -31.3988584921564,-64.1496446416902 -31.3997198912204,-64.1497755509338 -31.3993462544209,-64.1494155505139 -31.3992180724532,-64.1494591869285 -31.3988144356188,-64.1489410045059 -31.3990653450024,-64.1480982762503 -31.3987298900657,-64.1484773676015 -31.397859889051)))","191","13293",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.152603528213 -31.4481756213813,-64.1525953393867 -31.4489781263648,-64.152638518708 -31.4511601236368,-64.1549564509877 -31.4511945687001,-64.1548963995944 -31.4481919990341,-64.152603528213 -31.4481756213813)))","192","15361",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1961466884843 -31.4338268277885,-64.1956733552885 -31.4341566267498,-64.1957672035491 -31.4343733715422,-64.1962919676226 -31.4340159398518,-64.1961466884843 -31.4338268277885)))","193","12068",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2137629893905 -31.4424494279203,-64.2142559296214 -31.4423355977454,-64.214108480981 -31.4417727668512,-64.2137627719091 -31.441841104691,-64.2137848812102 -31.44198381018,-64.2136602651494 -31.4420139592269,-64.2137629893905 -31.4424494279203)))","194","12343",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2130800934454 -31.4452130225928,-64.2145558813026 -31.4454182493417,-64.2146896245772 -31.4453398481118,-64.2147956968294 -31.4452406936151,-64.2148556507111 -31.4451599864667,-64.2148787098964 -31.4450769733997,-64.214846427037 -31.4450054899254,-64.2142169112792 -31.4449132531843,-64.2141777106642 -31.4446042601017,-64.2140070726932 -31.444548918057,-64.213817987374 -31.4445304707088,-64.2137488098182 -31.4446642139834,-64.2136196783807 -31.4446918850057,-64.2132415077423 -31.4446780494945,-64.2132358253002 -31.4447410161831,-64.2130800934454 -31.4452130225928)))","195","12344",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1867408035492 -31.3557211524649,-64.1866004142379 -31.3559209372541,-64.1875777398284 -31.3561963162879,-64.1875426425005 -31.3559182374597,-64.1871214745665 -31.3557724485594,-64.1867408035492 -31.3557211524649)))","196","17386",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1993531354896 -31.5035461896348,-64.1985192127075 -31.5035965777183,-64.1986577799371 -31.5071262629682,-64.1993279414478 -31.5071187047557,-64.1993531354896 -31.5035461896348)))","197","13130",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2464502055675 -31.4114759474367,-64.2453881230616 -31.4144738824534,-64.2457496830636 -31.4144738824534,-64.2466606258043 -31.4115342741966,-64.2464502055675 -31.4114759474367)))","198","13420",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.5756447088184 -31.4685622680808,-64.5755797819243 -31.4687384982217,-64.5753757259717 -31.4688173380215,-64.5753015238071 -31.468905453092,-64.5751021054898 -31.4690213939741,-64.5749166000783 -31.4691697983033,-64.5748887742666 -31.4693274779031,-64.5750232656899 -31.4694851575028,-64.575120656031 -31.4695315338557,-64.5751948581955 -31.4694666069617,-64.5756261582772 -31.4696428371026,-64.5761735184697 -31.4695990769358,-64.5761084472645 -31.4691544237005,-64.5758441271357 -31.4691095090446,-64.5758255765946 -31.4686642960571,-64.5756447088184 -31.4685622680808)))","199","21989",Córdoba,Punilla,Cuesta Blanca
"MULTIPOLYGON (((-64.26035049504 -31.3689484765494,-64.2594105330806 -31.3694748552466,-64.2585984059477 -31.3697455642909,-64.257966751511 -31.3698508400304,-64.2571771834652 -31.3697982021606,-64.2566508047679 -31.3696026900731,-64.2561319457663 -31.3694372567683,-64.2550867080675 -31.3689559962451,-64.2549663929367 -31.3694146976812,-64.2562748199842 -31.3696929264212,-64.2570117501603 -31.3700388324222,-64.2577486803365 -31.3701741869444,-64.2583502559905 -31.3700839505963,-64.2589067134704 -31.3699335566828,-64.259448131559 -31.3697380445952,-64.2598241163427 -31.3695274931163,-64.2604783298665 -31.369211665898,-64.26035049504 -31.3689484765494)))","200","13149",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2265577263006 -31.4026722845424,-64.2263926360391 -31.4022224398259,-64.2259097104348 -31.402394384239,-64.2260573204151 -31.4028030980587,-64.2265577263006 -31.4026722845424)))","201","11416",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1325526311993 -31.4758791626465,-64.1322676464915 -31.4759434999379,-64.1323333606124 -31.4760696009008,-64.1328926819981 -31.4760532081683,-64.1330643190642 -31.4761424594427,-64.1331627243155 -31.4761996717981,-64.1332931684857 -31.4761630558907,-64.1332817260147 -31.4759479374344,-64.1329956642378 -31.4758655516427,-64.1325526311993 -31.4758791626465)))","202","16094",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1341444883338 -31.472492883293,-64.1340231981404 -31.4724837293162,-64.1339911592214 -31.4754324541125,-64.1341925467123 -31.4754210116414,-64.1341444883338 -31.472492883293)))","203","16095",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1351912543178 -31.4190778285104,-64.134940833484 -31.4190637089474,-64.134755533165 -31.4190740034096,-64.1346448676967 -31.4190225310987,-64.1344132422979 -31.4190148102521,-64.1343811099345 -31.4195834245225,-64.134807720591 -31.4195170499014,-64.1348382635944 -31.4197498259683,-64.1352651090423 -31.4197019656018,-64.1351912543178 -31.4190778285104)))","204","25069",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1367848145136 -31.4205935817997,-64.136558175087 -31.4206151226899,-64.1366178542376 -31.4209246957264,-64.1368495831442 -31.420902312272,-64.1367848145136 -31.4205935817997)))","205","15568",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2535898801911 -31.3140709189802,-64.253348305047 -31.3140533498788,-64.2533043822935 -31.3153446788309,-64.2535591342637 -31.3153402865556,-64.2535898801911 -31.3140709189802)))","206","14033",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.3212527655351 -33.1265345845944,-64.3197032979532 -33.1271986421295,-64.3187470551026 -33.1274878760781,-64.3187883742381 -33.1276295416856,-64.3204537602409 -33.1271355817933,-64.320789400944 -33.1270038519192,-64.3212490528822 -33.1267016144741,-64.3224333122642 -33.126407675821,-64.3239148984093 -33.1258469161247,-64.3242070837247 -33.1255075089401,-64.3249390226968 -33.1251799072228,-64.3252666244141 -33.1257229587181,-64.3258775573464 -33.1255016062064,-64.3276513288069 -33.1241971020708,-64.3274211221947 -33.1239196735894,-64.3257260249543 -33.1251058915525,-64.3251840905481 -33.12469686198,-64.3250059435555 -33.1247936809977,-64.3246999954595 -33.1249950645545,-64.3241569104887 -33.1253245241971,-64.323835211505 -33.1255635849097,-64.3229468500914 -33.1259974358327,-64.3220024127081 -33.1263722594192,-64.3212527655351 -33.1265345845944)))","207","11605",Córdoba,Río Cuarto,Río Cuarto
"MULTIPOLYGON (((-64.3361226204839 -33.1168634133608,-64.3360110291097 -33.1167772478694,-64.3357256054878 -33.1169891181722,-64.3358160973421 -33.1170880086583,-64.3361226204839 -33.1168634133608)))","208","11311",Córdoba,Río Cuarto,Río Cuarto
"MULTIPOLYGON (((-64.2463649824058 -31.4605199337438,-64.2450618173104 -31.4608567679454,-64.2443864435021 -31.4612197838429,-64.2437904862843 -31.4616476930994,-64.2459585062604 -31.4614556757035,-64.2460262522846 -31.4617435963065,-64.246555518099 -31.4617012550414,-64.2474573870466 -31.4616843185353,-64.2474010328389 -31.4612795134684,-64.2463649824058 -31.4605199337438)))","209","15119",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.238159523842 -31.3990762844936,-64.2377101843377 -31.3992366122041,-64.2378283205454 -31.3996416506305,-64.238328289853 -31.3994623367438,-64.238159523842 -31.3990762844936)))","210","11278",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2368979379535 -31.3995214084177,-64.2366937547922 -31.3995943834387,-64.2371216128743 -31.4004664945093,-64.2373199129372 -31.4004179742811,-64.2368979379535 -31.3995214084177)))","211","11277",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2385919867452 -31.3999791826525,-64.2383662622055 -31.3995129665471,-64.2381637429923 -31.3995846921018,-64.2383683717806 -31.4000720039585,-64.2385919867452 -31.3999791826525)))","212","11279",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2325039294613 -31.4911747758746,-64.2331495473139 -31.4911776580222,-64.2331590560131 -31.4906879600182,-64.2322818785205 -31.4906974687173,-64.2322890100448 -31.4908995285733,-64.2325077101243 -31.4909233003211,-64.2325039294613 -31.4911747758746)))","213","10963",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.156476651338 -31.3559715183006,-64.1560835451143 -31.3561694176666,-64.1562652894301 -31.3563309681695,-64.156618008028 -31.3561222987699,-64.156476651338 -31.3559715183006)))","214","16174",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.277229910993 -31.4287631151047,-64.2772478348931 -31.4286208441481,-64.2769868180987 -31.4286062809793,-64.2769734090941 -31.4287475386719,-64.277229910993 -31.4287631151047)))","215","11064",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2597450681415 -31.4029566898893,-64.2554515431176 -31.4060450149065,-64.2545777731127 -31.4064367049086,-64.2528988808468 -31.4067032662211,-64.2529281556036 -31.406858524911,-64.2544647856121 -31.4067304724103,-64.2552858281167 -31.4064517699087,-64.2558621615171 -31.4061244165076,-64.2601141606435 -31.4031600673904,-64.2597450681415 -31.4029566898893)))","216","13422",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2722635343671 -31.3309954604368,-64.2722558858933 -31.3311342757704,-64.2724503570079 -31.3312276219054,-64.2725787079435 -31.331355972841,-64.2734912804362 -31.3328327494427,-64.2735861986876 -31.3327833473655,-64.2728617739056 -31.3315053732542,-64.2725709290989 -31.3311770594156,-64.2722635343671 -31.3309954604368)))","217","15629",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.3651490874312 -33.0856742626552,-64.3652314498867 -33.0817842205249,-64.3609884927534 -33.0813639153719,-64.3599222392919 -33.0812837102182,-64.3598904390641 -33.0820029725112,-64.3599197618431 -33.0831471942845,-64.3598507915529 -33.0840584014518,-64.3601298652549 -33.0850016111974,-64.3605622596752 -33.085697954532,-64.361107921744 -33.0868014459794,-64.3616803977877 -33.0873264806464,-64.3651490874312 -33.0856742626552)))","218","11490",Córdoba,Río Cuarto,Río Cuarto
"MULTIPOLYGON (((-63.2490054092828 -32.4588657127609,-63.2484221670568 -32.458853415485,-63.2484177500009 -32.4593896790912,-63.2490247335734 -32.459408549652,-63.2490054092828 -32.4588657127609)))","219","19815",Córdoba,General San Martín,Villa Nueva
"MULTIPOLYGON (((-63.9027246505993 -31.6639054055917,-63.9016026332747 -31.6625583979,-63.9008041920619 -31.6621683197503,-63.9002404072361 -31.6619793756465,-63.8999752759937 -31.6622475543744,-63.9003226893458 -31.6623359314552,-63.9011148735881 -31.6624506807044,-63.901748880744 -31.6629546463816,-63.9024681191694 -31.6640029060483,-63.9027246505993 -31.6639054055917)))","220","20261",Córdoba,Río Segundo,Pilar
"MULTIPOLYGON (((-64.1306192076776 -31.4176573860799,-64.1308942548952 -31.4175849785639,-64.1306956955387 -31.4171740068725,-64.1305548716156 -31.4172148319565,-64.1304378969574 -31.4172752688633,-64.1303911070942 -31.4173844452109,-64.1304495944232 -31.4174955711361,-64.1306192076776 -31.4176573860799)))","221","11212",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1612288955006 -31.3691298374157,-64.1612877072339 -31.3690305389552,-64.1611950907931 -31.3689533585878,-64.161127786833 -31.3689565917216,-64.1610535201043 -31.368974066246,-64.1612288955006 -31.3691298374157)))","222","11963",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1931676279435 -31.4982992928856,-64.191856478634 -31.498348004315,-64.1917834114898 -31.4984494864597,-64.1918645972055 -31.4988919486106,-64.191836182205 -31.4994277743347,-64.1932450934687 -31.499435365723,-64.1931676279435 -31.4982992928856)))","223","11531",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.4404733602523 -31.645130642177,-64.4409326561578 -31.6443257926342,-64.44089171036 -31.6439806780526,-64.4411256863475 -31.6438519912595,-64.4405488860712 -31.6437490696792,-64.43976048996 -31.6439048605276,-64.4393472331527 -31.6445675786272,-64.4404733602523 -31.645130642177)))","224","19582",Córdoba,Santa María,Alta Gracia
"MULTIPOLYGON (((-64.2393905928492 -31.4515161391576,-64.2393879284473 -31.450884675913,-64.2393239828023 -31.450884675913,-64.2393000031854 -31.4512123973437,-64.2388284040534 -31.4511884177269,-64.2382435075529 -31.4511604492955,-64.23817438855 -31.4514664152454,-64.2393905928492 -31.4515161391576)))","225","11202",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.2057359982035 -31.5048464394519,-64.2045639981496 -31.5047980541286,-64.2044861242175 -31.506134538681,-64.2059832207672 -31.5061009734136,-64.2057279339829 -31.5052066413033,-64.2057359982035 -31.5048464394519)))","226","13026",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1197777332991 -31.4032284638835,-64.1189166159601 -31.403300772119,-64.1188295620728 -31.4044446627271,-64.1194936066414 -31.4043833663054,-64.1195191468172 -31.4037959422639,-64.1198604678984 -31.4034280823805,-64.1197777332991 -31.4032284638835)))","227","14283",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1083366036577 -31.4003512962743,-64.1079548771429 -31.4000496091899,-64.1076224056622 -31.3999941972765,-64.1073268754571 -31.4000249816728,-64.1070375021313 -31.4002712568437,-64.1067850700812 -31.4008500034953,-64.1067481288055 -31.4011024355454,-64.1071852672339 -31.40114861214,-64.1074838758786 -31.401047023632,-64.107607013464 -31.4010778080284,-64.1076562684982 -31.4011455337003,-64.1075916212658 -31.4011886318552,-64.1075669937487 -31.4013579460352,-64.1076839744549 -31.4014810836207,-64.1079456418239 -31.4015734368097,-64.1082719564254 -31.4018258688599,-64.1087337223708 -31.401952084885,-64.1091739392387 -31.4019551633246,-64.1095710579517 -31.4017796922654,-64.1092939983845 -31.4014687698621,-64.1093894300132 -31.4008900232106,-64.1091216057649 -31.4007730425044,-64.1089276640678 -31.4007176305909,-64.1086198201042 -31.4007237874702,-64.108545937553 -31.4007514934269,-64.1085336237944 -31.4008284544178,-64.1083889371315 -31.4007299443495,-64.1083366036577 -31.4003512962743)))","228","14281",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1065709847258 -31.4019244982631,-64.1065780223757 -31.4015866910697,-64.1063352234554 -31.4013966745234,-64.1061311316094 -31.4012840721256,-64.1059129644636 -31.401470569847,-64.1063844870044 -31.4019033853135,-64.1065709847258 -31.4019244982631)))","229","18256",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.0948947519064 -31.3963224711559,-64.0943809993068 -31.3994385863807,-64.0945237129868 -31.4002696836934,-64.0972478652894 -31.3996568543618,-64.0970799668424 -31.3989684707291,-64.0957857863109 -31.3964104995955,-64.0948947519064 -31.3963224711559)))","230","14247",Córdoba,Capital,Córdoba Capital
