WKT,id,id_poligon,provincia,departamen,localidad
"MULTIPOLYGON (((-64.1485683407594 -31.4031124619083,-64.1485658647027 -31.4025792455788,-64.1482520483114 -31.4025144101117,-64.1482299260944 -31.4023363909868,-64.1477312520146 -31.4023310488586,-64.1475192518338 -31.4023491938026,-64.147443605464 -31.4027901067459,-64.1476572151176 -31.4033666631062,-64.1483024310458 -31.4032683141076,-64.1485683407594 -31.4031124619083)))","231","11908",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.151827234008 -31.4028248293193,-64.151781128791 -31.4027700793741,-64.151550602706 -31.402859408232,-64.1511673530896 -31.4028478819278,-64.1510866689598 -31.4028565266559,-64.1506947746153 -31.4029199213293,-64.1506054457573 -31.40294873709,-64.1504728932584 -31.4030726448607,-64.1504299953391 -31.4031691902749,-64.1506649193747 -31.4032631598891,-64.1507833830792 -31.4031230724418,-64.1509245803063 -31.4030971382572,-64.1513510535636 -31.4030769672248,-64.151827234008 -31.4028248293193)))","232","11909",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1533311933911 -31.4015514217384,-64.1532808254177 -31.4017659863718,-64.1530150621802 -31.4019776283983,-64.1532703489065 -31.4019905082038,-64.1535348200897 -31.4020202401067,-64.1537965340671 -31.4019090695676,-64.1551345205054 -31.4020951935177,-64.1551453233546 -31.4019186841939,-64.155222023435 -31.4017389591935,-64.1551348189915 -31.4016392329422,-64.1549756679168 -31.4015890169306,-64.1544270807936 -31.4016315799661,-64.1541480005304 -31.4015455630843,-64.1537809123712 -31.4015278047001,-64.1533311933911 -31.4015514217384)))","233","13291",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.3387201647466 -31.3279562241509,-64.3384332954884 -31.3278634978435,-64.3382633834528 -31.3281365668173,-64.3384978281965 -31.3282170478487,-64.3385496159906 -31.3282121490033,-64.3385895065888 -31.3281939532919,-64.3387201647466 -31.3279562241509)))","234","20937",Córdoba,Colón,La Calera
"MULTIPOLYGON (((-64.3358266152372 -31.3280701336377,-64.3360348746893 -31.3280859673016,-64.3360741907955 -31.3278028913365,-64.3358584404279 -31.32775188173,-64.3358266152372 -31.3280701336377)))","235","20936",Córdoba,Colón,La Calera
"MULTIPOLYGON (((-64.1209188750701 -31.4110075748555,-64.1206158308341 -31.4113572412816,-64.1205891895826 -31.4114205142539,-64.1206491323985 -31.411550390355,-64.1209754877295 -31.4114504856619,-64.1209188750701 -31.4110075748555)))","236","180",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.1335802525282 -31.449507158028,-64.1337466152403 -31.449686953128,-64.1339859963187 -31.4495766032299,-64.1338129341602 -31.4494316476187,-64.1335802525282 -31.449507158028)))","237","817",Córdoba,Capital,Córdoba Capital
"MULTIPOLYGON (((-64.3105053184808 -31.0969942445252,-64.3101326360087 -31.0973375046968,-64.3099887936511 -31.0974061567312,-64.3097076472248 -31.0975990362562,-64.3097272620918 -31.0979390272833,-64.3096586100575 -31.098229981143,-64.3097043780804 -31.0983999766566,-64.3097893758371 -31.0986549699269,-64.3101784040316 -31.0982397885765,-64.3107472351731 -31.0979455655723,-64.3111068410672 -31.0978082615036,-64.311198377113 -31.0975467299443,-64.311198377113 -31.0973636578528,-64.3110153050214 -31.0972590452291,-64.3108616552303 -31.0971250103049,-64.3106262768269 -31.0971577017498,-64.3105053184808 -31.0969942445252)))","238","25272",Córdoba,Colón,El Manzano
"MULTIPOLYGON (((-64.0446190908551 -31.3761802281754,-64.0444081961002 -31.376237760328,-64.0445034205914 -31.376547769634,-64.0450643375516 -31.3764965314639,-64.044914666786 -31.3761164499841,-64.0446190908551 -31.3761802281754)))","239","779",Córdoba,Colón,Malvinas Argentinas
"MULTIPOLYGON (((-64.8089561238885 -30.7124161378238,-64.809708148241 -30.7113948596945,-64.8091525956988 -30.7112567859819,-64.8089148849249 -30.711266874882,-64.8084039241076 -30.7111697331429,-64.8081802949309 -30.7115750182082,-64.8085490986705 -30.7119142918076,-64.8086248710752 -30.7122060027333,-64.8089561238885 -30.7124161378238)))","240","561",Córdoba,Cruz del Eje,Cruz Del Eje
"MULTIPOLYGON (((-64.8030891269445 -30.7171519828292,-64.803492128849 -30.7168386690443,-64.8024420440197 -30.7149019810231,-64.8013158515096 -30.7158053316373,-64.8030891269445 -30.7171519828292)))","241","562",Córdoba,Cruz del Eje,Cruz Del Eje
"MULTIPOLYGON (((-64.8209881782532 -30.7106575034227,-64.819724522531 -30.7099086111815,-64.8191924393177 -30.7107751118376,-64.8204943165183 -30.7114657701257,-64.8207611963153 -30.7111878931787,-64.8209881782532 -30.7106575034227)))","242","568",Córdoba,Cruz del Eje,Cruz Del Eje
"MULTIPOLYGON (((-63.271785825491 -32.4037575843228,-63.2710509002209 -32.4037264464839,-63.2709234952927 -32.4046387807116,-63.271973580122 -32.4048638198495,-63.271785825491 -32.4037575843228)))","243","310",Córdoba,General San Martín,Villa María
"MULTIPOLYGON (((-64.476674683392 -31.2516378820285,-64.4761141017079 -31.2517728830458,-64.476119466126 -31.2518863869364,-64.4764192029834 -31.2518935525815,-64.4766968116164 -31.2518402401691,-64.476674683392 -31.2516378820285)))","244","660",Córdoba,Punilla,Cosquín
"MULTIPOLYGON (((-64.4858102872968 -31.0346018990566,-64.4859378009456 -31.0343174428748,-64.4854807369049 -31.0339155021356,-64.4854945177303 -31.0337087897554,-64.4854026455613 -31.033561794285,-64.4852234948318 -31.0333826435555,-64.4849938144094 -31.0333826435555,-64.4847273851194 -31.0334331732485,-64.4844701430463 -31.0336261048033,-64.4844379877871 -31.0339338765693,-64.4843874580942 -31.0340762784313,-64.4844885174801 -31.0341934154467,-64.4858102872968 -31.0346018990566)))","245","792",Córdoba,Punilla,Villa Giardino
"MULTIPOLYGON (((-63.930823020637 -31.6620137750653,-63.9297430962324 -31.6595892110736,-63.9250123500824 -31.6615177947824,-63.9258773624897 -31.662925253215,-63.9292086660862 -31.6621182216689,-63.930823020637 -31.6620137750653)))","246","337",Córdoba,Río Segundo,Río Segundo
"MULTIPOLYGON (((-67.4878542864464 -45.8328951193624,-67.4874872761941 -45.8327981237957,-67.4873352290895 -45.833285723131,-67.487797960639 -45.8333072725,-67.4878542864464 -45.8328951193624)))","247","11824",Chubut,Escalante,Comodoro Rivadavia
"MULTIPOLYGON (((-67.5477314050447 -45.8543488969265,-67.5482052661987 -45.8541314926613,-67.5475096487932 -45.8530211313712,-67.5471077155875 -45.8531430973095,-67.5477314050447 -45.8543488969265)))","248","14501",Chubut,Escalante,Comodoro Rivadavia
"MULTIPOLYGON (((-67.545124143362 -45.8500239648632,-67.5452966831439 -45.8508182123245,-67.5452600035831 -45.8509615960626,-67.5451266233616 -45.8511149833172,-67.5449799051181 -45.8515418000258,-67.5450671464205 -45.8515991217638,-67.5452954253832 -45.8516058198978,-67.5453518233133 -45.8513330625997,-67.5454895403065 -45.8508046998297,-67.5453228969391 -45.8502629772322,-67.5452866796273 -45.849967913413,-67.545124143362 -45.8500239648632)))","249","11088",Chubut,Escalante,Comodoro Rivadavia
"MULTIPOLYGON (((-69.0478027490103 -45.5741803592103,-69.049583705768 -45.5741701965501,-69.0498104383008 -45.5719887594504,-69.0478021472535 -45.5720267589624,-69.0478104119465 -45.572969615287,-69.0478027490103 -45.5741803592103)))","250","21541",Chubut,Sarmiento,Sarmiento
"MULTIPOLYGON (((-67.5245365091324 -45.820155487146,-67.5245557540809 -45.8200667651351,-67.5243004265623 -45.8198488026192,-67.5241821040537 -45.8196993426084,-67.5238151951261 -45.8194951688844,-67.5230455852211 -45.8191731188201,-67.5227778027016 -45.8191700050699,-67.5225536126853 -45.8192011425721,-67.5223449914202 -45.8192042563224,-67.5222827164156 -45.8194595838409,-67.5230113339686 -45.8196464088545,-67.5243689290673 -45.8203252064038,-67.5245365091324 -45.820155487146)))","251","526",Chubut,Escalante,Comodoro Rivadavia
"MULTIPOLYGON (((-58.855008480736 -27.4893685516297,-58.8552994599963 -27.4895006526436,-58.8555243887497 -27.4891293416856,-58.855576158066 -27.4887937337044,-58.8554029986289 -27.4887749896416,-58.8552896416777 -27.4890356213717,-58.855008480736 -27.4893685516297)))","252","18145",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8208679996597 -27.4562465264407,-58.8206518633149 -27.4563291151253,-58.8206847524864 -27.4564681466229,-58.8207713533266 -27.4564591483733,-58.820783653769 -27.4565311938216,-58.8209769464351 -27.4565188933792,-58.8209825009131 -27.4564354422406,-58.8209628887866 -27.4563009998284,-58.8208679996597 -27.4562465264407)))","253","19643",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8450533733185 -27.5006313522844,-58.8453032119533 -27.5009470540647,-58.8456956432988 -27.5006119734488,-58.8454419001962 -27.5002504254268,-58.8452425069614 -27.5001638156474,-58.8448540481522 -27.5002991436739,-58.8450533733185 -27.5006313522844)))","254","13804",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8489132903512 -27.4984002901967,-58.8488252004318 -27.4977743178906,-58.8486877267697 -27.4977956730226,-58.8486984043357 -27.4984349922861,-58.8489132903512 -27.4984002901967)))","255","10941",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8065638130197 -27.460931299472,-58.8063011311958 -27.4609715058737,-58.8062701219947 -27.461389344692,-58.8064333497658 -27.4614272203631,-58.8066281432623 -27.4614057350111,-58.8065638130197 -27.460931299472)))","256","18975",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8087423661418 -27.4611351250418,-58.808691453207 -27.4610443672015,-58.80844421597 -27.4610741870609,-58.8083788360498 -27.4612090331463,-58.8081377475941 -27.4612212918814,-58.8082553728524 -27.4614959427971,-58.8087047348422 -27.4615269332792,-58.8087423661418 -27.4611351250418)))","257","18974",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.7825839283263 -27.4584610102449,-58.7824546718737 -27.4585110971203,-58.7823738865908 -27.4585918824032,-58.7823141054815 -27.4586969032709,-58.7824239734662 -27.4587728414369,-58.7825924003487 -27.458856204155,-58.7827039883623 -27.4587160737468,-58.7827051062507 -27.4584480845996,-58.7825839283263 -27.4584610102449)))","258","12304",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.7982811692223 -27.4591787427289,-58.7982952234659 -27.4594859265978,-58.7995010241888 -27.4594926247664,-58.8011140963367 -27.4593620200979,-58.8010996297698 -27.4590846633782,-58.7982811692223 -27.4591787427289)))","259","11338",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.7876568123193 -27.4466730366977,-58.7881783436937 -27.4465959407554,-58.7880241518091 -27.4456345090043,-58.7876182643482 -27.4457002673081,-58.7876636149025 -27.4460540016316,-58.7875230281842 -27.4461016197136,-58.787575822297 -27.4462984887943,-58.7876568123193 -27.4466730366977)))","260","19306",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.7884330141983 -27.4505293650708,-58.7885745044447 -27.4503989411006,-58.7884108816457 -27.4501628605404,-58.7881853403963 -27.4500827617789,-58.7880925944619 -27.4502513907505,-58.78830773332 -27.4503954053742,-58.7884330141983 -27.4505293650708)))","261","19305",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.803560505561 -27.4992411659644,-58.8034848844233 -27.4990218646651,-58.8032504588964 -27.4991655448267,-58.8027816078427 -27.4995587747427,-58.8022371356513 -27.4997100170181,-58.8022538224584 -27.5001414176037,-58.803560505561 -27.4992411659644)))","262","11585",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-58.8242705821269 -27.5049114855627,-58.8242973652283 -27.504637832135,-58.8223847003601 -27.5047300688874,-58.8223790186572 -27.5049175650847,-58.822419718505 -27.5056048900827,-58.8227838399923 -27.5055993694387,-58.8227683994817 -27.5049429265948,-58.8242705821269 -27.5049114855627)))","263","13106",Corrientes,Capital,Corrientes
"MULTIPOLYGON (((-57.1101883602411 -29.7371455090195,-57.1102905067975 -29.7378184124869,-57.1115064734559 -29.7381960676606,-57.111589474593 -29.7374366072563,-57.1114898732285 -29.7372789050958,-57.1114276223756 -29.7370506519688,-57.1112865204426 -29.7369386004337,-57.111103917941 -29.7368804996378,-57.1110167667471 -29.7367476978184,-57.1104782797059 -29.736703726978,-57.1101883602411 -29.7371455090195)))","264","17384",Corrientes,Paso de los Libres,Paso De Los Libres
"MULTIPOLYGON (((-60.5435259640217 -31.7642723269832,-60.5426103249192 -31.7643467273115,-60.542713813747 -31.7647176102782,-60.5434639379382 -31.7646930728801,-60.5435259640217 -31.7642723269832)))","265","17126",Entre Ríos,Paraná,Paraná
"MULTIPOLYGON (((-60.5544529705884 -31.7269812772058,-60.5546504588577 -31.7267871361954,-60.554493137694 -31.7264624520917,-60.5546370698225 -31.7263419507748,-60.5548445998681 -31.7262683110812,-60.5547240985513 -31.7258398619547,-60.5544630123648 -31.7258967653543,-60.5542722186132 -31.7259637105303,-60.5539542290271 -31.7262649638224,-60.5544529705884 -31.7269812772058)))","266","12983",Entre Ríos,Paraná,Paraná
"MULTIPOLYGON (((-58.0422458077253 -31.3602581800642,-58.0419779729983 -31.3591255295922,-58.040919541788 -31.3593449604528,-58.041187376515 -31.3604356609074,-58.0422458077253 -31.3602581800642)))","267","20003",Entre Ríos,Concordia,Concordia
"MULTIPOLYGON (((-59.319782757508 -33.1620913837318,-59.3190541533816 -33.1622125130616,-59.3189844775671 -33.1623108789173,-59.3190582519589 -33.1625158077835,-59.3191777401789 -33.1626985716223,-59.3198902631554 -33.1626510608351,-59.319782757508 -33.1620913837318)))","268","14694",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOLYGON (((-58.5040347425376 -33.0018325108109,-58.5038599176959 -33.0018181416459,-58.5038407588091 -33.0019857819051,-58.504044321981 -33.0020049407918,-58.5040347425376 -33.0018325108109)))","269","13517",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOLYGON (((-60.1605210859009 -32.6345182370319,-60.1601572652335 -32.6343468680877,-60.1589555293322 -32.6360356947033,-60.1584122062596 -32.6366242759736,-60.1579023895162 -32.6372160247108,-60.1566375876688 -32.6390034174076,-60.1567856222391 -32.6390606397954,-60.1572597026825 -32.6384090175567,-60.1577136665583 -32.6378895232901,-60.1581109687686 -32.6373897895456,-60.1583781838417 -32.6369253452295,-60.1587057486176 -32.6367683653288,-60.1588596403599 -32.6364719097291,-60.1589428099432 -32.6363121561598,-60.1592981463466 -32.6357167275918,-60.1595814551008 -32.6353517875017,-60.1597975380488 -32.6354958428004,-60.1598359527951 -32.6351020916506,-60.159999215467 -32.6348139810532,-60.1602921279077 -32.6349004142325,-60.1605210859009 -32.6345182370319)))","270","19933",Entre Ríos,Victoria,Victoria
"MULTIPOLYGON (((-60.6475896280469 -32.0735975631739,-60.6473766155926 -32.0738394586729,-60.647425 -32.073855,-60.647663 -32.074081,-60.6483890936632 -32.074406204499,-60.6487816798162 -32.0742765016125,-60.6490939867038 -32.0744460607436,-60.6491168190326 -32.0738647313369,-60.6475896280469 -32.0735975631739)))","271","17241",Entre Ríos,Diamante,Diamante
"MULTIPOLYGON (((-58.2727681752197 -32.5017511411954,-58.2723856169924 -32.5018397089371,-58.2722389354013 -32.5016226201822,-58.2715759346095 -32.5017986380916,-58.2717930233644 -32.5031715777843,-58.2732559287678 -32.5028784008867,-58.2727681752197 -32.5017511411954)))","272","16495",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOLYGON (((-60.649257 -32.065636,-60.6492898240685 -32.0646943343133,-60.648716730003 -32.0642382227911,-60.6481924110395 -32.0644394765347,-60.648357 -32.064562,-60.648613 -32.065206,-60.649257 -32.065636)))","273","14705",Entre Ríos,Diamante,Diamante
"MULTIPOLYGON (((-58.146111 -32.238527,-58.145835 -32.238217,-58.145742 -32.237908,-58.1454166997113 -32.2374833880071,-58.1450658615412 -32.2372904270136,-58.1443969532847 -32.2380559653168,-58.145232509672 -32.2394349253281,-58.146111 -32.238527)))","274","20750",Entre Ríos,Colón,Colón
"MULTIPOLYGON (((-59.6285698735388 -30.7459841395869,-59.6282019672601 -30.745812872871,-59.6279640968214 -30.7457684703891,-59.6273080652541 -30.745875657338,-59.6273058986899 -30.7462375748908,-59.6277777489083 -30.7461838744541,-59.6285349858744 -30.7463235014129,-59.6285698735388 -30.7459841395869)))","275","18433",Entre Ríos,La Paz,La Paz
"MULTIPOLYGON (((-59.6229043009629 -30.7288783838361,-59.6228235550326 -30.728480421751,-59.6225899685914 -30.7285092595833,-59.6225957361578 -30.7287486135909,-59.6219266984497 -30.7288581973535,-59.6219728389813 -30.7290687135289,-59.6229043009629 -30.7288783838361)))","276","13807",Entre Ríos,La Paz,La Paz
"MULTIPOLYGON (((-58.036571913511 -31.3542745213771,-58.0364661259759 -31.3542533638701,-58.035535195667 -31.3551349266626,-58.0359087915516 -31.3565733759671,-58.0362051833893 -31.3564960596144,-58.0360077133238 -31.3558824919108,-58.0363391809338 -31.3556991268499,-58.0363180234268 -31.3549515616018,-58.036571913511 -31.3542745213771)))","277","564",Entre Ríos,Concordia,Concordia
"MULTIPOLYGON (((-58.0698549634748 -31.3557225992087,-58.0691903749937 -31.3557577833047,-58.0689792704173 -31.3555779534804,-58.0685492425765 -31.35538248628,-58.0680371185116 -31.3552378405518,-58.0675953626389 -31.3551361976076,-58.0674155328145 -31.3551831097357,-58.0673334365904 -31.3552573872718,-58.0672669777423 -31.355347302184,-58.0677884174563 -31.3565691155161,-58.068590015173 -31.3562335096478,-58.0689578130841 -31.3567585980736,-58.0698549634748 -31.3557225992087)))","278","606",Entre Ríos,Concordia,Concordia
"MULTIPOLYGON (((-58.5043453797698 -32.9969870484008,-58.5050853341818 -32.9970649396091,-58.5049579292536 -32.9968720392348,-58.5045358166099 -32.9969220921421,-58.5043772310019 -32.9968855366508,-58.5043453797698 -32.9969870484008)))","279","577",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOLYGON (((-58.5030937939882 -32.9974538322303,-58.5036785155535 -32.9975429707892,-58.5041210800409 -32.9975629355645,-58.5044580325484 -32.9975336913851,-58.5044771432877 -32.9974330238471,-58.5039658471942 -32.9973107041981,-58.50376971066 -32.9971819168901,-58.5035678744316 -32.9970573473283,-58.5030656307936 -32.9971740434242,-58.5030937939882 -32.9974538322303)))","280","576",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOLYGON (((-68.823180887332 -32.8010568457086,-68.8225496239006 -32.8011774241169,-68.8226418309187 -32.8015675307318,-68.8233014657403 -32.8014327666284,-68.823180887332 -32.8010568457086)))","281","18851",Mendoza,Las Heras,Las Heras
"MULTIPOLYGON (((-68.7828467327677 -32.843908171963,-68.7828770747528 -32.843667600998,-68.7825992178783 -32.843370075473,-68.7823788821523 -32.8429606589624,-68.7818860567855 -32.8425646592864,-68.7818993957594 -32.8426699407104,-68.7820487043096 -32.842999449235,-68.7821388042968 -32.843346977757,-68.7818659300499 -32.8434628205977,-68.7819644820823 -32.8435556266721,-68.7820891216921 -32.8437079639728,-68.7823507919529 -32.8438762271424,-68.7824889071042 -32.8438489634,-68.7828467327677 -32.843908171963)))","282","17922",Mendoza,Las Heras,Las Heras
"MULTIPOLYGON (((-68.8764445142617 -32.9265561845884,-68.8760848244921 -32.9264049947785,-68.8755880658956 -32.9264676832438,-68.8762234989761 -32.926783025221,-68.8764445142617 -32.9265561845884)))","283","16245",Mendoza,Godoy Cruz,Sarmiento
"MULTIPOLYGON (((-68.8654713525689 -32.9432033225645,-68.8651848433867 -32.9434996691098,-68.8648431405095 -32.9440445455355,-68.8651756508668 -32.9441238558507,-68.8655228104019 -32.9435139875773,-68.8654713525689 -32.9432033225645)))","284","18218",Mendoza,Godoy Cruz,Trapiche
"MULTIPOLYGON (((-68.7508847514563 -32.8911226640776,-68.7505628349514 -32.8899235029126,-68.7497074730316 -32.8901383987755,-68.7499154459982 -32.8912753176595,-68.7508847514563 -32.8911226640776)))","285","15172",Mendoza,Guaymallén,Buena Nueva
"MULTIPOLYGON (((-68.791919 -32.871748,-68.7911690109124 -32.8717893265799,-68.7908668692396 -32.8718836119246,-68.7906504415166 -32.8722243248747,-68.7903161571127 -32.8725286093962,-68.7900933008434 -32.8728028940353,-68.7896090170275 -32.8730257503046,-68.7886515611034 -32.8731513074161,-68.7880032733221 -32.8731597267379,-68.7880504764135 -32.8738739203425,-68.7899451307901 -32.8739177499964,-68.792342 -32.873404,-68.791919 -32.871748)))","286","17773",Mendoza,Guaymallén,Bermejo
"MULTIPOLYGON (((-68.9062060672548 -32.8852636052256,-68.9058436655307 -32.8859376046936,-68.9057872862579 -32.8860761466008,-68.9059423787224 -32.8861496956046,-68.9060287188573 -32.8861528933874,-68.9064871826108 -32.8853821478456,-68.9062060672548 -32.8852636052256)))","287","13922",Mendoza,Capital,Mendoza
"MULTIPOLYGON (((-68.9073932202016 -32.8854074683914,-68.9064431524948 -32.8849401532196,-68.9063003078899 -32.8852034354324,-68.9072085991268 -32.8856277004156,-68.9073932202016 -32.8854074683914)))","288","18210",Mendoza,Capital,Mendoza
"MULTIPOLYGON (((-68.7410346418619 -32.9152908566004,-68.7404274567962 -32.9160671085261,-68.7410728633404 -32.9164732448738,-68.7412317459825 -32.916272524929,-68.7408312596318 -32.9159296084913,-68.7411065939979 -32.9154189883941,-68.7410346418619 -32.9152908566004)))","289","12770",Mendoza,Guaymallén,Rodeo De La Cruz
"MULTIPOLYGON (((-68.9158749113821 -32.8892146730872,-68.9175229892135 -32.8895496633244,-68.9175771717556 -32.8894557035621,-68.9159004283132 -32.88914322568,-68.9157625938464 -32.8891328414487,-68.9157473668456 -32.8892019635732,-68.9153286069632 -32.891859368572,-68.9154871453213 -32.8918817543892,-68.9158749113821 -32.8892146730872)))","290","13655",Mendoza,Capital,Mendoza
"MULTIPOLYGON (((-68.4276613612712 -33.0491938182874,-68.4233712404966 -33.0511503772593,-68.4244411847683 -33.0524987362772,-68.4259241607894 -33.0532614096595,-68.4279367711037 -33.0528800729683,-68.4285935176273 -33.0516936921515,-68.4276613612712 -33.0491938182874)))","291","15455",Mendoza,San Martín,San Martín
"MULTIPOLYGON (((-68.2495131343603 -34.6648336841604,-68.2496177405119 -34.6644539585134,-68.2481435313821 -34.6645559909933,-68.2480677589774 -34.6650170659304,-68.2495131343603 -34.6648336841604)))","292","13509",Mendoza,San Rafael,San Rafael
"MULTIPOLYGON (((-68.3533903246457 -34.6593358351393,-68.3487709611654 -34.6610140115998,-68.3493191840133 -34.6620704384188,-68.3541867778508 -34.6600707597707,-68.3533903246457 -34.6593358351393)))","293","13507",Mendoza,San Rafael,San Rafael
"MULTIPOLYGON (((-68.6693025653074 -32.8400986340245,-68.6640290915966 -32.8317057696856,-68.6610872477006 -32.8316347034196,-68.6599187496688 -32.8393555446492,-68.6658628813592 -32.8397842465884,-68.6658954077614 -32.8393308044628,-68.6681230809452 -32.8395122160528,-68.6680679717827 -32.8399861934352,-68.6693025653074 -32.8400986340245)))","294","17565",Mendoza,Guaymallén,Guaymallén
"MULTIPOLYGON (((-68.7884452840374 -32.8723167698737,-68.7885707616806 -32.8726484693314,-68.7887158713511 -32.8726775529586,-68.7887823313931 -32.8725161499996,-68.7890244358316 -32.8725114028537,-68.7894611732502 -32.8723476263218,-68.7892215608485 -32.8719508865025,-68.7884856347772 -32.87204618256,-68.7884452840374 -32.8723167698737)))","295","17779",Mendoza,Guaymallén,Bermejo
"MULTIPOLYGON (((-68.6932362680203 -32.8743581811923,-68.6929563713027 -32.8733812867659,-68.6919630123635 -32.8736502071417,-68.6922429090811 -32.8745557553459,-68.6932362680203 -32.8743581811923)))","296","20174",Mendoza,Guaymallén,Los Corralitos
"MULTIPOLYGON (((-68.8773754081871 -32.9308743612474,-68.8749572999025 -32.9306013598345,-68.8738933772428 -32.9300293622646,-68.8732182877435 -32.9303426780832,-68.8727615964711 -32.9311370010356,-68.8757168417896 -32.9327232994336,-68.875802787251 -32.9326708440317,-68.8759267242363 -32.9326533787821,-68.8760326858858 -32.9325763034462,-68.8762326863637 -32.9324882206623,-68.8760840706118 -32.9323977642009,-68.8764088872985 -32.9321477048347,-68.8767936295339 -32.9322405235266,-68.8769215741706 -32.9324324404816,-68.8773857874297 -32.9323638327861,-68.8773754081871 -32.9308743612474)))","297","16872",Mendoza,Godoy Cruz,Sarmiento
"MULTIPOLYGON (((-68.9076651668992 -32.8933114906091,-68.9068483691226 -32.8931441140155,-68.9068015036764 -32.8936328536687,-68.9076517767717 -32.8936998043061,-68.9076651668992 -32.8933114906091)))","298","18342",Mendoza,Capital,Mendoza
"MULTIPOLYGON (((-68.352092 -34.6508760471354,-68.348562235677 -34.6527980471354,-68.347673 -34.65336,-68.345969 -34.653279,-68.343276 -34.653514,-68.3449993014681 -34.6576975501619,-68.3545208101805 -34.6540719073556,-68.3567706109533 -34.6522418688511,-68.3571844906593 -34.6504159289721,-68.352092 -34.6508760471354)))","299","13508",Mendoza,San Rafael,San Rafael
"MULTIPOLYGON (((-68.7016788821457 -32.9648708175421,-68.7005297447342 -32.9644263398641,-68.6994022891606 -32.9641011122948,-68.6993553118451 -32.9641769987276,-68.7006928771734 -32.9657929839674,-68.7009814496915 -32.9653369770581,-68.7011223816382 -32.9652177269494,-68.7013717227747 -32.9651346132372,-68.7016788821457 -32.9648708175421)))","300","10995",Mendoza,Maipú,Rodeo Del Medio
"MULTIPOLYGON (((-68.8136399605938 -32.8324391418751,-68.8136351994037 -32.8322772614115,-68.8118991700814 -32.8322382649973,-68.8129037288731 -32.8344873605143,-68.8143112883989 -32.8343483791079,-68.8140970348441 -32.8337246632039,-68.8140799101084 -32.8336561505636,-68.8140156869143 -32.8324035878513,-68.8136399605938 -32.8324391418751)))","301","18134",Mendoza,Las Heras,El Plumerillo
"MULTIPOLYGON (((-68.7480345558358 -32.8561815909834,-68.7480215401505 -32.8566948455476,-68.7476992711354 -32.856725650674,-68.747775099139 -32.8572896214503,-68.7479314943963 -32.8581521649906,-68.7480482831597 -32.8586835337965,-68.7482407316566 -32.8592515912783,-68.7487573087474 -32.8591699189756,-68.748867496315 -32.8590075996555,-68.7488231062889 -32.858795061482,-68.7484677135944 -32.8579501512809,-68.748416416347 -32.8573209695902,-68.748205710996 -32.8568301789591,-68.7481967028297 -32.8563527461437,-68.7480345558358 -32.8561815909834)))","302","11771",Mendoza,Guaymallén,El Sauce
"MULTIPOLYGON (((-68.8834317116522 -33.0827485270128,-68.8833375348957 -33.0822227067891,-68.883003359939 -33.0822376554807,-68.8824300254732 -33.0823195604043,-68.8825722813933 -33.0829877321502,-68.8829171442298 -33.0836429715397,-68.8832551302338 -33.0841533302969,-68.8835769008184 -33.0844083923457,-68.8836671535434 -33.0843613039675,-68.8837181659531 -33.0839845969416,-68.8835690527553 -33.083482320907,-68.8834317116522 -33.0827485270128)))","303","11024",Mendoza,Luján de Cuyo,Perdriel
"MULTIPOLYGON (((-68.1628380050751 -38.8179802382039,-68.1621369439404 -38.818637042608,-68.1627710934349 -38.8191786822498,-68.1629568858104 -38.8193431543497,-68.1635260156295 -38.8188601428585,-68.1637293457516 -38.8185740953332,-68.1628380050751 -38.8179802382039)))","304","13533",Neuquén,Confluencia,Centenario
"MULTIPOLYGON (((-69.2288025566264 -38.9532652450373,-69.227109853928 -38.9530514116598,-69.2263675217962 -38.9548524797827,-69.2292151565311 -38.9546577697153,-69.2292192129908 -38.954540132383,-69.2288025566264 -38.9532652450373)))","305","19851",Neuquén,Confluencia,Cutral Co
"MULTIPOLYGON (((-68.1438164295246 -38.9353631426224,-68.1430459218906 -38.935358307788,-68.1430716906317 -38.935839324287,-68.1420838888925 -38.9358565034477,-68.1421010680531 -38.9366123865177,-68.1439134695051 -38.9365350802946,-68.1438164295246 -38.9353631426224)))","306","14152",Neuquén,Confluencia,Neuquén
