WKT,id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad
"MULTIPOLYGON (((-55.9461910302793 -27.3892649369264,-55.9457893817561 -27.389487284426,-55.9455202820537 -27.3895113712801,-55.9455409851233 -27.389704768805,-55.9458498172522 -27.389670362004,-55.9462936259825 -27.3927036541484,-55.9501970563318 -27.3922480281659,-55.9499333552401 -27.3888919812227,-55.9462807970432 -27.389256662595,-55.9461910302793 -27.3892649369264)))","1563","19392","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.4717083030603 -26.9811001067127,-54.4716204196911 -26.9808609184332,-54.4715998628843 -26.9807138714647,-54.4716008531534 -26.9806109946414,-54.4699641101178 -26.9804839315039,-54.4687810821822 -26.9804491667363,-54.4679674277342 -26.9804241108773,-54.4681312929999 -26.98123061,-54.468962328 -26.981205256,-54.4699241578735 -26.9812703763267,-54.471550495 -26.9811144889999,-54.4717083030603 -26.9811001067127)))","1564","15551","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-55.8682898757906 -27.4360030541361,-55.8667975897022 -27.4344226068834,-55.8667477162226 -27.4343667931535,-55.8665591960322 -27.4345456315732,-55.865523496378 -27.4335647861251,-55.8647894948576 -27.4338168542629,-55.8629486433089 -27.43547,-55.8624227675183 -27.4355194649633,-55.8624753837591 -27.4360990812042,-55.8632095638439 -27.4368265961814,-55.8638362397692 -27.4370806795288,-55.8650133859782 -27.4382609534861,-55.8654243996425 -27.4385787217778,-55.8682898757906 -27.4360030541361)))","1565","19396","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.893758 -27.44804,-55.89185 -27.445996,-55.8911657148269 -27.4464808307344,-55.891072 -27.446401,-55.8904080826628 -27.4468456654401,-55.8906633697514 -27.4471358617251,-55.890687 -27.447334,-55.890833 -27.447492,-55.891039 -27.44736,-55.891382 -27.447753,-55.891596 -27.447627,-55.891678 -27.447425,-55.892122 -27.447675,-55.892421 -27.44779,-55.89263 -27.44783,-55.893202 -27.447918,-55.893553 -27.448181,-55.893758 -27.44804)))","1566","21564","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.626124612987 -26.4062510709286,-54.6260612457991 -26.4061423642671,-54.6258986368775 -26.4061537754684,-54.6259593218565 -26.4062570768185,-54.626124612987 -26.4062510709286)))","1567","12918","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-54.6417380052127 -26.4378186284648,-54.6402011855895 -26.4375822096069,-54.6384310888784 -26.4375229613056,-54.6384017982529 -26.4381004970091,-54.6393640896181 -26.4384001519319,-54.6393989857474 -26.4390551699143,-54.6399252387748 -26.4390900336374,-54.6406408606666 -26.4391691395118,-54.6406076815463 -26.4398989311889,-54.6413792479018 -26.4400286123448,-54.6417380052127 -26.4378186284648)))","1568","21536","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-54.4557008374492 -27.012150004436,-54.450153 -27.014479,-54.452132 -27.014966,-54.4564426970981 -27.0127100885192,-54.4557008374492 -27.012150004436)))","1569","15549","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-54.686558778151 -26.4136698298389,-54.6862069984261 -26.4135829348308,-54.6858285740018 -26.4134684235796,-54.6856726022994 -26.4138526199067,-54.6855946644592 -26.4139863073878,-54.6854588415176 -26.414215122081,-54.6863505989313 -26.414573432931,-54.686558778151 -26.4136698298389)))","1570","14798","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-54.6883788061831 -26.4173207171734,-54.6865574643016 -26.4170434508823,-54.6864327027966 -26.4178126680923,-54.6871613004051 -26.4178751600559,-54.6885025915164 -26.4181894809929,-54.6883788061831 -26.4173207171734)))","1571","14799","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-55.9098890303626 -27.3637531893742,-55.9094171226025 -27.3637935549451,-55.909525437085 -27.3646405204982,-55.9093123490996 -27.364668404445,-55.9095586512933 -27.3653472385595,-55.9100913628936 -27.3652808598803,-55.9099934795989 -27.3645156703089,-55.9098890303626 -27.3637531893742)))","1572","14186","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8628051184342 -27.4372489429888,-55.862677180965 -27.4373590869525,-55.8628631922025 -27.4375412484028,-55.8628400654784 -27.4384638173081,-55.862743040394 -27.4388719898678,-55.8625668440349 -27.4390827603051,-55.8626896179333 -27.4391979904083,-55.8624872156775 -27.4393774037614,-55.8626291721673 -27.4394970186324,-55.8630022565486 -27.439146110709,-55.8633620390013 -27.4388371731071,-55.8636585722906 -27.4385366551737,-55.8633297426544 -27.4382808137793,-55.8636335878659 -27.437983582308,-55.8628765217213 -27.4373234592817,-55.8628051184342 -27.4372489429888)))","1573","14181","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.8542671365824 -27.4407889374911,-55.8529796303261 -27.4419995777023,-55.8545874117706 -27.4432614619436,-55.8557083749291 -27.44211487677,-55.8542671365824 -27.4407889374911)))","1574","14190","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.8917519032751 -27.4243536614628,-55.8918184196506 -27.4241387737991,-55.891169 -27.423986,-55.8915432262008 -27.422942870524,-55.8911804680131 -27.4228420639738,-55.8906062901747 -27.4233432901746,-55.8904163229258 -27.4234299672489,-55.890292 -27.423324,-55.8902536131004 -27.4230472418122,-55.890168 -27.422576,-55.890485 -27.421757,-55.8903356614628 -27.4213271934498,-55.8902888482703 -27.4212169296958,-55.8900244680131 -27.4213282901746,-55.8891887098253 -27.4208709516375,-55.8886026169955 -27.4203892060084,-55.8881000967248 -27.4201013868995,-55.8875598097008 -27.4199408556411,-55.8871561692685 -27.4197317254367,-55.8863088307314 -27.4192660725436,-55.886415435262 -27.4205057581878,-55.8867103229257 -27.4204957581877,-55.8867153229257 -27.4204083712882,-55.8871282418122 -27.4204384196506,-55.887186 -27.420491,-55.8874572901747 -27.4204947098253,-55.8874932418122 -27.420657,-55.8879202497207 -27.4206493916711,-55.8880051450873 -27.420683564738,-55.8885645237895 -27.4206364024689,-55.8886482901747 -27.4207130811135,-55.8887250967248 -27.4221374025109,-55.8881583385371 -27.4222262574235,-55.8883189516375 -27.424367,-55.890099600657 -27.4242701265907,-55.8901222418122 -27.4243434680131,-55.8904411450873 -27.4243065163755,-55.890597 -27.4242972745633,-55.8909540967248 -27.4244294680131,-55.8912279032751 -27.4244904196506,-55.891338 -27.4244241778384,-55.8916209516375 -27.4244169032751,-55.8917519032751 -27.4243536614628)))","1575","19485","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8965737000108 -27.4213199646743,-55.8964587002993 -27.4210181919101,-55.8957321569324 -27.4211158068589,-55.8965737000108 -27.4213199646743)))","1576","11732","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.2493430590293 -27.0432789495843,-55.2498681600921 -27.0424590820749,-55.2509309730228 -27.0429795121219,-55.2510746766123 -27.0427499707655,-55.2505240953869 -27.0424802522063,-55.2509625489883 -27.0417577395549,-55.250601249206 -27.0415815144259,-55.2504114765786 -27.0414746182801,-55.2503280020023 -27.0413914603091,-55.2502801882283 -27.0411717774209,-55.2502752763858 -27.0410377736566,-55.2503500516348 -27.0407603299901,-55.249647662472 -27.0404528862505,-55.2489763000847 -27.0401597231398,-55.248781715998 -27.0404598352428,-55.2485865697323 -27.040806243598,-55.2482734930167 -27.0413868119161,-55.2488911516847 -27.0417114604659,-55.2491385208254 -27.0425678952217,-55.2488608567609 -27.0430215974165,-55.2493430590293 -27.0432789495843)))","1577","15817","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,San Ignacio,Jardín América
"MULTIPOLYGON (((-55.2286152860733 -27.0265288294117,-55.2275341026288 -27.0265485531151,-55.2275347208901 -27.0288044574254,-55.2286366000772 -27.0287869605919,-55.2286152860733 -27.0265288294117)))","1578","16005","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,San Ignacio,Jardín América
"MULTIPOLYGON (((-54.5780462743179 -25.6052428374417,-54.5783295851414 -25.6050837467129,-54.5783584650618 -25.6050271295424,-54.578405370654 -25.6049919242058,-54.578444169 -25.6050008089999,-54.578976253 -25.6046471229999,-54.5791582589999 -25.6046149649999,-54.5794802192403 -25.6045715125424,-54.5794009739381 -25.604381119256,-54.5789828418992 -25.604482357256,-54.57870417 -25.6045592026359,-54.5784493174187 -25.6047337476978,-54.5782211135194 -25.6049000335971,-54.5779821601165 -25.6051192504186,-54.5780462743179 -25.6052428374417)))","1579","19494","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-55.2962912631781 -27.6252775940412,-55.2959067576414 -27.6250784542423,-55.2954370312632 -27.6248891945546,-55.2951556752356 -27.6260375460584,-55.2956505940514 -27.6261862058805,-55.2956796084385 -27.6261859646371,-55.2959745213878 -27.625773228145,-55.2962912631781 -27.6252775940412)))","1580","19848","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Leandro N. Alem,Leandro N Alem
"MULTIPOLYGON (((-55.3432826668933 -27.6207407431004,-55.3425865300646 -27.621153091615,-55.3430773438523 -27.6217736355562,-55.3438131586762 -27.6213345081517,-55.3432826668933 -27.6207407431004)))","1581","20776","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Leandro N. Alem,Leandro N Alem
"MULTIPOLYGON (((-54.5858092982533 -25.6229141779476,-54.5863960626637 -25.6226444135371,-54.5867221203056 -25.6218847067685,-54.5870288847161 -25.621433942358,-54.5870655338427 -25.6209980576419,-54.5864948796943 -25.6207648220524,-54.5860912932314 -25.6212094085152,-54.5856737593886 -25.6212915864628,-54.5852831779475 -25.6215133458515,-54.5858092982533 -25.6229141779476)))","1582","19502","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.5908659250657 -25.626236566855,-54.5905276668303 -25.6266939059393,-54.590283700398 -25.6270376046528,-54.5901090606613 -25.6272562592679,-54.5899454488914 -25.6274513808899,-54.590084128329 -25.6275574473407,-54.5908395220847 -25.6281868181404,-54.5910188585427 -25.62799944687,-54.5915079525898 -25.62660665144,-54.5908659250657 -25.626236566855)))","1583","12225","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.582712 -25.619957,-54.5811364583748 -25.6234743645937,-54.5803563995653 -25.6253995169277,-54.5820874044058 -25.62581149232,-54.5827475477366 -25.6263492944739,-54.5839463690331 -25.6254346698085,-54.5863980642462 -25.6245790728376,-54.5851702401651 -25.6214068628899,-54.5851005174601 -25.6212213655321,-54.5841919994419 -25.620477285794,-54.582712 -25.619957)))","1584","21398","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.5858216717843 -25.6111614114658,-54.5865210510968 -25.6108375650116,-54.5865178014127 -25.6107832595591,-54.5867841492986 -25.6106096683397,-54.5864271051123 -25.6097352885912,-54.5851572634775 -25.6099587957396,-54.5858216717843 -25.6111614114658)))","1585","12108","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.5921284364728 -25.6259806586122,-54.5923263091389 -25.6261215482515,-54.5928696870136 -25.6255103818378,-54.5927894518078 -25.6254259155018,-54.5927001373954 -25.6252887572764,-54.5921284364728 -25.6259806586122)))","1586","13722","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.5606302713678 -25.6299009496646,-54.5600205659866 -25.6293901039115,-54.5592306021037 -25.6300127832499,-54.5595182134387 -25.630323951114,-54.5597493105896 -25.6305421444684,-54.5598400031493 -25.6306088684995,-54.5600334804266 -25.6304610118953,-54.5606302713678 -25.6299009496646)))","1587","18266","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Iguazú,Puerto Iguazú
"MULTIPOLYGON (((-54.6023445059227 -26.0025811418457,-54.6017589632812 -26.0025955893228,-54.6017658442515 -26.0033551281545,-54.6023709822875 -26.0033486771891,-54.6023445059227 -26.0025811418457)))","1588","14986","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Iguazú,Puerto Esperanza
"MULTIPOLYGON (((-54.5855931085964 -25.9996997497056,-54.5857518113981 -25.9996990714899,-54.586230777204 -25.9992660979717,-54.5864410994844 -25.9981581318445,-54.5855282233704 -25.9982355056536,-54.5855931085964 -25.9996997497056)))","1589","11513","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Iguazú,Puerto Esperanza
"MULTIPOLYGON (((-54.5758803199244 -25.9733813978586,-54.5769775239229 -25.9736109594969,-54.5779950855565 -25.973482820341,-54.5779196813265 -25.9730106071325,-54.5778723328683 -25.9725560528381,-54.5758690685034 -25.9731268439824,-54.5758803199244 -25.9733813978586)))","1590","18899","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Iguazú,Colonia Wanda
"MULTIPOLYGON (((-54.5906564008249 -25.9649096263769,-54.5903941631285 -25.9649368001877,-54.5904104983717 -25.9650718737267,-54.5901198236464 -25.9651193587379,-54.5901256505614 -25.9651928853859,-54.5896349532677 -25.9652720796227,-54.5896405354142 -25.9653950427391,-54.5896971535684 -25.9659477218821,-54.5898836408629 -25.9658310661378,-54.5901375123932 -25.9657233940432,-54.590242705733 -25.9656284049358,-54.5907292999133 -25.9655681227492,-54.5906564008249 -25.9649096263769)))","1591","12014","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Iguazú,Colonia Wanda
"MULTIPOLYGON (((-54.1126551335112 -26.6204588035055,-54.1119758696676 -26.6207175894832,-54.1122437843737 -26.6212861268904,-54.112345075728 -26.621251751435,-54.1125471964944 -26.6216460254567,-54.1130768162504 -26.6214066228983,-54.1126551335112 -26.6204588035055)))","1592","21317","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,San Pedro,San Pedro
"MULTIPOLYGON (((-54.8333021253347 -27.0947927741708,-54.8328549480563 -27.0946406419228,-54.8327416061526 -27.0949375074773,-54.8326928749592 -27.0952129380115,-54.8331029713154 -27.0952530308975,-54.8333021253347 -27.0947927741708)))","1593","15735","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Cainguás,Aristóbulo Del Valle
"MULTIPOLYGON (((-54.8951998119932 -27.08929411188,-54.8949374974652 -27.0896076016581,-54.8950711163748 -27.0896907232981,-54.8952391125 -27.0894850687004,-54.8952854612868 -27.0893580274553,-54.8951998119932 -27.08929411188)))","1594","15666","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Cainguás,Aristóbulo Del Valle
"MULTIPOLYGON (((-54.9021005359622 -27.0966430468098,-54.90163911134 -27.0965761838311,-54.9015337552298 -27.0970633184623,-54.9013948851143 -27.0975062377814,-54.901572458823 -27.0975593482178,-54.9017732893013 -27.097672721834,-54.9018583693929 -27.0975247753396,-54.9019983757873 -27.0972827616735,-54.9020955640252 -27.0970605320841,-54.9019839455111 -27.0970147376749,-54.9020137770068 -27.0969231801775,-54.9021005359622 -27.0966430468098)))","1595","15729","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Cainguás,Aristóbulo Del Valle
"MULTIPOLYGON (((-54.88940208911 -27.0979660314097,-54.8908310404273 -27.0988737804261,-54.8911621865157 -27.0983742668638,-54.8913935181498 -27.0979493900645,-54.8912282145198 -27.097691748637,-54.8913547813524 -27.0975090314298,-54.8914049108898 -27.0972574528373,-54.8910748663348 -27.096974,-54.8912971295374 -27.0966970314666,-54.8914630404273 -27.0963328740703,-54.8907439554449 -27.096014200794,-54.8903628259075 -27.0956252951598,-54.8897682186475 -27.095591842423,-54.8895082186476 -27.095997,-54.889842044555 -27.0962296102087,-54.8896323481849 -27.0965454527907,-54.8891032632026 -27.0972576100458,-54.8892368704625 -27.0973607672179,-54.8895556113876 -27.0976275471374,-54.88940208911 -27.0979660314097)))","1596","21470","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Cainguás,Aristóbulo Del Valle
"MULTIPOLYGON (((-55.7697410881519 -27.9213529387723,-55.7696074619348 -27.921462172515,-55.769680222174 -27.9216708268043,-55.7695352433041 -27.9217928953659,-55.7698359839248 -27.9220477169333,-55.7695616924907 -27.9222877946976,-55.7697999845461 -27.9225094791471,-55.7695462698984 -27.9227334095739,-55.7697524017239 -27.9229131945108,-55.7696061640881 -27.9230702351966,-55.7695685441487 -27.9232119707563,-55.7694679053018 -27.9232947784809,-55.7696032901447 -27.9234136038221,-55.769548138507 -27.923467487687,-55.7696451467527 -27.9235591321268,-55.7699300911012 -27.9233173974816,-55.7702426112686 -27.9230487202691,-55.7700148692171 -27.9228156879014,-55.7703051443575 -27.9225456225154,-55.7701888202587 -27.9224214002221,-55.7703475935398 -27.9222446123178,-55.7701943016409 -27.9221002681658,-55.7703658207228 -27.9218956127992,-55.7702129491351 -27.9217350269597,-55.770156361085 -27.9216257604573,-55.7699367116299 -27.9214011696619,-55.7698225275381 -27.9212830829607,-55.7697410881519 -27.9213529387723)))","1597","19917","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Apóstoles,Apóstoles
"MULTIPOLYGON (((-55.7338591925563 -27.4578966148873,-55.7301854756247 -27.4582967008562,-55.7305451968409 -27.4611846189969,-55.7308232418311 -27.461547,-55.731245 -27.461506,-55.7312352991438 -27.4610269467062,-55.7342123278001 -27.460789,-55.7338591925563 -27.4578966148873)))","1598","19629","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Candelaria,Candelaria
"MULTIPOLYGON (((-55.737079 -27.470171,-55.7356124392284 -27.4702770617735,-55.7353755600701 -27.4683205014529,-55.7368993799126 -27.4682120620087,-55.7367745314629 -27.4669692135271,-55.73653 -27.466991,-55.736212751965 -27.4650719379912,-55.7364596899563 -27.4650548759825,-55.736439 -27.464828,-55.736393 -27.464782,-55.7345803228958 -27.4649518952404,-55.7352371241984 -27.4706354568637,-55.737138 -27.470406,-55.737079 -27.470171)))","1599","19316","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Candelaria,Candelaria
"MULTIPOLYGON (((-55.7370746866159 -27.4516102841477,-55.7362010702491 -27.4516834912576,-55.7362399413773 -27.4524464514955,-55.7371859273945 -27.4523445711661,-55.7370984884801 -27.4519372284875,-55.7370746866159 -27.4516102841477)))","1600","13315","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Candelaria,Candelaria
"MULTIPOLYGON (((-55.7473508120126 -27.4517020254636,-55.7462134989139 -27.4518750759964,-55.7463305986457 -27.4523912534936,-55.7475001807663 -27.4522281378172,-55.7473508120126 -27.4517020254636)))","1601","13316","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Candelaria,Candelaria
