WKT,id,provincia,departamen,localidad,tipo
"MULTIPOLYGON (((-58.908618927 -27.461288452,-58.907981873 -27.461742401,-58.9076995849999 -27.461946487,-58.9074287409999 -27.46216774,-58.907299042 -27.4622859949999,-58.9068412779999 -27.462726593,-58.906627655 -27.4629554749999,-58.906322479 -27.463306427,-58.906028748 -27.463689804,-58.905879974 -27.46389389,-58.905754089 -27.464115143,-58.905693054 -27.464262009,-58.90562439 -27.464551926,-58.9056434629999 -27.464693069,-58.905906677 -27.4651279449999,-58.905956268 -27.4652957919999,-58.905883789 -27.465532303,-58.905742645 -27.465789795,-58.905693054 -27.4659729,-58.9057350159999 -27.4662189479999,-58.9058380129999 -27.466445923,-58.905948639 -27.4665660859999,-58.906074524 -27.466651917,-58.9064025879999 -27.466684341,-58.906845093 -27.466773987,-58.907012939 -27.4668235779999,-58.9071731569999 -27.4668865199999,-58.90732193 -27.466972351,-58.907424927 -27.4670925139999,-58.9075584409999 -27.4673843379999,-58.907653809 -27.4675140379999,-58.908016205 -27.467857361,-58.90819931 -27.467998505,-58.90838623 -27.468090057,-58.90864563 -27.468074799,-58.908977509 -27.467819214,-58.90908432 -27.4677181239999,-58.9091415409999 -27.4675807949999,-58.908950806 -27.4675025939999,-58.9087944029999 -27.4674892429999,-58.9085617069999 -27.467468262,-58.9083415169219 -27.4673751662054,-58.908335762108 -27.4673231023256,-58.9083665180446 -27.4673068828659,-58.9084373582647 -27.4672566878195,-58.9085205732462 -27.4671393698726,-58.9086390018393 -27.4669774304377,-58.9088418436524 -27.4667411713411,-58.909091949 -27.4665145869999,-58.909248352 -27.4664115909999,-58.9099884029999 -27.4657669069999,-58.9109916689999 -27.4648952479999,-58.911125183 -27.4647541049999,-58.9113502499999 -27.4644451139999,-58.9114799499999 -27.464220047,-58.911712646 -27.4637622829999,-58.911907196 -27.46342659,-58.911998749 -27.463266373,-58.9121208189999 -27.4630451199999,-58.912273407 -27.462860107,-58.912410736 -27.46276474,-58.9127273559999 -27.4627113339999,-58.9131133807349 -27.4626618941272,-58.9132652279999 -27.4626064299999,-58.9133104976147 -27.4625169720855,-58.9132543558256 -27.4623823386848,-58.9130812831189 -27.4622138480385,-58.9128843216741 -27.4620360567403,-58.9127145877345 -27.4619583091176,-58.9126205439999 -27.461883545,-58.912399292 -27.461854935,-58.9121589659999 -27.46187973,-58.911949158 -27.461994171,-58.9116592409999 -27.4623641969999,-58.9111709589999 -27.46305275,-58.910972595 -27.463344574,-58.910713196 -27.463733673,-58.9105796809999 -27.463928223,-58.910484314 -27.4640598299999,-58.9102706909999 -27.464309692,-58.9098091129999 -27.464782715,-58.9095802309999 -27.465024948,-58.909503937 -27.46515274,-58.9093757244308 -27.4652870768089,-58.9092584576725 -27.4653901678661,-58.909118652 -27.465488434,-58.9088488375276 -27.465574851654,-58.9084118866282 -27.465649732613,-58.9080857999102 -27.4656909716004,-58.90782547 -27.465694427,-58.907642365 -27.465662003,-58.9074325559999 -27.465528488,-58.907348633 -27.4653835299999,-58.907352448 -27.465148926,-58.907352448 -27.4646892549999,-58.9074670436044 -27.4644905355957,-58.9075884153627 -27.4642694621123,-58.9077403881838 -27.464017525017,-58.9078837554028 -27.463851679216,-58.9079669703843 -27.4637343576449,-58.907942694742 -27.4635197727685,-58.9079785539421 -27.4633674870359,-58.9080420623419 -27.4632988805657,-58.9082074250218 -27.4631882626468,-58.9083614715258 -27.4630761556418,-58.9084767504551 -27.4629538166307,-58.9086914059999 -27.462844849,-58.909355164 -27.4626712799999,-58.909584045 -27.462650299,-58.910266876 -27.462013245,-58.9101943969999 -27.461866379,-58.9102977669016 -27.4615068972932,-58.9102543998244 -27.4614273054151,-58.9101721532257 -27.4613831321464,-58.9099368198079 -27.461344983317,-58.909702301 -27.4613475799999,-58.909513814153 -27.4613606438169,-58.9093567429785 -27.4613835892272,-58.9092040778543 -27.461373250138,-58.9090536114063 -27.4613739753432,-58.9089069228155 -27.4613382548158,-58.9087363454865 -27.4612932338199,-58.908618927 -27.461288452)))","41",Chaco,San Fernando,San Fernando,Humedal
"MULTIPOLYGON (((-58.800888025185 -27.4993947297617,-58.8006669138208 -27.4990548734057,-58.8004785596958 -27.4991531451231,-58.8001755552339 -27.4996281250905,-58.7997169538861 -27.5001276729872,-58.7996801019921 -27.5002627965986,-58.7996596287176 -27.5003856362453,-58.7997742790546 -27.5005371384763,-58.7997701843997 -27.500659978123,-58.7998438881877 -27.5006190315741,-58.7999994850736 -27.5005371384763,-58.8002124071279 -27.5004142988296,-58.8005358848643 -27.5003692576258,-58.8009125931143 -27.5002587019437,-58.8010600006904 -27.5001686195361,-58.8010313381061 -27.5000580638541,-58.800888025185 -27.4993947297617)))","119",Corrientes,Capital,Corrientes,Sin datos
"MULTIPOLYGON (((-58.9450530529081 -27.4743631958435,-58.944901932174 -27.4745269796636,-58.9446448782529 -27.4746845215791,-58.9443489535076 -27.4748220712856,-58.9441043862947 -27.4748668495307,-58.9437278115267 -27.4748019143858,-58.9434040658735 -27.4746146454182,-58.9432651394952 -27.4745255688812,-58.9429939642727 -27.4745288820732,-58.9427364115005 -27.4745268050429,-58.9423347263984 -27.4742246223553,-58.9418620467633 -27.4736206672151,-58.941654205 -27.47303772,-58.9415969849999 -27.472558975,-58.941551208 -27.4724140169999,-58.941440582 -27.47227478,-58.9412651059999 -27.472135544,-58.941013336 -27.4719600679999,-58.940898895 -27.471862793,-58.940811157 -27.471748352,-58.940670013 -27.471391678,-58.940616608 -27.471197128,-58.9405326839999 -27.4708023069999,-58.940509796 -27.470481873,-58.940490723 -27.4700584409999,-58.94046402 -27.4698410029999,-58.940422058 -27.4696865079999,-58.9402999879999 -27.469385147,-58.940128326 -27.469100952,-58.939987183 -27.468925476,-58.939880371 -27.468805313,-58.939651489 -27.4685821529999,-58.9394912719999 -27.468482971,-58.9391384493503 -27.4683447391901,-58.9390068547922 -27.4682740663867,-58.9388844766341 -27.4682312854405,-58.9387801095812 -27.4682606508067,-58.9387207920354 -27.4683318578418,-58.9385799462869 -27.4684549314767,-58.9384026305404 -27.4686163036506,-58.9382638845677 -27.4687129740931,-58.9381012411594 -27.4688557539693,-58.9379903682804 -27.4689448042213,-58.9379834320619 -27.4690762608833,-58.9381277708903 -27.4693959039146,-58.9382930813844 -27.4696177462859,-58.9384500014727 -27.4698897897976,-58.9385991767437 -27.4701043777068,-58.9388803508722 -27.4704840915568,-58.9391820575764 -27.4708931841972,-58.9394066595234 -27.4712100428762,-58.9395298201876 -27.4716079547972,-58.9397083227395 -27.471896172167,-58.9397937831121 -27.4721598342946,-58.939888 -27.472427368,-58.939937592 -27.4727096559999,-58.939975739 -27.47290802,-58.940021515 -27.473175049,-58.9401047605061 -27.4735859601806,-58.9402303524379 -27.4738482287571,-58.9404782236274 -27.4741158107805,-58.9408032082718 -27.4744202154244,-58.9411120750882 -27.4746065532457,-58.9415380793208 -27.4748462664607,-58.9417608314786 -27.4749320063044,-58.9418989144675 -27.4750538055459,-58.9421145239084 -27.4752514722927,-58.9423037492334 -27.4753163840228,-58.942448544547 -27.4753980235937,-58.9426715032033 -27.4755032853833,-58.9428351617091 -27.47556893751,-58.9430470019906 -27.4757476384453,-58.9432913366121 -27.4758495558825,-58.9435497153785 -27.4759297216899,-58.9437072984505 -27.4759832876666,-58.9438852162974 -27.4759913044394,-58.9439791018662 -27.4759831353265,-58.9440815843394 -27.475944289591,-58.9442588913883 -27.475838333979,-58.9444508620777 -27.4757691933681,-58.9446692429758 -27.4756665893285,-58.9448067238643 -27.4756190092874,-58.944905221982 -27.4755970821958,-58.9450750809149 -27.4755460664934,-58.9452307968025 -27.4754793382595,-58.945315474669 -27.475387873009,-58.9454831436232 -27.4752703882273,-58.9456030307527 -27.4751620078251,-58.9457396856471 -27.4750363381862,-58.9459593664198 -27.4746630234478,-58.9461206545409 -27.4744764649253,-58.9462730490566 -27.4742081895239,-58.9464807941578 -27.4737748154391,-58.9466138222818 -27.4733906088327,-58.9467352027377 -27.4731141460283,-58.9468211717812 -27.4728073714581,-58.946846008 -27.472532272,-58.946949005 -27.472070694,-58.94701767 -27.471618652,-58.947040558 -27.471311569,-58.947048187 -27.471105576,-58.947048187 -27.4706993099999,-58.947048187 -27.4705600739999,-58.947013855 -27.4702796939999,-58.9469299319999 -27.4697284699999,-58.9468307122375 -27.4694358400596,-58.9467077580719 -27.4690574437085,-58.9465830997323 -27.4688553145934,-58.9465278013326 -27.4686879640207,-58.9464437951474 -27.4685055486746,-58.9462485378767 -27.4681514981453,-58.9460695190783 -27.4678144619146,-58.9457359679713 -27.4673467828604,-58.945477632693 -27.4669895598255,-58.9453811441484 -27.4668922080101,-58.9452314395846 -27.4667119198943,-58.945208196435 -27.4665949600943,-58.9451130979677 -27.4663197550817,-58.9450150563353 -27.4661036785866,-58.9448866288363 -27.4658825774694,-58.9448676928365 -27.4656948661551,-58.9448770690202 -27.4653723492658,-58.944958399422 -27.4652455459654,-58.9450495831147 -27.4650943851159,-58.9450726545562 -27.464970177511,-58.9451227643997 -27.4648156642132,-58.9451405950992 -27.4647020544753,-58.9451932351109 -27.4644493623144,-58.9454107987124 -27.4642132390771,-58.9458431892487 -27.4638196458663,-58.9463181078216 -27.4635106621334,-58.9467586387771 -27.4633243981602,-58.9471614433481 -27.463170112088,-58.947557329096 -27.4630364650629,-58.9477270978261 -27.4628925628636,-58.9478205790955 -27.4627899314002,-58.9477302822804 -27.4626313068425,-58.947588627933 -27.4625654637796,-58.947348888465 -27.4625605995058,-58.9469295443714 -27.4626131709453,-58.9463917890799 -27.4627168633565,-58.945944150198 -27.4627934184643,-58.9454315226359 -27.4630235579694,-58.9449419404224 -27.46329572381,-58.9446067809999 -27.463663101,-58.944355011 -27.463844299,-58.944217682 -27.4639797209999,-58.943920135 -27.464336395,-58.943817139 -27.464473724,-58.943733215 -27.464614868,-58.9436531069999 -27.4648284909999,-58.943645477 -27.4650096889999,-58.943668365 -27.465145111,-58.943740845 -27.465425491,-58.9438156884363 -27.4656785591385,-58.9438825095104 -27.4658669271964,-58.944049054647 -27.4662336255574,-58.9441944172704 -27.466706306486,-58.9443534197393 -27.4670627744024,-58.9445469087261 -27.4673339920101,-58.9447535984685 -27.4676161810092,-58.9448780503096 -27.4677987887645,-58.9449538812851 -27.4679955215585,-58.9451168855048 -27.468224246185,-58.9452168204146 -27.4683943920496,-58.9452876258442 -27.4685658356167,-58.9453919668043 -27.4687026986722,-58.945464889405 -27.4687369201973,-58.9455673457853 -27.468864300004,-58.9456993446428 -27.4690294285423,-58.9459134564082 -27.4694228971027,-58.946063995 -27.4702529909999,-58.9460946118769 -27.4708335168782,-58.9461351944503 -27.4712964966038,-58.9460999112578 -27.4717843799547,-58.946055420363 -27.4721889626277,-58.9459799328035 -27.4724745440553,-58.9459706729155 -27.4727236904917,-58.9458863906508 -27.4729650180174,-58.9456872424539 -27.4733677179476,-58.9455375759073 -27.47361275457,-58.9450530529081 -27.4743631958435)))","43",Chaco,San Fernando,Resistencia,Humedal
"MULTIPOLYGON (((-61.1706569846357 -27.2297172411662,-61.1708098635639 -27.229933863355,-61.1701267190726 -27.2305822992534,-61.1715427617439 -27.2319241108476,-61.1721959958987 -27.2312954089989,-61.1727566471191 -27.2304556661979,-61.1716034981842 -27.2291177297438,-61.1710627155025 -27.2293754434348,-61.1706569846357 -27.2297172411662)))","44",Chaco,Chacabuco,Charata,Pantano
"MULTIPOLYGON (((-59.0420816663003 -27.4267731226948,-59.0420017152457 -27.42659120101,-59.0418785351413 -27.426346048064,-59.0418320733157 -27.4261783278754,-59.0418494699397 -27.4260122791638,-59.0418919653323 -27.4259725741539,-59.0419715728983 -27.4259542817739,-59.0420994233114 -27.4259031622662,-59.0421634152749 -27.4258503710007,-59.0421742996675 -27.4257728373757,-59.0420659652021 -27.4256906301997,-59.042000864973 -27.4256385993343,-59.0419010233621 -27.4255881170706,-59.0418584152021 -27.425550065232,-59.0418639319353 -27.4254344841215,-59.0419349338793 -27.4253067094327,-59.0420274272076 -27.4251989034523,-59.0420861850255 -27.425053601071,-59.0421181965671 -27.4249280395933,-59.0419612602059 -27.424777607699,-59.0417608277672 -27.4246728708578,-59.0415708843662 -27.4246209350033,-59.0413874376366 -27.4245796486264,-59.0411502520732 -27.4245545504913,-59.0409750467304 -27.42455475068,-59.040835557521 -27.4247126890525,-59.0407817979407 -27.4248610983628,-59.0407670391359 -27.4249411833914,-59.0407365260282 -27.425074287834,-59.0407055203581 -27.4251608042545,-59.040665513711 -27.4252681730676,-59.0406587500117 -27.4253664501877,-59.0406779833718 -27.4254412147444,-59.0406734673234 -27.4255508061315,-59.0406796969672 -27.4256703817949,-59.0406889234789 -27.4258050431891,-59.0407823915589 -27.4258565228696,-59.041004325755 -27.4259151174539,-59.0412060103464 -27.4260041022761,-59.0413606990567 -27.4261432181403,-59.0417910193041 -27.4265891783692,-59.0419437066447 -27.4267402728008,-59.0420169251199 -27.4268221420891,-59.0420816663003 -27.4267731226948)))","45",Chaco,San Fernando,Fontana,Pantano
"MULTIPOLYGON (((-58.963582770199 -27.4629874084236,-58.9633780187068 -27.4628754997259,-58.9631656583373 -27.4628306355633,-58.9630190285584 -27.4629248502836,-58.9629330731707 -27.4630818746384,-58.9627769353662 -27.4632887819519,-58.962672921 -27.4634588883372,-58.962465497 -27.463844056,-58.9623906674297 -27.4641751699067,-58.9622041932535 -27.4643701743003,-58.9618245851091 -27.4645651783488,-58.9614685786954 -27.4645754160326,-58.9609787915242 -27.4644706309744,-58.9607123998439 -27.4642342621836,-58.9604326885796 -27.4639978928859,-58.9601929360674 -27.4638206155801,-58.959886585635 -27.4636669750177,-58.9595935547867 -27.463501515711,-58.9590874105941 -27.4631705963527,-58.9586745034897 -27.4629814991305,-58.9581150809611 -27.462839676001,-58.9576389058326 -27.462762855063,-58.957119442056 -27.4628101294927,-58.9566898854715 -27.4628278573986,-58.9562902979511 -27.4629342247743,-58.9559100123791 -27.4628665268948,-58.9555560784299 -27.4628665268948,-58.9552425940749 -27.462947282348,-58.9548717622535 -27.4629726351903,-58.9546986076613 -27.4629667258964,-58.9545587520292 -27.4630553652715,-58.9544521953571 -27.4632178706076,-58.9544721747331 -27.463439468407,-58.9546519891173 -27.4635812907649,-58.9549050612136 -27.4637024305511,-58.9551581333099 -27.4638087970829,-58.9555044424943 -27.4639742559283,-58.9561171433589 -27.464045166786,-58.9568364008957 -27.4640215298385,-58.9573292255042 -27.4640215298385,-58.9579152872009 -27.4640569852579,-58.9585146684815 -27.4642224437308,-58.958927575586 -27.4643406282022,-58.9593138435224 -27.4645179046718,-58.9594603589465 -27.4647069992584,-58.9597533897949 -27.4649197302807,-58.9599398639711 -27.4651915526561,-58.9601929360674 -27.4654279193942,-58.9604060494116 -27.4656406490251,-58.9606857606759 -27.4659479244338,-58.9610054306922 -27.46618428955,-58.9613117811246 -27.4663497448297,-58.9615648532208 -27.4663851995002,-58.9620177190773 -27.466302471918,-58.9624173065978 -27.4660661070553,-58.9627769353662 -27.4657706502641,-58.9630566466304 -27.4655697391937,-58.9633097187267 -27.4656406490251,-58.9636227289511 -27.4657470136866,-58.9638824608394 -27.4659479244338,-58.9641155535596 -27.4661370165673,-58.964468522536 -27.4663792903892,-58.9647282544243 -27.4665329271711,-58.9649813265206 -27.4664561088069,-58.9651944398648 -27.4662138351538,-58.9652410584088 -27.4659479244338,-58.9649946461046 -27.4656583764758,-58.9649147286005 -27.4654338285561,-58.9649813265206 -27.4649847313445,-58.9648148317204 -27.4647188176593,-58.9638824608394 -27.4637024305511,-58.9638425020873 -27.4634424230413,-58.9637958835433 -27.4632001427644,-58.963582770199 -27.4629874084236)))","46",Chaco,San Fernando,San Fernando,Pantano
"MULTIPOLYGON (((-58.9637925536472 -27.4624186375103,-58.9639890175115 -27.4623418162789,-58.9641954710637 -27.4622280616649,-58.9645451101441 -27.4618099755164,-58.9646150379601 -27.4615957611511,-58.9648381409924 -27.461366772921,-58.9652410584088 -27.4611156239927,-58.9658171304174 -27.4608437915668,-58.9661867488738 -27.4608570877336,-58.9666795734824 -27.4610107322121,-58.9670192228747 -27.46109937316,-58.967285614555 -27.4611289201268,-58.967680844289 -27.461273837814,-58.9684594989772 -27.4614174050973,-58.9689701751039 -27.4612917837347,-58.9693443338502 -27.46104054058,-58.9697336611943 -27.4606636747744,-58.9701432133355 -27.4603765380579,-58.9704263604948 -27.4601342658717,-58.9705173720818 -27.4600265891735,-58.9704566976905 -27.4598291816205,-58.9705375968788 -27.4592997687107,-58.9709522052193 -27.4589049506485,-58.9711291721939 -27.4585908898167,-58.9712656895743 -27.4581781227916,-58.9712555771758 -27.4577877873354,-58.9710280482084 -27.4573525841057,-58.9707853506433 -27.4571013319745,-58.9703707423028 -27.456684072706,-58.9700016397558 -27.4563879522673,-58.9697437735928 -27.4563206520567,-58.9695213008248 -27.4562847585942,-58.9691673668756 -27.4563475721458,-58.968823545325 -27.4565270392391,-58.9687524006502 -27.4566814878612,-58.9688639949191 -27.4570115989318,-58.968879163517 -27.4573346375439,-58.9689954561003 -27.4577204879792,-58.9690915238865 -27.4580255780652,-58.9690712990894 -27.458173636185,-58.9691774792741 -27.4584069394855,-58.9692684908611 -27.4585819166369,-58.9693948958429 -27.458689594746,-58.9695314132233 -27.4587389471774,-58.9696881554008 -27.4590933867182,-58.9697437735928 -27.459411932675,-58.9695870314153 -27.4596317737141,-58.9694050082415 -27.4601522119778,-58.9690106246981 -27.4604931874392,-58.9686566907489 -27.4604214032192,-58.9683330939954 -27.4603137268015,-58.9682066890135 -27.4600535083579,-58.9681814080172 -27.4596138275232,-58.9682977006005 -27.4592728493423,-58.9682319700099 -27.4587793264231,-58.9679993848433 -27.4582050424273,-58.9678021930716 -27.4577474077266,-58.9673774723326 -27.4569577590711,-58.9669126662026 -27.4565667746795,-58.9664864395142 -27.4562121958843,-58.9659669757376 -27.4559048933395,-58.9655066786012 -27.4556476476914,-58.9650162272716 -27.4554502322984,-58.9645409445399 -27.4552573032775,-58.9641920667899 -27.4551944891048,-58.9639847626197 -27.4552573032775,-58.9638491618793 -27.4554084797273,-58.9636959866632 -27.4556212286919,-58.9636662220654 -27.4557732754847,-58.9637976832466 -27.4559886370831,-58.9640822545996 -27.4561530993076,-58.9644085844079 -27.4563067503412,-58.9648291478985 -27.4565629326227,-58.9653044306302 -27.4570026256235,-58.9656280273838 -27.4573974504975,-58.9659617365359 -27.4577743274675,-58.9661538721083 -27.4581870960042,-58.9662651084923 -27.4586716484017,-58.9661301406418 -27.4590945929673,-58.9658770685455 -27.4593250632891,-58.965437522273 -27.4596087184083,-58.9650845532967 -27.4599485125499,-58.9647315843203 -27.4600489733583,-58.9643752854479 -27.4601523886804,-58.9637525948952 -27.4605276377935,-58.9634762135269 -27.4608689065473,-58.9633097187267 -27.4611451709552,-58.9631398940305 -27.4615381448025,-58.9630999352785 -27.4617242898202,-58.9631332342385 -27.461895661146,-58.9632031620546 -27.4620108934394,-58.9632431208066 -27.4620965789128,-58.9632864094547 -27.4621734003151,-58.9634762135269 -27.4623565895968,-58.9637925536472 -27.4624186375103)))","47",Chaco,San Fernando,San Fernando,Pantano
"MULTIPOLYGON (((-58.9513853611378 -27.4694770983559,-58.9509990932014 -27.4695834593151,-58.9507460211051 -27.4697961809255,-58.950626144849 -27.4700207199578,-58.950612825265 -27.4702688941453,-58.9508259386092 -27.4707061520684,-58.9510124127854 -27.4709306892465,-58.9513986807218 -27.4713443091666,-58.951571835314 -27.4716161156973,-58.9516251136501 -27.471769745179,-58.9517050311541 -27.4720415506604,-58.9517316703222 -27.4723606258048,-58.9516917115701 -27.472596977168,-58.951598474482 -27.4727860578935,-58.9514652786419 -27.4729869558089,-58.9511988869616 -27.4730696783735,-58.9507859798572 -27.4729751382946,-58.9502265573285 -27.4728096929614,-58.949760371888 -27.4726087947228,-58.9493341451996 -27.4724433488396,-58.9489611968472 -27.472407896118,-58.9487081247509 -27.4723842609639,-58.9485616093267 -27.4725733420545,-58.9484816918226 -27.4728096929614,-58.9486415268308 -27.4731405833794,-58.9488812793431 -27.4734242029468,-58.9492808668635 -27.4737078217843,-58.9496671347999 -27.474015074701,-58.9501066810724 -27.4742159703756,-58.9505595469289 -27.4741450660617,-58.9508792169453 -27.4741687008381,-58.951611794066 -27.4741096138876,-58.9520513403385 -27.4740859790986,-58.9525974432831 -27.474003257297,-58.9528904741314 -27.4738141786601,-58.9531302266437 -27.4735660124568,-58.953436577076 -27.4732823932544,-58.9535697729162 -27.4730224083442,-58.9536097316682 -27.4726324298287,-58.9537029687563 -27.4723251730566,-58.9537962058444 -27.4720533682748,-58.9538361645965 -27.4716633863299,-58.9537695666764 -27.4713324914761,-58.9535564533321 -27.4709897779016,-58.9530369895556 -27.47044616108,-58.9526374020352 -27.4700798091007,-58.9521312578426 -27.4697134559036,-58.9517849486582 -27.4694534625733,-58.9513853611378 -27.4694770983559)))","48",Chaco,San Fernando,Resistencia,Laguna
"MULTIPOLYGON (((-58.9491709802954 -27.4778202128882,-58.9489978257032 -27.4777670363966,-58.9488646298631 -27.4776665918425,-58.9486115577668 -27.4776075067679,-58.9484250835906 -27.4775070620684,-58.9482519289984 -27.4773888917164,-58.9480254960702 -27.4773357150166,-58.9477191456378 -27.4773416235401,-58.9475260116696 -27.4772470871267,-58.9474061354135 -27.4772116359507,-58.9472130014453 -27.4771998188895,-58.9470664860211 -27.4771348250304,-58.9468467128849 -27.4771230079609,-58.9466735582927 -27.4771111908902,-58.9464804243245 -27.4771407335646,-58.9462939501483 -27.4772057274203,-58.9461873934762 -27.4772589041828,-58.9461752772331 -27.4773633672332,-58.9460941563881 -27.4774538854257,-58.9461540945162 -27.4775602386854,-58.9461873934762 -27.4776961343679,-58.9462673109803 -27.477778853397,-58.9464204861964 -27.4777847618967,-58.9465536820366 -27.477885206343,-58.9466003005806 -27.4780329185978,-58.9466535789167 -27.4781392712985,-58.9467534757968 -27.4781865391326,-58.946959929349 -27.4782515323713,-58.9472662797814 -27.4782456238967,-58.9475193518776 -27.4783519763921,-58.9477657641819 -27.4784583287849,-58.9480854341982 -27.4785410472416,-58.9483118671265 -27.4786001318155,-58.9485050010947 -27.4786237656362,-58.9487181144389 -27.4785824064467,-58.9489512071592 -27.4785174134032,-58.9491576607114 -27.478487871098,-58.9493041761356 -27.478499688021,-58.9494107328077 -27.4785469557004,-58.9494906503118 -27.4786296740906,-58.9495505884398 -27.4787596600068,-58.9495972069839 -27.4788541951223,-58.949723743032 -27.4788541951223,-58.9499634955443 -27.4787655684539,-58.9501366501365 -27.4786946670679,-58.9501832686805 -27.4785824064467,-58.9503564232727 -27.478481962636,-58.9504363407768 -27.4783815187337,-58.9504230211928 -27.4782810747399,-58.9504097016088 -27.4781569967387,-58.9505295778649 -27.4780329185978,-58.9506827530811 -27.4779620167402,-58.9508026293372 -27.4779088403171,-58.9510090828894 -27.4778792978487,-58.9511888972736 -27.4778674808591,-58.9511489385216 -27.4778024873938,-58.9509624643454 -27.4777434023921,-58.9507759901692 -27.4776843173587,-58.950576196409 -27.4777434023921,-58.9503697428567 -27.4777965788951,-58.9502631861846 -27.4778497553724,-58.9499834749203 -27.4779206573022,-58.949657145112 -27.4779915591864,-58.9494640111437 -27.4779679252301,-58.9491709802954 -27.4778202128882)))","50",Chaco,San Fernando,Resistencia,Humedal
"MULTIPOLYGON (((-58.9652010996568 -27.4497882126163,-58.9652277388249 -27.4497527526086,-58.965287676953 -27.4497291125972,-58.9653675944571 -27.4496626250378,-58.9654741511292 -27.4495296497988,-58.9655257645173 -27.4494232694922,-58.9655890325413 -27.4493804218397,-58.9656806046814 -27.4493124565637,-58.9657521974455 -27.4492592663185,-58.9658038108335 -27.449211986079,-58.9658537592736 -27.4491558407683,-58.9658670788576 -27.4490923078822,-58.9658038108335 -27.4490346850004,-58.9658121355736 -27.4489667195114,-58.9658470994816 -27.4488972764685,-58.9658937180256 -27.4488366984591,-58.9660002746977 -27.448762822793,-58.9660135942817 -27.4486800819882,-58.9660169241778 -27.4486062062171,-58.9660202540737 -27.4485146001924,-58.9661168210579 -27.4484436793467,-58.9661834189779 -27.4482841072773,-58.9661567798099 -27.448192500985,-58.9661501200179 -27.4480979395713,-58.966203398354 -27.447911771551,-58.966220047834 -27.4477640189304,-58.966186748874 -27.4476635470353,-58.966210058146 -27.4475482997488,-58.9662275401 -27.4474995412452,-58.966217550412 -27.4474589091424,-58.9661892462959 -27.4474330523473,-58.9661276432199 -27.4474928923476,-58.9660968416818 -27.4476133110534,-58.9659902850097 -27.4478083447373,-58.9658704087536 -27.4479235917521,-58.9658071407295 -27.4479915578839,-58.9657988159895 -27.448071344159,-58.9658121355736 -27.4483313879145,-58.9657388778615 -27.448483572328,-58.9657422077575 -27.4486195038596,-58.9657172335375 -27.4487391825694,-58.9657355479655 -27.4488736362737,-58.9657338830175 -27.4489460343542,-58.9657022490054 -27.449025819939,-58.9656256613974 -27.4490657127097,-58.9655290944132 -27.4491617507867,-58.9654358573252 -27.4492178961101,-58.965320975913 -27.4493021140181,-58.9652543779929 -27.4493686017947,-58.9652227439809 -27.4494557745968,-58.9652194140849 -27.4495444248333,-58.9651611409049 -27.4496434175132,-58.9651428264768 -27.4497645726125,-58.9652010996568 -27.4497882126163)))","51",Chaco,San Fernando,Resistencia,Pantano
"MULTIPOLYGON (((-59.0460984256423 -27.4108203953632,-59.0457920752099 -27.4109977578279,-59.0454990443616 -27.4111514717337,-59.0452992506014 -27.4112697130541,-59.0450861372572 -27.4114943712143,-59.0448730239129 -27.4116007880781,-59.0444867492402 -27.4116812105297,-59.0440871684561 -27.4116835566791,-59.0437275396877 -27.4114352506901,-59.0432480346632 -27.4111632958714,-59.0427751894307 -27.4109149887132,-59.0419909989218 -27.4104080265323,-59.0417895402136 -27.4102350972097,-59.0416163856214 -27.4100459092646,-59.0413499939411 -27.4098271602993,-59.041170179557 -27.4098035117366,-59.0409720507447 -27.4099439250036,-59.0408371899566 -27.4100872941553,-59.0407456178165 -27.4101538055542,-59.0407422879205 -27.410266135826,-59.0409903651728 -27.4105011422093,-59.0413100351891 -27.4107849228361,-59.0416163856214 -27.4110095819821,-59.0419693545978 -27.4113347457264,-59.0422357462781 -27.4116185242121,-59.0424288802463 -27.4117663252181,-59.0426819523426 -27.4119555102171,-59.0429333594909 -27.4121166128125,-59.0432480346632 -27.4122511111296,-59.0434744675914 -27.4124166472952,-59.0439406530319 -27.4124875912902,-59.044454163 -27.412512212,-59.044926302249 -27.4123929992867,-59.0455922814497 -27.412322055231,-59.0460451473062 -27.4122038150368,-59.0464713739947 -27.4118727418199,-59.046751085259 -27.4115061953154,-59.0465779306668 -27.4110214061351,-59.0460984256423 -27.4108203953632)))","52",Chaco,San Fernando,Resistencia,Pantano
