WKT,id,provincia,departamen,localidad,tipo
"MULTIPOLYGON (((-58.1947908260287 -26.1554892400536,-58.1947720943867 -26.1554690202906,-58.1947306980169 -26.1554523877011,-58.1945909985499 -26.1554237131344,-58.1943872408976 -26.1553632243019,-58.1942993100026 -26.155319456082,-58.1941594990026 -26.1552182096042,-58.1941218282938 -26.1551579303765,-58.1940928563682 -26.1551106266667,-58.194026352017 -26.1550162700508,-58.1939681199505 -26.1549702852665,-58.1939448256678 -26.1549612758,-58.1939206871249 -26.1549667522946,-58.1938604033565 -26.1550292867586,-58.1937939419371 -26.155110463333,-58.1937094490282 -26.1551812454382,-58.1936561092933 -26.1552603451168,-58.1936281715793 -26.1553310082358,-58.1936075352555 -26.1553762272263,-58.1935505317205 -26.1555525084779,-58.1935629805427 -26.1555908349285,-58.1935955700487 -26.1556127254402,-58.1937764511802 -26.1556851149785,-58.1939420366594 -26.1557516451897,-58.1941088841605 -26.1558245997293,-58.1942567955072 -26.1558387262844,-58.1943157364629 -26.1558382297933,-58.1943686380506 -26.155869601651,-58.1943841771545 -26.1558892226126,-58.194410066079 -26.1559083095145,-58.1944592147153 -26.1559330992261,-58.1944774745551 -26.1559415254012,-58.1944894732289 -26.1559415583924,-58.1944979818726 -26.1559363476647,-58.1945184042192 -26.155913519105,-58.194537073272 -26.1558848959408,-58.1945540949277 -26.1558463213413,-58.1945657140509 -26.1558052897377,-58.1945797909884 -26.1557517249167,-58.1946010222964 -26.1557157960642,-58.1946216888227 -26.1557020369722,-58.1946597256249 -26.1556640002908,-58.1947016205469 -26.1556330811064,-58.1947494092734 -26.1556039891445,-58.194770884033 -26.1555818219683,-58.1947879417156 -26.1555371694533,-58.1947908260287 -26.1554892400536)))","11",Formosa,Formosa,Formosa,Pantano
"MULTIPOLYGON (((-59.1193662358603 -25.7527898543545,-59.1192548615884 -25.7527600165823,-59.1191519602392 -25.7527979612383,-59.1190113011488 -25.7527900563089,-59.1189067705041 -25.7527461701639,-59.1188334463453 -25.7526411613953,-59.1187040135295 -25.7525925889882,-59.1185201127098 -25.7526088334713,-59.1183559110874 -25.7526521930012,-59.1182757319436 -25.7526346830076,-59.1181408151396 -25.7526561096665,-59.1180841558122 -25.7527342360416,-59.1180316094758 -25.7527598631366,-59.1180450043584 -25.7528527868841,-59.1180622312179 -25.7529407814926,-59.1180022905839 -25.7530021468186,-59.1180879310002 -25.7530965583013,-59.1181765944245 -25.7531084003201,-59.1182857773728 -25.7531515474841,-59.1185397437603 -25.7530766503358,-59.1187014730449 -25.7530941704939,-59.1188771592404 -25.7531094741072,-59.1190772082944 -25.7530777036638,-59.1192082931214 -25.7530612061424,-59.1193604481426 -25.7530543238697,-59.1194151971605 -25.7529419371188,-59.1193662358603 -25.7527898543545)))","22",Formosa,Pirané,Pirané,Pantano
"MULTIPOLYGON (((-58.1384680147769 -26.1483351061521,-58.1375823575303 -26.1474330255924,-58.1367404037847 -26.1470539901415,-58.1358388860574 -26.1470730255301,-58.134834147443 -26.1466667580145,-58.1341954098658 -26.1462202227743,-58.1338923382022 -26.1458795473471,-58.1332928790637 -26.1455327870235,-58.1326249126285 -26.1453381964395,-58.1318513729888 -26.1454076385644,-58.131254079786 -26.1455728444329,-58.1308038507575 -26.1457854353289,-58.1308509196504 -26.1463256237897,-58.131376293569 -26.1465957798234,-58.1314448008657 -26.1464436106932,-58.1320925749489 -26.1465354014397,-58.1322710339168 -26.146842802093,-58.1322036328856 -26.1471007892893,-58.1323270927202 -26.1473285660113,-58.1329119840251 -26.1475009714946,-58.1334486069807 -26.1476280201594,-58.133795475336 -26.1478910963496,-58.1341591706513 -26.1482398357604,-58.1347979082285 -26.1486863632736,-58.1353794341413 -26.1488416340843,-58.1359598537886 -26.1488910878211,-58.1370050237027 -26.1492026217298,-58.1377033252615 -26.1492510822754,-58.1383269360479 -26.1495078908207,-58.1386912136182 -26.1497218360919,-58.1389070383578 -26.1497936667823,-58.1390834980439 -26.1498717280863,-58.1394101856958 -26.1499569254926,-58.1396706368263 -26.1500305252132,-58.1399526980875 -26.1501139533299,-58.1403438704233 -26.1501955684492,-58.1405908483368 -26.1502757168197,-58.1408846942945 -26.1503815690292,-58.1411485137292 -26.1504535312844,-58.1414090369135 -26.1505149745384,-58.141666122652 -26.150571441494,-58.1420079662169 -26.1506586558114,-58.1423012532174 -26.1507491392222,-58.1424828476064 -26.1507468944584,-58.1425622924272 -26.1506504110622,-58.1425625922913 -26.1505267080478,-58.1425258378966 -26.1504397837148,-58.141926920242 -26.1502210235308,-58.1416701227188 -26.1501159316335,-58.1409448951115 -26.1499491811733,-58.1408340467603 -26.149841965765,-58.1395408385111 -26.1495012401099,-58.1384680147769 -26.1483351061521)))","12",Formosa,Formosa,Formosa,Pantano
"MULTIPOLYGON (((-59.1126926332793 -25.7247795649291,-59.112797061579 -25.7247545342088,-59.1128415302039 -25.7247024454105,-59.112897143481 -25.7246035613033,-59.1130419846544 -25.7245376386628,-59.1131922498187 -25.724543316468,-59.1133936224332 -25.7244909261886,-59.1135422411769 -25.7244842022526,-59.1136972848019 -25.7244145483222,-59.1137883970994 -25.7243613815968,-59.1138735877343 -25.7242859394632,-59.1139915755637 -25.7241546341343,-59.1140829623443 -25.7240549915033,-59.1143046834982 -25.7237833882379,-59.1144081991807 -25.7236100594929,-59.1145146033759 -25.723483407597,-59.1145921473761 -25.7233050583032,-59.1148275962565 -25.7229918752679,-59.1149292349338 -25.7228568339062,-59.1150422322072 -25.7227319479762,-59.1151388382794 -25.7225871528672,-59.1152678755687 -25.7224484621886,-59.1153648476181 -25.7222416980745,-59.1154325934952 -25.7220452045581,-59.1153748878969 -25.721846126316,-59.1152845680928 -25.7216719275836,-59.1151774509099 -25.721511653483,-59.1150552742631 -25.7213622138569,-59.1148271873949 -25.7213140226528,-59.1146742804664 -25.7213945955151,-59.1143848578107 -25.7215756502963,-59.1140925960875 -25.7216783602239,-59.1138659287531 -25.7216693414593,-59.1136396126042 -25.7216940364515,-59.1133469996955 -25.7217630325484,-59.113290863338 -25.7217874277916,-59.1130739682411 -25.7219639959242,-59.1130299349001 -25.7220821485942,-59.1130124568608 -25.7221763838992,-59.1129376937153 -25.7222332862251,-59.1128568864576 -25.7221954687352,-59.1127774950355 -25.722220743946,-59.1127303518421 -25.7222831080993,-59.1127010008939 -25.7225241562312,-59.112656041516 -25.7228689905157,-59.1125458029096 -25.7230159508661,-59.1124749545758 -25.7231088141484,-59.1124462440878 -25.7232414161489,-59.1124314369192 -25.7233492967063,-59.1123596006377 -25.7234929702219,-59.1124185723647 -25.7235708390309,-59.1125148780683 -25.7236399631066,-59.1126114545569 -25.7236865314797,-59.1126647259612 -25.7237512352746,-59.1126926897028 -25.723838250723,-59.1126501710879 -25.7239561609135,-59.1125768274762 -25.7240522339144,-59.112491270864 -25.7241896438735,-59.1125015587859 -25.7244975568439,-59.1125249746514 -25.7246092136897,-59.1125771703115 -25.724716298725,-59.1126926332793 -25.7247795649291)))","13",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1211118175434 -25.7405015402103,-59.1211161973512 -25.7404932829035,-59.1211250946346 -25.7404713452348,-59.1211499996452 -25.7404576674295,-59.1211553374473 -25.7404481777236,-59.1211633441504 -25.7404339431632,-59.1211839367673 -25.7404349933857,-59.1212053525502 -25.7404218697709,-59.1212244421814 -25.740409115618,-59.1212270436684 -25.7403979000413,-59.1212273892571 -25.740375160146,-59.1212087828822 -25.7403597513468,-59.1211875778598 -25.7403371936182,-59.121175607191 -25.7403250518183,-59.1211549499996 -25.7402991663536,-59.1211212910521 -25.7402926297858,-59.1210831146292 -25.7402997736005,-59.1210539703177 -25.7402979211674,-59.1210198337929 -25.7402828185393,-59.1209917851433 -25.7402743106455,-59.1209611378461 -25.740258653819,-59.1209345276075 -25.7402391150635,-59.1209142777399 -25.7402336894415,-59.1208821246176 -25.7402225927399,-59.1208528426385 -25.7402261633706,-59.1208278702138 -25.7402333704716,-59.1208072747575 -25.7402506847728,-59.120809117653 -25.7402784782908,-59.1208229340567 -25.7403000490893,-59.1208308676669 -25.7403160728162,-59.1208357896267 -25.7403412167927,-59.1208271648392 -25.7403706728746,-59.1208160116576 -25.7403810862449,-59.120814435579 -25.7403975401488,-59.1208305107204 -25.7404122707413,-59.120854044734 -25.7404160944956,-59.1208507577485 -25.740436060852,-59.1208515078217 -25.7404521452851,-59.1208794890572 -25.7404541824474,-59.1209037759835 -25.7404557261396,-59.1209371610155 -25.7404639265609,-59.1209589827026 -25.7404804450144,-59.1209877140113 -25.740498566603,-59.1209838791949 -25.740521860669,-59.1209915374698 -25.7405487304667,-59.1210258116623 -25.7405584100114,-59.1210656287385 -25.7405596475218,-59.1211119466926 -25.7405512106031,-59.1211222149729 -25.7405117713954,-59.1211118175434 -25.7405015402103)))","14",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1230595739318 -25.7425303341988,-59.1230505474993 -25.742502601931,-59.1230267409899 -25.7424912599894,-59.1230167537237 -25.7424831242681,-59.1229965038561 -25.7424776987485,-59.1229899384035 -25.7424625382315,-59.1229863846011 -25.7424382576225,-59.1229776306644 -25.7424180435928,-59.1229599794443 -25.7424197668727,-59.12293165262 -25.7424404692486,-59.122926382232 -25.7424564294056,-59.122916664622 -25.7424741761208,-59.1229055788545 -25.7424910599151,-59.1228725323126 -25.7425060305848,-59.1228554963375 -25.7425108968028,-59.1228402386833 -25.7425187212315,-59.1228125973575 -25.7425306729636,-59.1227989803566 -25.7425468785604,-59.1227902207409 -25.7425633928879,-59.1227850177669 -25.7425858236315,-59.1227715355941 -25.7426149704241,-59.1227538815346 -25.7426350578581,-59.1227379383818 -25.7426516328968,-59.1227263047834 -25.7426718443291,-59.122715901675 -25.742698341627,-59.1227199358941 -25.7427128239252,-59.1227165814946 -25.7427263193006,-59.1226968092044 -25.7427294596765,-59.122700157925 -25.7427526925817,-59.1227190396351 -25.7427572551725,-59.1227550978273 -25.7427331644669,-59.1227668634144 -25.7427442583764,-59.1227809551533 -25.7427549828289,-59.1228054471611 -25.7427575741355,-59.1228316529153 -25.7427382889153,-59.1228341869882 -25.742720602963,-59.1228412356971 -25.7427076010476,-59.1228564933513 -25.7426997766313,-59.1228999401622 -25.7426766728357,-59.1229154731516 -25.7426580025102,-59.1229642577646 -25.7426254091743,-59.1229877272037 -25.7426043980978,-59.1230162591096 -25.7425847433963,-59.1230337755016 -25.7425700789119,-59.1230611443316 -25.742550608933,-59.1230595739318 -25.7425303341988)))","15",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1249452193835 -25.7429491868645,-59.1248874757521 -25.7429605185319,-59.1248560727029 -25.7429655061779,-59.1248404020459 -25.742989599394,-59.1248284256982 -25.7430141860645,-59.1247974299729 -25.7430396330866,-59.124792226999 -25.7430620637403,-59.1248087123037 -25.7430788892855,-59.1248381936855 -25.7431130945509,-59.124848998439 -25.7431437848715,-59.1248752659283 -25.7431676984394,-59.1248861409352 -25.7431864952465,-59.1248959898239 -25.7432046448659,-59.1249217101922 -25.7432272950531,-59.1249397687362 -25.7432460311276,-59.1249732871766 -25.7432763545173,-59.1249985995111 -25.7432831363712,-59.1250378013423 -25.7432812309343,-59.1250613325165 -25.7433034186498,-59.1250929406474 -25.7432994786574,-59.1251302413673 -25.743281908032,-59.1251514400309 -25.7432675029598,-59.1251644417868 -25.7432481545415,-59.1251188121706 -25.7432294766329,-59.1250924801067 -25.7431807284384,-59.1250651872091 -25.7431515766693,-59.1250549302865 -25.7431175587,-59.1250641000656 -25.743103139732,-59.1250331859516 -25.7430432368819,-59.124991118656 -25.742993747143,-59.1249900258337 -25.7429820383507,-59.1249452193835 -25.7429491868645)))","16",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1250770226376 -25.7442596108003,-59.1250430095831 -25.7443309052964,-59.125020630127 -25.7443819886118,-59.1250202816988 -25.7444230916208,-59.1250151461389 -25.7444519925149,-59.1250161630289 -25.7445123222702,-59.1250208433606 -25.7445515463425,-59.1250337326377 -25.7445959478197,-59.1250431663941 -25.744644138701,-59.1250529457392 -25.7446695904892,-59.125067512216 -25.7447072443477,-59.1250878266583 -25.7447375040844,-59.1251177884569 -25.7447619107836,-59.1251532931393 -25.744777875744,-59.1252458559547 -25.7447912596705,-59.1253246023664 -25.7447830736146,-59.1253811857614 -25.7447535630193,-59.1254198454406 -25.7447182575496,-59.1254606261899 -25.7446815349922,-59.1254771902665 -25.7446313754308,-59.1254926586813 -25.7445878710674,-59.1255085372594 -25.7445464619452,-59.1255218200295 -25.7444795402625,-59.1255323664844 -25.7444108927335,-59.1255174600977 -25.7443592501389,-59.1255133669829 -25.7442832058446,-59.1254486562538 -25.7442221901202,-59.1253772367257 -25.7441881647846,-59.1253015750573 -25.7441569736063,-59.1251906052699 -25.7441659567734,-59.125099812257 -25.7442106226952,-59.1250770226376 -25.7442596108003)))","17",Formosa,Pirané,Pirané,Pantano
"MULTIPOLYGON (((-59.1223077091614 -25.7440070367394,-59.122229164992 -25.7440346344225,-59.1221834566039 -25.7440829418617,-59.122174421653 -25.7441103017513,-59.1220936861599 -25.7441512098981,-59.1220493487689 -25.7441820162808,-59.1220449661215 -25.7442086372449,-59.1220266265635 -25.7442374749108,-59.1220146502159 -25.7442620613231,-59.1219750353819 -25.7442802353849,-59.121945955645 -25.7443032174235,-59.1219607974571 -25.7443300256435,-59.1220231877132 -25.7443546829898,-59.1220631367781 -25.7443872253591,-59.1220855722904 -25.7444160680969,-59.122106912141 -25.7444515660546,-59.1221334549655 -25.7444646336169,-59.1221788766606 -25.7445006275709,-59.1222002165111 -25.7445361255033,-59.1222360582639 -25.744584442969,-59.1223018703337 -25.7446020755942,-59.1223594734581 -25.7446145307999,-59.1223889633582 -25.7445936440777,-59.1223952268672 -25.7445705051738,-59.12237720345 -25.7445458226264,-59.1223385551286 -25.7445076727059,-59.1223316497662 -25.7444785238199,-59.1223492364117 -25.7444519661965,-59.1224080728656 -25.7444523433204,-59.1224545284873 -25.7444384838048,-59.1224690360684 -25.7444145756083,-59.1224573407349 -25.744391588476,-59.1224110987131 -25.7443514039682,-59.1224113797272 -25.7443038304252,-59.1224235611565 -25.7442802916523,-59.122472416023 -25.7442358053671,-59.1224847379594 -25.7441884797838,-59.1224541048595 -25.7440810038486,-59.1223967827491 -25.7440209749307,-59.1223077091614 -25.7440070367394)))","18",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1193830723862 -25.7467745091437,-59.1194769387845 -25.7467639218421,-59.1195278444676 -25.7467299125798,-59.1195827226347 -25.7466671876813,-59.11962364957 -25.7465699523245,-59.1196677229837 -25.7464765378898,-59.1197743271606 -25.7463839939443,-59.1198006060077 -25.746334452548,-59.1197997913599 -25.7462935349226,-59.1198655825002 -25.7462252959204,-59.1198868311677 -25.7461868151275,-59.1198531750597 -25.7461619152747,-59.1198208842698 -25.7461562419212,-59.1197922175357 -25.7461629552163,-59.1197721699103 -25.7461769410884,-59.1197231802157 -25.7462084858362,-59.1196855402659 -25.7462857561188,-59.1196074062598 -25.7463154484984,-59.11952461995 -25.74634587976,-59.1194317030276 -25.7464103254926,-59.1193630084568 -25.7464514808488,-59.1193505516923 -25.7464858647502,-59.1193991198659 -25.7465256790919,-59.119392540216 -25.7466023368383,-59.1193561364351 -25.7466491654583,-59.1193268459377 -25.7467078264865,-59.1193405218344 -25.7467531824061,-59.1193830723862 -25.7467745091437)))","19",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1232718654177 -25.7429654306864,-59.1231621261202 -25.7429806997976,-59.1230982328784 -25.742942238085,-59.1230664225053 -25.7429267663377,-59.1229975285318 -25.7429301470441,-59.1229585289428 -25.7429514642374,-59.1229143292193 -25.7429768479919,-59.1228669127638 -25.7430103041459,-59.1228284610058 -25.7430282936716,-59.1227668797184 -25.7430812829871,-59.1227411515417 -25.7431091340087,-59.1227321165908 -25.7431364941226,-59.1227403198573 -25.7431783997526,-59.1227513999459 -25.7431982441984,-59.1227795834236 -25.7432196930205,-59.1228288427746 -25.7432140297569,-59.1228867943272 -25.7431853816852,-59.122937357261 -25.7431557466889,-59.1230013995283 -25.7431153291007,-59.1230624187874 -25.7431574878616,-59.1231165944193 -25.7432136961093,-59.1231245954435 -25.743236190011,-59.1231723461299 -25.7432534508244,-59.1232119609638 -25.7432352766055,-59.1232849594101 -25.7432344846464,-59.1233117044768 -25.7432669640417,-59.1233637647175 -25.7432878612276,-59.1234607804336 -25.7432627306628,-59.1235597852313 -25.7432048777964,-59.1236049457884 -25.7431598976498,-59.1236295137288 -25.7431138672874,-59.1236288395881 -25.7430491615278,-59.1236052438392 -25.7430021390884,-59.1235481268106 -25.7429431572681,-59.1235217919072 -25.74291277307,-59.12347684495 -25.7429037086237,-59.1233779806594 -25.7429377745893,-59.1232718654177 -25.7429654306864)))","20",Formosa,Pirané,Pirané,Pantano
"MULTIPOLYGON (((-59.1215967093169 -25.7506544784042,-59.1213756014264 -25.7506031823805,-59.1211161737665 -25.7506011779794,-59.1207593173876 -25.750640570361,-59.1203734458465 -25.7507277765968,-59.1200866436777 -25.750781966635,-59.1197018734773 -25.7508257921265,-59.1194829455526 -25.750834638006,-59.1191945027305 -25.7508804474146,-59.1188162951433 -25.7509577951774,-59.1183882832137 -25.7510257703521,-59.1179673732098 -25.7511790288385,-59.1177057428684 -25.7512637854557,-59.117290575151 -25.7514463755182,-59.1172079573765 -25.7514929807759,-59.1173060431995 -25.7516264621185,-59.1173677479571 -25.751659867905,-59.1174495397261 -25.7516457979953,-59.1184752378379 -25.7514699397804,-59.1192157630765 -25.7514301028411,-59.1198796487762 -25.7514888484619,-59.1201713615471 -25.7515332515126,-59.1205172613077 -25.75156040773,-59.1210043821869 -25.7515003276471,-59.1212457626606 -25.751410146087,-59.1215676146501 -25.7512164526069,-59.1217652254398 -25.7510252080392,-59.1218391229846 -25.7509616251094,-59.1218894893552 -25.7508758558485,-59.1218744538193 -25.750774549966,-59.1217685635354 -25.7506747114924,-59.1215967093169 -25.7506544784042)))","21",Formosa,Pirané,Pirané,Pantano
"MULTIPOLYGON (((-58.2626479761751 -26.2760502715752,-58.2623912617416 -26.2764543611617,-58.2635836377668 -26.2768864482935,-58.2645413743543 -26.2772315103837,-58.2658004141334 -26.2769969854484,-58.2663994983044 -26.2767249497438,-58.2672829301126 -26.2760887842827,-58.2675526391222 -26.2755496499023,-58.2673268373104 -26.2748539091182,-58.267274 -26.274216,-58.2673123391483 -26.2737745456134,-58.2672912734655 -26.2732148793708,-58.2669845057098 -26.2726604856486,-58.2664219040737 -26.2722883989344,-58.2661579288538 -26.2722281755658,-58.2658558738693 -26.2722005716403,-58.2660661916169 -26.2727170205431,-58.2666334943187 -26.2736912575142,-58.2665104525157 -26.2741717468299,-58.2664607911379 -26.2743214553644,-58.266499101991 -26.2746168427112,-58.2663010357115 -26.2751180561859,-58.2660674610937 -26.2754386969456,-58.265788765308 -26.2757310071406,-58.265407411842 -26.2760040839368,-58.2651862759795 -26.2761365720118,-58.2646458867843 -26.2762042796689,-58.2641263907106 -26.276126829739,-58.2638048906838 -26.2760003433116,-58.2635341402654 -26.2759810896533,-58.2630913361306 -26.2760422343803,-58.2626479761751 -26.2760502715752)))","23",Formosa,Formosa,Villa del Carmen,Pantano
"MULTIPOLYGON (((-57.7390443353284 -25.2958706955275,-57.7392337640364 -25.2957046441512,-57.7392558570115 -25.2953776625952,-57.7392906053823 -25.2950421934095,-57.7394555785778 -25.2946406780509,-57.739419306007 -25.2942712443051,-57.739157 -25.2943438,-57.7385347 -25.2942856,-57.737891 -25.2941304,-57.7377490013136 -25.294044245978,-57.7377214698028 -25.2939030764544,-57.7375994335223 -25.2938093193536,-57.7372015644579 -25.2936770526887,-57.7366855226238 -25.2935442174046,-57.7360422271712 -25.2934009399123,-57.7359195706086 -25.293359035772,-57.7356825127011 -25.2933450737749,-57.7355384088579 -25.2934133323573,-57.7355794499503 -25.2939631483179,-57.7356416790071 -25.2940987862228,-57.7356483835195 -25.2942982644845,-57.7356120262407 -25.2944787304046,-57.7351444 -25.2945087,-57.7343934 -25.2946834,-57.7350049 -25.2966816,-57.73611 -25.2965361,-57.7366152191059 -25.2981275139922,-57.737191906501 -25.2980760120064,-57.7379525035957 -25.2979127111804,-57.7384660442171 -25.2977208699027,-57.7392453142642 -25.2975707645105,-57.73950745753 -25.2970437920651,-57.7394789 -25.2967786,-57.7396398 -25.2960996,-57.7390443353284 -25.2958706955275)))","24",Formosa,Pilcomayo,Clorinda,Laguna
"MULTIPOLYGON (((-59.6883884720154 -25.329713768773,-59.6884528637706 -25.329836217863,-59.6888842852432 -25.3304905069729,-59.6896942678996 -25.3299449784018,-59.6891354859816 -25.329182848666,-59.6883884720154 -25.329713768773)))","25",Formosa,Patiño,Comandante Fontana,Espejo
"MULTIPOLYGON (((-58.2241513 -26.1609142,-58.2250847 -26.1585452,-58.2239474 -26.1582082,-58.2226278 -26.158526,-58.2225849 -26.1589208,-58.2235719 -26.1590652,-58.2231964 -26.1605771,-58.2241513 -26.1609142)))","26",Formosa,Formosa,Formosa,Espejo
"MULTIPOLYGON (((-61.2546034 -24.2551674,-61.2543889 -24.2552457,-61.2539919 -24.2554413,-61.254464 -24.2563804,-61.2550755 -24.2561554,-61.2546034 -24.2551674)))","27",Formosa,Formosa,Bermejo,Laguna
"MULTIPOLYGON (((-59.1020268 -25.7179766,-59.0942376 -25.7226742,-59.0946883 -25.7235055,-59.1024774 -25.7187113,-59.1020268 -25.7179766)))","28",Formosa,Pirané,Pirané,Humedal
"MULTIPOLYGON (((-59.122538 -25.7290902,-59.1222552579142 -25.7296504539019,-59.1224747300013 -25.7297542296124,-59.1224260583761 -25.7305693181218,-59.122469828475 -25.73139418251,-59.1222887402699 -25.7318796282139,-59.1223217379352 -25.7322332065753,-59.1224461916952 -25.7322909105154,-59.1240447848947 -25.730976833809,-59.122538 -25.7290902)))","29",Formosa,Pirané,Pirané,Humedal
"MULTIPOLYGON (((-59.1278312 -25.732898,-59.1294298 -25.7317866,-59.1305744124903 -25.732889925658,-59.1312966 -25.7331976,-59.1316444227416 -25.7330110430535,-59.1315514987544 -25.7322218711128,-59.1310328414107 -25.7314587352547,-59.1302719224066 -25.7306370482522,-59.1294933764027 -25.7302755750193,-59.1284145708672 -25.7302667413365,-59.1273498232137 -25.7301725075811,-59.1262183916993 -25.7298948092367,-59.1257882607007 -25.7299769942683,-59.1248309273943 -25.7306280626754,-59.1246645409254 -25.7309178531511,-59.1244834660734 -25.7311129485912,-59.1257391 -25.7326177,-59.1270909 -25.7321538,-59.1278312 -25.732898)))","30",Formosa,Pirané,Pirané,Humedal
"MULTIPOLYGON (((-59.1064268746476 -25.7550695357848,-59.1059495297851 -25.7544755289455,-59.1064334083255 -25.7540805643694,-59.105623535898 -25.7531311062128,-59.1053850811562 -25.753236135037,-59.1051923444003 -25.7530484771021,-59.1047422893147 -25.7533355677288,-59.1054086681159 -25.7541734957529,-59.1055416257275 -25.7543715291929,-59.1054518130213 -25.7545943368009,-59.1052775845062 -25.7548871043601,-59.1051805914236 -25.7552135555721,-59.1053977256479 -25.7554406346358,-59.1056349751177 -25.7558907338742,-59.1064268746476 -25.7550695357848)))","31",Formosa,Pirané,Pirané,Laguna
"MULTIPOLYGON (((-59.1085435283051 -25.7533875656062,-59.1072647789438 -25.7542728378273,-59.1077023937387 -25.7548042297873,-59.1078593656704 -25.7546237766232,-59.1082223390207 -25.7542727562965,-59.1085740959366 -25.7540649028038,-59.1087256709709 -25.7540372962093,-59.108945747486 -25.7540589000209,-59.1090718103774 -25.7539611171154,-59.1091714508024 -25.7538887383459,-59.1086133906253 -25.7533234503204,-59.1085435283051 -25.7533875656062)))","32",Formosa,Pirané,Pirané,Humedal
"MULTIPOLYGON (((-59.1065770135314 -25.7520226589236,-59.1058378834738 -25.7525571397283,-59.1064458462931 -25.7532771018444,-59.1067187956174 -25.753067623536,-59.1069306165729 -25.7529067345406,-59.1075293415703 -25.7525571502572,-59.1073287742174 -25.7523345040515,-59.1071044596166 -25.7522110662404,-59.1068470484411 -25.7518383843561,-59.1065770135314 -25.7520226589236)))","33",Formosa,Pirané,Pirané,Humedal
"MULTIPOLYGON (((-58.9427531532111 -27.4972560411336,-58.9450786280728 -27.4952635325836,-58.9461528403525 -27.4943161717113,-58.9462010407823 -27.4942405149802,-58.9463301606219 -27.494140180643,-58.9465162373136 -27.4939968785727,-58.9466509074356 -27.4938335684205,-58.9468077252116 -27.4937589534284,-58.9467534826934 -27.4937474029691,-58.9467322291221 -27.493708654454,-58.9467232187755 -27.4936519631654,-58.9467143353909 -27.4936072728163,-58.9466977219766 -27.4935577811111,-58.9465194074002 -27.4935015260078,-58.9463328389026 -27.4934946452644,-58.9462145443133 -27.4935812661508,-58.9460988210531 -27.4937035472339,-58.9459591298876 -27.493841597868,-58.9457467625385 -27.4940230712128,-58.9455173901934 -27.4941871694433,-58.9448194636053 -27.4947891833249,-58.943807361531 -27.4956967739771,-58.9433032416643 -27.4961602815676,-58.9429782409278 -27.4964795731752,-58.942615357163 -27.496812802735,-58.9424377829694 -27.4969647883293,-58.9427531532111 -27.4972560411336)))","34",Chaco,San Fernando,Barranqueras,Pantano
"MULTIPOLYGON (((-58.9231188296171 -27.4750074357737,-58.9228100621998 -27.4749773848415,-58.9225774239104 -27.4750764620927,-58.9220689248075 -27.4755142014906,-58.9216185673537 -27.4760413452866,-58.9214354166494 -27.476338637509,-58.9214123391458 -27.4766287968334,-58.921444838139 -27.4768431014726,-58.9213912594157 -27.477030575628,-58.9213650254837 -27.4772540674448,-58.9212391892585 -27.4774080716553,-58.9211821345709 -27.4777304070862,-58.9210087846364 -27.4779500479896,-58.9208774627245 -27.4782034091546,-58.9207208176927 -27.4783801406184,-58.9204754939455 -27.4785931304249,-58.9201420827593 -27.4787437866656,-58.9200322362392 -27.4788258903385,-58.9199304525067 -27.4788977781979,-58.9198800600839 -27.4789616266357,-58.9198517634303 -27.4790287344093,-58.9198808992028 -27.4791181983202,-58.9199701273733 -27.4792497497133,-58.9199791741117 -27.47939048608,-58.9200103285682 -27.4794583671654,-58.9200734445117 -27.4794966237361,-58.9202628692389 -27.4795800409123,-58.9203765045137 -27.479663001681,-58.9205156286509 -27.4796837715069,-58.9207897156356 -27.4796408953035,-58.9210298254365 -27.4796301974515,-58.9213200499454 -27.4794907754565,-58.9216229240654 -27.479465781964,-58.9218127213274 -27.4794685511539,-58.9220585265947 -27.4793976392838,-58.922217982405 -27.4791969643498,-58.9224241900636 -27.4789696674319,-58.922622342403 -27.4787050139834,-58.922761159724 -27.4783877999076,-58.9229627533131 -27.477980173685,-58.9231983240859 -27.477540366985,-58.9233703533814 -27.4770220719267,-58.923438467517 -27.4768569491189,-58.9235202600227 -27.4766717769704,-58.9235570659083 -27.4765014774249,-58.9236567159969 -27.4762664990307,-58.9236817912742 -27.4760879599414,-58.92369477237 -27.4759247446142,-58.9237146695476 -27.4757201508598,-58.9236882116707 -27.4755362405581,-58.9236856465185 -27.4753709790764,-58.9236298102301 -27.4752677796084,-58.9235063032632 -27.4752557592649,-58.9233856809842 -27.4752074685904,-58.9232259153706 -27.4750891858948,-58.9231188296171 -27.4750074357737)))","35",Chaco,San Fernando,Barranqueras,Pantano
