WKT,id,id_punto,provincia,departamen,localidad
"MULTIPOINT ((-65.1826187846815 -26.8517060676177))","864","148067",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1862419808819 -26.8590772316888))","865","148068",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1838357290231 -26.8552087287944))","866","148066",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2091447344716 -26.8687501579062))","867","128138",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1717543929383 -26.8344947784553))","868","139423",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1730293899289 -26.8357630111899))","869","139422",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.2299515502195 -26.8700455163421))","870","149432",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2299903639319 -26.8687292170885))","871","149433",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2298748236251 -26.8702663086305))","872","149431",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2298586873805 -26.869732837398))","873","149434",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2303988859057 -26.8748427715601))","874","128642",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2305923402309 -26.8765321771034))","875","128643",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2304770052433 -26.8758419432985))","876","128644",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2279598586678 -26.8892602431566))","877","128005",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2264422219913 -26.891563183041))","878","128003",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2253640443087 -26.8897935372754))","879","128002",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2271240308048 -26.8903682626397))","880","128004",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1646314561367 -26.8210365609453))","881","145856",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1664322242141 -26.8235800927498))","882","145857",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1636387035251 -26.8196590026546))","883","145855",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1742828564912 -26.8121950172702))","884","110292",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2026065066457 -26.7938988111551))","885","123188",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2099866047502 -26.7923485363193))","886","123187",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1835638284683 -26.8113382424681))","887","128227",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.186369754374 -26.8108346325546))","888","128226",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1899605616927 -26.8104007422434))","889","128225",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1902499049902 -26.8101658423131))","890","128224",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1887119933963 -26.8104324611776))","891","128223",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.1915631815791 -26.8099503922676))","892","128222",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.6219249591231 -27.441968607272))","893","137730",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6220496818423 -27.4419614660668))","894","137731",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.3950696281157 -27.0607166149993))","895","138186",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.3944199904799 -27.0624769511489))","896","138189",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.3939894959331 -27.0601513881887))","897","138187",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.3135370274707 -27.0412833556251))","898","137704",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3142442175943 -27.040077409751))","899","137752",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3164996770597 -27.0434971113553))","900","137753",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3146312116848 -27.0438022184984))","901","137754",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.2190712657939 -26.7283229288435))","902","145796",Tucumán,Tafí Viejo,Los Nogales
"MULTIPOINT ((-65.2154228954197 -26.7290248473185))","903","145786",Tucumán,Tafí Viejo,Los Nogales
"MULTIPOINT ((-65.2170721744509 -26.7286876511884))","904","145787",Tucumán,Tafí Viejo,Los Nogales
"MULTIPOINT ((-65.2759241440655 -26.843364558825))","905","128885",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2763018165404 -26.8433679612797))","906","128887",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2760241762346 -26.8438640391791))","907","128886",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.292107462883 -26.8426498251607))","908","112306",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2918100729585 -26.8413443265696))","909","112307",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2680135007376 -26.8306607129849))","910","145817",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.270803569547 -26.8337303346769))","911","145815",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2698411505082 -26.8338904951826))","912","145816",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2916960790753 -26.8386976841293))","913","112305",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2596470341086 -26.787416546213))","914","129444",Tucumán,Yerba Buena,Barrio San José III
"MULTIPOINT ((-65.3009674698114 -26.8579592922403))","915","136696",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.3002895414829 -26.8579751450503))","916","136698",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.301132091523 -26.8592809767598))","917","136694",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.3010636940598 -26.8587612023538))","918","136695",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.2998499944806 -26.8581555079965))","919","136697",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.3227478928524 -26.8699356712424))","920","136693",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.3227238073768 -26.8703164511421))","921","136691",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.3226608410478 -26.8699664116382))","922","136692",Tucumán,Lules,Ingenio San Pablo
"MULTIPOINT ((-65.1704917475581 -26.8327663717725))","923","119764",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1698248833418 -26.831751860678))","924","119765",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1696284115314 -26.8316046645654))","925","119766",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1719753444195 -26.8350394898572))","926","119761",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1715562492609 -26.834255362016))","927","119762",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.171017460525 -26.8335505099224))","928","119763",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.119100158835 -26.812399015042))","929","148240",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1174175106067 -26.8136326207103))","930","148239",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1159573497805 -26.8144943272425))","931","148238",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1138487032905 -26.8157326970033))","932","148237",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.163334608078 -26.8269732745544))","933","119746",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1656299084425 -26.8268278673838))","934","119747",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1647705957294 -26.8260233375055))","935","119748",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1620917394757 -26.8257687231037))","936","119749",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1293227365911 -26.822284278747))","937","148235",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1288599868511 -26.8221820369836))","938","148234",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1307142784104 -26.821155838185))","939","148236",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.157549418509 -26.8188888313602))","940","119816",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1605766266584 -26.8204088225151))","941","119815",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1598199478653 -26.7980727988116))","942","142529",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1605063327395 -26.7979361035668))","943","142530",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.159226690904 -26.7998497957508))","944","142528",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.1793602825301 -26.8522979380188))","945","139493",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.17990651091 -26.8522559504241))","946","139494",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1764861237359 -26.8449510735851))","947","139438",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1778811899038 -26.846962590096))","948","139436",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1787740392526 -26.8480666132825))","949","139439",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1760715761754 -26.8434065505166))","950","139437",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1793078333139 -26.8496634812856))","951","139462",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1759659829911 -26.8439596449295))","952","139396",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1770971606529 -26.8465859107596))","953","139378",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1785268464928 -26.8471587380056))","954","139463",Tucumán,Cruz Alta,Banda Del Río Salí
"MULTIPOINT ((-65.1994116604328 -26.7807100246462))","955","99285",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.1972414180636 -26.7734643092799))","956","103431",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.1939873162857 -26.7520001383311))","957","105727",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.1927674934268 -26.7521881435244))","958","105726",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.1963462308049 -26.751419909375))","959","105728",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.1959333463189 -26.7796256875359))","960","99827",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.6006684526801 -27.3621031542849))","961","107656",Tucumán,Chicligasta,Concepción
"MULTIPOINT ((-65.5872299149632 -27.3355035644866))","962","116887",Tucumán,Chicligasta,Concepción
"MULTIPOINT ((-65.4004121864567 -27.0669677617034))","963","138190",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.4003567248583 -27.0687120523323))","964","138192",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.4004348441958 -27.0683305041939))","965","138193",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.4003425911612 -27.0662989944105))","966","138191",Tucumán,Famaillá,Famaillá
"MULTIPOINT ((-65.358749172707 -26.9609747059956))","967","149406",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.3591277499577 -26.9613096742331))","968","149405",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.3593077236574 -26.9615571344841))","969","149404",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.3594223754669 -26.9614744836312))","970","149403",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.3589757367482 -26.9612070404403))","971","149407",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.3599956985516 -26.9623184995509))","972","149408",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.359534156587 -26.9617877262916))","973","149409",Tucumán,Lules,La Reducción
"MULTIPOINT ((-65.2124673128128 -26.7825295373996))","974","106882",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2130114659667 -26.7826256154824))","975","106883",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2145829051733 -26.7801398308185))","976","106884",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2144729346037 -26.7806151421974))","977","106885",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2132538706064 -26.7819159527094))","978","106879",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2131881564856 -26.782185631072))","979","106880",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.212705694139 -26.7818363361113))","980","106881",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2368596568704 -26.7572740459504))","981","96433",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2612888325618 -26.7197449730485))","982","115396",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2598444009739 -26.7199232491753))","983","115395",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2623175084591 -26.7171237158287))","984","115357",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.261936634779 -26.7172180523243))","985","115358",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2623208612204 -26.7194952816595))","986","115356",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2586417814624 -26.7514600275141))","987","145830",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.258749499917 -26.7520881476352))","988","145831",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2592326328158 -26.7547395058846))","989","145833",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2590049803257 -26.7530734326344))","990","145832",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2456928417087 -26.7348926364129))","991","115430",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2507105842233 -26.7273181936031))","992","115429",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.6138914078474 -27.4467968487997))","993","137734",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6141049787402 -27.4470708802052))","994","137733",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6151795387268 -27.4470012566553))","995","137732",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.605396181345 -27.4364783718589))","996","137735",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.2200948446989 -26.7812425022804))","997","103885",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2203043922782 -26.7811380422781))","998","103884",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.2177911624312 -26.7839742917636))","999","103881",Tucumán,Tafí Viejo,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia"
"MULTIPOINT ((-65.1660616310249 -26.8302191130419))","1000","119715",Tucumán,Cruz Alta,Alderetes
"MULTIPOINT ((-65.2698453993576 -26.7729669776448))","1001","130001",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2690960003247 -26.7714443260288))","1002","130000",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2682273335411 -26.7699117354336))","1003","129999",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2660188923592 -26.7652463785893))","1004","129998",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.270113684237 -26.7747065331714))","1005","129997",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.26636278104 -26.7677191966184))","1006","130002",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.5802772939205 -27.3624432017267))","1007","117312",Tucumán,Chicligasta,Concepción
"MULTIPOINT ((-65.579718388617 -27.3620162067854))","1008","117310",Tucumán,Chicligasta,Concepción
"MULTIPOINT ((-65.5826292219609 -27.359655179491))","1009","117311",Tucumán,Chicligasta,Concepción
"MULTIPOINT ((-65.6226967647672 -27.4182670814672))","1010","138223",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6233190810457 -27.4184058396713))","1011","138218",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6232228215127 -27.4179943966075))","1012","138217",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6219575717407 -27.4188136924547))","1013","138216",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.6221127372773 -27.4196589616162))","1014","138222",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.621944935827 -27.4194133804984))","1015","138221",Tucumán,Río Chico,Aguilares
"MULTIPOINT ((-65.2889837268255 -26.8411740658262))","1016","128893",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2924178526141 -26.8407120781292))","1017","128896",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2918739778163 -26.8407220479404))","1018","128895",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2912860806318 -26.8407936379871))","1019","128894",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2896723334348 -26.8412137567427))","1020","128833",Tucumán,Lules,El Manantial
"MULTIPOINT ((-65.2413984656037 -26.7857083388567))","1021","121366",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2402840252249 -26.7853832757922))","1022","121363",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2409257598326 -26.7850505581797))","1023","121364",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2399091232264 -26.7854992983687))","1024","121365",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2410177513957 -26.7814337626084))","1025","121367",Tucumán,Tafí Viejo,Tafí Viejo
"MULTIPOINT ((-65.2440298728391 -26.7889256645976))","1026","123289",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2441493127295 -26.7896969973186))","1027","123293",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2478730364411 -26.7922265347702))","1028","123292",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2479270380132 -26.7921597887421))","1029","123291",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2483914563619 -26.7922311480366))","1030","123290",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2034802362323 -26.7788443876878))","1031","92757",Tucumán,Tafí Viejo,Las Talitas
"MULTIPOINT ((-65.3278658511545 -27.0974691075242))","1032","149857",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3271793574095 -27.098250026005))","1033","149856",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3281251406792 -27.1006669955401))","1034","149855",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3302605284873 -27.1004090051653))","1035","149854",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3291566230739 -27.1023399000833))","1036","149853",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.3107818248163 -27.0280160416026))","1037","137703",Tucumán,Leales,Bella Vista
"MULTIPOINT ((-65.2151770933732 -26.803560044919))","1038","124389",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2166486955291 -26.8020642202717))","1039","124390",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2177010589372 -26.8005415850987))","1040","124391",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.2146056489025 -26.8043242922326))","1041","124388",Tucumán,Capital,San Miguel De Tucumán
"MULTIPOINT ((-65.349719573289 -27.0035541480077))","1042","149878",Tucumán,Leales,Bella Vista
