WKT,id,id_punto,provincia,departamen,localidad
"MULTIPOINT ((-59.3261490417801 -33.1618281325671))","2261","120524",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOINT ((-59.3271183795273 -33.1619006647725))","2262","120525",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOINT ((-59.3265792688256 -33.1620999425861))","2263","120526",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOINT ((-59.3240389919865 -33.1614607655951))","2264","120527",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOINT ((-58.2448252290461 -32.4695835651137))","2265","94107",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2449616864297 -32.4696624843052))","2266","94106",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2697566971158 -32.4637204394728))","2267","104360",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-59.2978391152335 -33.1395304104961))","2268","120203",Entre Ríos,Gualeguay,Gualeguay
"MULTIPOINT ((-58.2698307931399 -32.4641190207763))","2269","104359",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2690472528314 -32.4641215667122))","2270","104357",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2690348476147 -32.4637623061511))","2271","104358",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.5087198189817 -32.994482773626))","2272","113732",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.2668676227306 -32.4770341935086))","2273","93258",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2707491144514 -32.475366829184))","2274","100220",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2567791640733 -32.4707257651638))","2275","109957",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.5212603403923 -33.0301302705781))","2276","112296",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.2234373172413 -32.4763279434712))","2277","130807",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-60.1610927133515 -32.6329184559639))","2278","149291",Entre Ríos,Victoria,Victoria
"MULTIPOINT ((-60.1535963621785 -32.639890868614))","2279","149303",Entre Ríos,Victoria,Victoria
"MULTIPOINT ((-60.154114329892 -32.640298376354))","2280","149302",Entre Ríos,Victoria,Victoria
"MULTIPOINT ((-60.1567877597905 -32.6367308177512))","2281","149293",Entre Ríos,Victoria,Victoria
"MULTIPOINT ((-60.160071704948 -32.6343783188566))","2282","149292",Entre Ríos,Victoria,Victoria
"MULTIPOINT ((-60.6522442772985 -32.0861853519331))","2283","135713",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6510218605399 -32.0875397528792))","2284","135712",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-59.14375718683 -32.2921881456883))","2285","120188",Entre Ríos,Tala,Rosario Del Tala
"MULTIPOINT ((-58.2729398086643 -32.5011242308061))","2286","131657",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-57.8921325132183 -31.0087644359736))","2287","150034",Entre Ríos,Federación,Federación
"MULTIPOINT ((-57.8884066563443 -31.0091375749468))","2288","150033",Entre Ríos,Federación,Federación
"MULTIPOINT ((-57.8910603001646 -31.00823885068))","2289","150032",Entre Ríos,Federación,Federación
"MULTIPOINT ((-57.8888783979601 -31.0079666626479))","2290","150031",Entre Ríos,Federación,Federación
"MULTIPOINT ((-58.2647238671755 -32.4895004045936))","2291","108164",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2152685275216 -32.1739582933319))","2292","105987",Entre Ríos,Colón,San José
"MULTIPOINT ((-60.6399293030485 -32.0533613424093))","2293","135607",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6473317864782 -32.065932991158))","2294","120624",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6517846137285 -32.0712921512917))","2295","135710",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.650728540839 -32.0698555724508))","2296","135711",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6481210514903 -32.0705722162764))","2297","7082",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6484097242355 -32.0703775998787))","2298","7067",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-60.6490729004145 -32.0698951767158))","2299","7068",Entre Ríos,Diamante,Diamante
"MULTIPOINT ((-58.2682003453349 -32.4980768155706))","2300","109358",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2627496592535 -32.4955191464962))","2301","106001",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2604303210948 -32.4992503244301))","2302","107176",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2449747621987 -32.4639716392506))","2303","93240",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.1563109904493 -32.2178666779842))","2304","152149",Entre Ríos,Colón,Colón
"MULTIPOINT ((-58.1561212241615 -32.2174065922358))","2305","152148",Entre Ríos,Colón,Colón
"MULTIPOINT ((-58.1353649496996 -32.2330757111895))","2306","152179",Entre Ríos,Colón,Colón
"MULTIPOINT ((-59.6528698638228 -30.7467030667189))","2307","142416",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6536253366579 -30.7483244415278))","2308","142414",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6523015241701 -30.7470809532818))","2309","142407",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6380940079689 -30.7517765360107))","2310","115367",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6379243582487 -30.751160793527))","2311","115366",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6542508255343 -30.7482600329317))","2312","142415",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6347850546878 -30.744245408138))","2313","142420",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6362110576831 -30.7426847303137))","2314","142419",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6358159335151 -30.7429221479342))","2315","142421",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.6298310621666 -30.7340549725982))","2316","142358",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-58.2650262224737 -32.486955526853))","2317","130887",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.264243939361 -32.4867725215779))","2318","130886",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-58.2300107181045 -32.4683052908683))","2319","131596",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTIPOINT ((-60.5363151803613 -31.7852890384447))","2320","111485",Entre Ríos,Paraná,Paraná
"MULTIPOINT ((-60.5334267765284 -31.7855401178912))","2321","111482",Entre Ríos,Paraná,Paraná
"MULTIPOINT ((-60.539010129869 -31.7841764148494))","2322","111483",Entre Ríos,Paraná,Paraná
"MULTIPOINT ((-60.5365361273289 -31.783868332025))","2323","111484",Entre Ríos,Paraná,Paraná
"MULTIPOINT ((-60.536441244185 -31.7853426173169))","2324","111486",Entre Ríos,Paraná,Paraná
"MULTIPOINT ((-58.0694335699039 -31.3562074555637))","2325","5451",Entre Ríos,Concordia,Concordia
"MULTIPOINT ((-58.0688334256368 -31.3563549043954))","2326","5449",Entre Ríos,Concordia,Concordia
"MULTIPOINT ((-58.0691740661817 -31.3566017017283))","2327","5448",Entre Ríos,Concordia,Concordia
"MULTIPOINT ((-58.0693199112969 -31.3563571948608))","2328","5450",Entre Ríos,Concordia,Concordia
"MULTIPOINT ((-58.5058430582273 -32.9970798429728))","2329","5167",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.5055627673853 -32.9974625492538))","2330","5166",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.5069263353933 -32.9972370311318))","2331","5169",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.5038367658842 -32.9962494686772))","2332","5168",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-58.5409759730091 -33.0175991058238))","2333","5148",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTIPOINT ((-59.6449091657996 -30.7762437094648))","2334","6436",Entre Ríos,La Paz,La Paz
"MULTIPOINT ((-59.7963305935264 -30.9459026959172))","2335","7230",Entre Ríos,La Paz,Santa Elena
"MULTIPOINT ((-59.7963731735945 -30.9459682574417))","2336","7229",Entre Ríos,La Paz,Santa Elena
"MULTIPOINT ((-63.4157902747393 -36.3911126963073))","2337","5586",La Pampa,Catriló,Catriló
"MULTIPOINT ((-63.4151830896735 -36.3920470586405))","2338","5585",La Pampa,Catriló,Catriló
"MULTIPOINT ((-68.126379288733 -38.924926479501))","2339","135645",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1355336394847 -38.9323392504645))","2340","122370",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1355670202467 -38.932257503067))","2341","122364",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1356680478021 -38.9323286001063))","2342","122363",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1309537594952 -38.9276649707505))","2343","135643",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1307603159655 -38.9239049103489))","2344","135644",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.034878410399 -38.9718856953681))","2345","122928",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0791182945653 -38.9731967424492))","2346","145549",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0956465378404 -38.9439260053596))","2347","114683",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0953957512975 -38.9439291345379))","2348","114686",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0955436080694 -38.9439732037836))","2349","114685",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0954909697175 -38.9439275699488))","2350","114684",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0270886380428 -38.9480983422527))","2351","147626",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0921043455601 -38.8887099898111))","2352","122377",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1270924210548 -38.9335528027767))","2353","117945",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1277566030622 -38.9313690655595))","2354","117966",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1282068789005 -38.9306356611243))","2355","117965",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1279909610748 -38.9316593476526))","2356","117968",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1277529150248 -38.9323963928046))","2357","117967",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1266806374498 -38.9251751875579))","2358","135646",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1384998559952 -38.9005832945767))","2359","144274",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.136952038426 -38.9023896749099))","2360","144276",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.2503431063246 -38.9301824309623))","2361","122349",Neuquén,Confluencia,Plottier
"MULTIPOINT ((-68.2350276719718 -38.9458666902858))","2362","122341",Neuquén,Confluencia,Plottier
"MULTIPOINT ((-68.2157751187328 -38.9326239455212))","2363","122351",Neuquén,Confluencia,Plottier
"MULTIPOINT ((-68.2156485007662 -38.934569966269))","2364","122350",Neuquén,Confluencia,Plottier
"MULTIPOINT ((-68.0977161973715 -38.9407096586231))","2365","98528",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1500089920453 -38.9278069366049))","2366","146147",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1491631471024 -38.9281092977503))","2367","146144",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1479050219059 -38.9291716939639))","2368","146146",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1486977536935 -38.928245492648))","2369","146145",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0879952013493 -38.8920732635833))","2370","122376",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1599173764088 -38.8202828275411))","2371","122375",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1017559069258 -38.9031475354953))","2372","145234",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.1002477474429 -38.9034420851528))","2373","145229",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.0990737877614 -38.9035096206674))","2374","145230",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-68.102037397878 -38.9028962297846))","2375","145231",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-71.0797491032931 -39.9622690402499))","2376","131460",Neuquén,Huiliches,Junín De Los Andes
"MULTIPOINT ((-71.0789604831653 -39.9616653233331))","2377","131461",Neuquén,Huiliches,Junín De Los Andes
"MULTIPOINT ((-71.3480204343796 -40.1515680884316))","2378","103558",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.3479302451015 -40.1517484990409))","2379","103560",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.3481521978974 -40.1516026842532))","2380","103559",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.3549513468899 -40.1482256072648))","2381","131348",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.2468891355542 -40.1290743479086))","2382","131365",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.2468040824988 -40.1290089752428))","2383","131367",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-71.2466755095767 -40.1292286739457))","2384","131366",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-70.0650008827191 -38.884557312619))","2385","148618",Neuquén,Zapala,Zapala
"MULTIPOINT ((-71.3150634616613 -40.1529795836441))","2386","106102",Neuquén,Lácar,San Martín De Los Andes
"MULTIPOINT ((-68.1584427505732 -38.8244554727439))","2387","160746",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.159008026123 -38.8265249597421))","2388","160750",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1595843657851 -38.8279643970507))","2389","160748",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1566577404737 -38.8253934491247))","2390","160747",Neuquén,Confluencia,Centenario
"MULTIPOINT ((-68.1352610886097 -38.9254304104062))","2391","7283",Neuquén,Confluencia,Neuquén
"MULTIPOINT ((-58.0632480606437 -34.9012445244523))","2392","137742",Buenos Aires,La Plata,City Bell
"MULTIPOINT ((-58.0489374697208 -34.902148906254))","2393","137745",Buenos Aires,La Plata,Gorina
"MULTIPOINT ((-58.0523971840739 -34.9056742228737))","2394","137197",Buenos Aires,La Plata,Gorina
"MULTIPOINT ((-58.0560875684023 -34.9046813422849))","2395","137198",Buenos Aires,La Plata,Gorina
"MULTIPOINT ((-58.0922444164753 -34.8814484701929))","2396","137747",Buenos Aires,La Plata,Arturo Seguí
"MULTIPOINT ((-57.995628900826 -34.966382908513))","2397","129137",Buenos Aires,La Plata,Los Hornos
"MULTIPOINT ((-57.9945308715105 -34.9655454512696))","2398","129138",Buenos Aires,La Plata,Los Hornos
"MULTIPOINT ((-58.0000673554003 -34.9573169685277))","2399","130561",Buenos Aires,La Plata,Los Hornos
"MULTIPOINT ((-59.00649632206 -34.1543274485343))","2400","141447",Buenos Aires,Campana,Campana
"MULTIPOINT ((-59.0061255031429 -34.1532732017294))","2401","141448",Buenos Aires,Campana,Campana
"MULTIPOINT ((-58.0412690341473 -34.9530949585182))","2402","125276",Buenos Aires,La Plata,José Melchor Romero
"MULTIPOINT ((-57.9091816395521 -34.9507352215572))","2403","133120",Buenos Aires,La Plata,Villa Elvira
"MULTIPOINT ((-57.9099779816775 -34.9514579191334))","2404","133119",Buenos Aires,La Plata,Villa Elvira
"MULTIPOINT ((-58.0399252474308 -34.933623654206))","2405","103253",Buenos Aires,La Plata,José Melchor Romero
"MULTIPOINT ((-58.0114966196607 -34.9580158949667))","2406","130523",Buenos Aires,La Plata,Lisandro Olmos
"MULTIPOINT ((-57.9230193078679 -34.9559886309355))","2407","127280",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9236340522766 -34.9557654162063))","2408","127281",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9239844158292 -34.9561545186463))","2409","127278",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9235888388709 -34.956460406617))","2410","127279",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9483774647942 -34.9534225049015))","2411","127324",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9237601188442 -34.9443061175618))","2412","127168",Buenos Aires,La Plata,Villa Elvira
"MULTIPOINT ((-57.9255393316378 -34.951260431341))","2413","118410",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9177961579385 -34.9504876639611))","2414","127261",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.918225042522 -34.951545624499))","2415","127240",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9174440386163 -34.9508480441472))","2416","127260",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9185157269239 -34.9512147590232))","2417","127262",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.8989559033505 -34.9491090036864))","2418","140735",Buenos Aires,La Plata,Villa Elvira
"MULTIPOINT ((-62.1648901328444 -38.7643221655694))","2419","131061",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOINT ((-60.0032502785325 -34.9237749348424))","2420","119890",Buenos Aires,Chivilcoy,Chivilcoy
"MULTIPOINT ((-60.0029367953539 -34.9234219654082))","2421","119891",Buenos Aires,Chivilcoy,Chivilcoy
"MULTIPOINT ((-60.0142744928598 -34.9175985753071))","2422","119669",Buenos Aires,Chivilcoy,Chivilcoy
"MULTIPOINT ((-60.0142754986882 -34.9176568579896))","2423","119668",Buenos Aires,Chivilcoy,Chivilcoy
"MULTIPOINT ((-57.6915776640551 -36.325252355037))","2424","150507",Buenos Aires,Dolores,Dolores
"MULTIPOINT ((-57.9314726482785 -34.9033406760237))","2425","126087",Buenos Aires,Berisso,Berisso
"MULTIPOINT ((-58.0035929644489 -35.5596195142362))","2426","151656",Buenos Aires,Chascomús,Chascomús
"MULTIPOINT ((-57.9146513342857 -34.8504297225215))","2427","131627",Buenos Aires,Ensenada,Ensenada
"MULTIPOINT ((-60.1992020756006 -33.3753290998856))","2428","113122",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.245453082025 -33.3466212443059))","2429","121696",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2437133342028 -33.3479619596241))","2430","121693",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.18366744206 -33.3470180153731))","2431","144696",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2463103830814 -33.3280611255955))","2432","152700",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2471475675702 -33.3286491292208))","2433","152699",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2479290962219 -33.3263903780603))","2434","152701",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.224911344926 -33.3455282719331))","2435","144265",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2236652208907 -33.3462871571587))","2436","144264",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2222250637012 -33.3472918177131))","2437","144263",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-59.0446297262048 -34.1155340004869))","2438","134786",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.045207890042 -34.1147513893106))","2439","134787",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.0449395054712 -34.1151235243989))","2440","134785",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-58.9981824204524 -34.1069542596679))","2441","141046",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-58.9940238773432 -34.1082033609337))","2442","141047",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.0510704368353 -34.1045955103488))","2443","141049",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.0507615589705 -34.1049359840906))","2444","141048",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.0513332933187 -34.1042459938722))","2445","141050",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.0901555866003 -35.151339351144))","2446","147224",Buenos Aires,Lobos,Lobos
"MULTIPOINT ((-57.5967886668544 -38.02108045793))","2447","152539",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOINT ((-57.5970048759151 -38.0212472798809))","2448","152540",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOINT ((-59.2087453719426 -34.0446235839162))","2449","142086",Buenos Aires,Zárate,Lima
"MULTIPOINT ((-57.9933766912037 -34.932235787478))","2450","126697",Buenos Aires,La Plata,San Carlos
"MULTIPOINT ((-58.247539300731 -35.1665116465812))","2451","149129",Buenos Aires,Brandsen,Brandsen
"MULTIPOINT ((-58.2376694306731 -37.8444815608109))","2452","96787",Buenos Aires,Balcarce,Balcarce
"MULTIPOINT ((-58.2396666705608 -37.8429904146121))","2453","96786",Buenos Aires,Balcarce,Balcarce
"MULTIPOINT ((-58.259554579854 -37.8310230864458))","2454","97177",Buenos Aires,Balcarce,Balcarce
"MULTIPOINT ((-59.647613838315 -33.6824152466861))","2455","142126",Buenos Aires,San Pedro,San Pedro
"MULTIPOINT ((-59.6450332143792 -33.6846567060732))","2456","142125",Buenos Aires,San Pedro,San Pedro
"MULTIPOINT ((-59.8833699605 -36.7726718219121))","2457","137157",Buenos Aires,Azul,Azul
"MULTIPOINT ((-59.8825998592445 -36.7731892336932))","2458","137194",Buenos Aires,Azul,Azul
"MULTIPOINT ((-57.7045599371195 -38.0371668925441))","2459","105463",Buenos Aires,General Pueyrredón,Estación Chapadmalal
"MULTIPOINT ((-57.7067727595568 -38.0392556346143))","2460","105462",Buenos Aires,General Pueyrredón,Estación Chapadmalal
"MULTIPOINT ((-57.6023302227259 -38.0307318193931))","2461","92012",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOINT ((-57.5991293415427 -38.0317126447187))","2462","110260",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOINT ((-60.9793061390519 -34.5825453720799))","2463","116251",Buenos Aires,Junín,Junín
"MULTIPOINT ((-57.5613984262366 -38.0359326418505))","2464","148386",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOINT ((-57.9801151745639 -34.9428620328528))","2465","126840",Buenos Aires,La Plata,Los Hornos
"MULTIPOINT ((-57.9343605414033 -34.9623461099431))","2466","111417",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9344366490841 -34.9587130410116))","2467","111420",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9372982308269 -34.9623502314697))","2468","111419",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9335136339068 -34.963030555284))","2469","111418",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOINT ((-57.9777603327328 -35.5752167944913))","2470","151297",Buenos Aires,Chascomús,Chascomús
"MULTIPOINT ((-60.5883220614586 -33.8830826962698))","2471","144701",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.5952416360378 -33.901597857631))","2472","115418",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.5953881517053 -33.9017202999023))","2473","115420",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.5962380766869 -33.9014809807535))","2474","115419",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.5944574251771 -33.901539140934))","2475","115417",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.592382401228 -33.9014217074187))","2476","115415",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-60.5664103751165 -33.9062890737923))","2477","115390",Buenos Aires,Pergamino,Pergamino
"MULTIPOINT ((-59.0319000787569 -34.1198180336934))","2478","136702",Buenos Aires,Zárate,Zárate
"MULTIPOINT ((-59.1784649714828 -37.3067742686662))","2479","119057",Buenos Aires,Tandil,Tandil
"MULTIPOINT ((-59.1777216643095 -37.306298244709))","2480","119058",Buenos Aires,Tandil,Tandil
"MULTIPOINT ((-59.1794875636697 -37.3067900027399))","2481","119056",Buenos Aires,Tandil,Tandil
"MULTIPOINT ((-58.7692470476031 -38.5373975740166))","2482","138907",Buenos Aires,Necochea,Necochea
"MULTIPOINT ((-58.7676655501127 -38.5387098787888))","2483","138896",Buenos Aires,Necochea,Necochea
"MULTIPOINT ((-58.7711376696825 -38.5360731814192))","2484","138906",Buenos Aires,Necochea,Necochea
"MULTIPOINT ((-62.2962987504721 -38.735262605962))","2485","128632",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOINT ((-62.296670257397 -38.7350138852242))","2486","128633",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOINT ((-62.2964254721139 -38.7349088085834))","2487","128634",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOINT ((-58.7651489675045 -38.5569398886366))","2488","138921",Buenos Aires,Necochea,Necochea
"MULTIPOINT ((-58.7646836042404 -38.5573381424232))","2489","138922",Buenos Aires,Necochea,Necochea
"MULTIPOINT ((-60.2505951779589 -33.314947862432))","2490","113119",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2070864289999 -33.3650138776322))","2491","113099",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2077040076256 -33.3641460999886))","2492","113094",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2072899416089 -33.3644387203935))","2493","113093",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.2072544023395 -33.3646884970323))","2494","113100",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-60.1888011395931 -33.3576698365297))","2495","113117",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOINT ((-58.7117676436901 -34.4829472234597))","2496","141948",Buenos Aires,Junín,Junín
"MULTIPOINT ((-57.7128175978353 -37.9973467575139))","2497","134809",Buenos Aires,General Pueyrredón,Batán
"MULTIPOINT ((-60.9639374166727 -34.5883827755299))","2498","116208",Buenos Aires,Junín,Junín
"MULTIPOINT ((-60.9622040390968 -34.5879278989775))","2499","116207",Buenos Aires,Junín,Junín
"MULTIPOINT ((-60.9657811000943 -34.5891385054617))","2500","116209",Buenos Aires,Junín,Junín
"MULTIPOINT ((-60.9774983301759 -34.5882075048231))","2501","116233",Buenos Aires,Junín,Junín
"MULTIPOINT ((-60.9758554771543 -34.5891561703597))","2502","116232",Buenos Aires,Junín,Junín
"MULTIPOINT ((-59.6278999373317 -33.7103662006416))","2503","142054",Buenos Aires,San Pedro,San Pedro
"MULTIPOINT ((-59.6268746629357 -33.7145044294357))","2504","142055",Buenos Aires,San Pedro,San Pedro
"MULTIPOINT ((-62.2374458983541 -38.7607606950473))","2505","133377",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOINT ((-62.2364742681384 -38.7564583542892))","2506","133378",Buenos Aires,Bahía Blanca,Bahía Blanca
